gene,baseMean,log2FoldChange,lfcSE,stat,pval,adj_pval
PALM,10.6921306,0.60311261,0.16596912,3.63388447,0.00027919,0.07153363
OR10H5,10.0708644,0.55612868,0.15371577,3.61790267,0.000297,0.07490898
TBC1D9B,11.8650081,-0.5503117,0.15275868,-3.6024906,0.00031518,0.07651776
XPNPEP3,11.1352833,0.57760738,0.16037097,3.60169544,0.00031615,0.07651776
FGFR1,14.6306098,-0.7200243,0.19997868,-3.6005052,0.0003176,0.07651776
TPPP3,15.6985375,-0.78354,0.21848399,-3.5862582,0.00033546,0.07963152
USE1,9.25472685,0.56100867,0.15663472,3.58163673,0.00034145,0.07987912
RNPEP,33.4055813,-1.2379215,0.34913551,-3.5456764,0.00039161,0.09030454
CCDC105,5.7192572,0.89930379,0.2536883,3.54491627,0.00039274,
GFI1,6.61815941,0.71033298,0.20054553,3.5420036,0.0003971,
CDC42SE2,9.35038323,0.56733709,0.16034759,3.5381703,0.00040291,0.09160246
ALKAL2,8.52782681,0.6048015,0.17168271,3.52278624,0.00042704,0.0940608
TRIM37,5.66090698,0.8112697,0.23035359,3.52184533,0.00042855,
EIF4G2,15.9441242,-0.5433989,0.15434512,-3.5206741,0.00043045,0.0940608
ALS2CL,13.5207676,-0.5748729,0.16341854,-3.5177947,0.00043515,0.0940608
PAGE2,6.02740664,0.82442083,0.23450681,3.51555181,0.00043884,
TUBB4B,54.3250246,-0.5252522,0.14944121,-3.5147751,0.00044013,0.0940608
PWP1,9.92654366,0.57787907,0.16456305,3.51159672,0.00044542,0.0940608
ARL14EPL,8.41496933,0.59945253,0.1708009,3.50965675,0.00044869,0.0940608
AKR1B15,12.9194015,-0.5538867,0.15813752,-3.5025637,0.0004608,0.09500289
TMED3,10.9635128,0.62201907,0.17778719,3.498672,0.00046758,0.09500289
CDC42BPG,10.8002845,-0.6563183,0.18787844,-3.4933137,0.00047707,0.09500289
PPP1R12A,10.0516787,-0.6429082,0.18406597,-3.4928139,0.00047796,0.09500289
CARD8,11.5893214,0.55677143,0.15952289,3.49022907,0.00048261,0.09500289
HNRNPAB,12.2292597,-0.5748113,0.16508346,-3.4819439,0.00049779,0.09553987
HLA-A,28.7570474,-0.8015047,0.23051057,-3.4770844,0.0005069,0.09553987
UBE2NL,8.67848854,0.60916457,0.17534883,3.47401564,0.00051273,0.09553987
NMB,7.14619998,0.7205898,0.2074902,3.47288593,0.00051489,
PPP1CB,23.1562345,-0.693051,0.19962769,-3.4717177,0.00051714,0.09553987
PCK2,7.5653016,0.65344002,0.1882777,3.47061828,0.00051926,0.09553987
BBOF1,11.5097783,-0.6358622,0.18325618,-3.4697996,0.00052085,0.09553987
KRTAP4-3,9.56297002,0.7143535,0.20608617,3.46628546,0.0005277,0.09570985
CST2,16.899229,-0.4750598,0.13773113,-3.4491827,0.00056229,0.09925486
HNRNPU,18.6009536,-0.6056737,0.17567695,-3.4476562,0.00056547,0.09925486
PLEKHG5,19.5482269,-0.6308257,0.18301655,-3.4468233,0.00056722,0.09925486
RNF175,9.84430363,0.55887615,0.16238174,3.44174254,0.00057798,0.09925486
OR1D5,9.83781146,0.57429511,0.16686201,3.44173667,0.00057799,0.09925486
RPLP2,28.4201992,-0.6509506,0.18990331,-3.4278004,0.00060849,0.10304292
MIF,15.2483702,-0.5783835,0.16882788,-3.4258766,0.00061282,0.10304292
GPR50,6.59405122,0.68566994,0.20021552,3.42465928,0.00061557,
SI,4.84294729,0.8746832,0.25561926,3.42182037,0.00062203,
POLR2J3,18.6275109,-0.484327,0.14156498,-3.4212345,0.00062338,0.1037374
EIF4H,20.6229872,-0.5139396,0.1505453,-3.4138538,0.00064051,0.10550103
NR1D2,7.41281693,0.6873921,0.20175279,3.40710078,0.00065657,0.10644927
S100A16,17.5240821,-0.54131,0.15893288,-3.4059033,0.00065946,0.10644927
GLRA3,7.90756015,0.64809561,0.19049837,3.40210579,0.00066869,0.10687083
FOSL1,20.6879251,-0.6039955,0.17770372,-3.3988907,0.0006766,0.10707487
NDUFS4,10.8611936,-0.5344334,0.15783847,-3.3859518,0.00070932,0.11069886
CASP14,10.8559668,-0.6097568,0.18056178,-3.3769983,0.00073282,0.11069886
NFRKB,9.08536027,0.59741201,0.17692726,3.37659672,0.00073389,0.11069886
KCNK16,8.57461645,0.5804461,0.17199503,3.37478412,0.00073874,0.11069886
SDF4,10.1530279,-0.5530646,0.16396178,-3.3731315,0.00074318,0.11069886
LACTB,8.2739643,0.64145814,0.19023292,3.37196175,0.00074635,0.11069886
HLA-DQA2,8.92535682,0.58981941,0.17494084,3.37153629,0.0007475,0.11069886
GRAMD2A,7.93256451,0.87936868,0.26171841,3.35998022,0.00077948,0.11438523
SLC6A1,8.11107451,0.60207433,0.17948971,3.35436674,0.00079547,0.11517669
SLC35G1,9.38320619,0.54383773,0.16224351,3.35198449,0.00080235,0.11517669
RMDN3,15.4311924,0.75922152,0.22659068,3.35062996,0.00080628,0.11517669
CCDC181,11.0219374,0.50806441,0.15188756,3.34500352,0.00082282,0.11592675
RPLP1,64.0955924,-0.7258412,0.21705987,-3.3439676,0.00082589,0.11592675
NCR1,5.00638603,0.80818261,0.24220273,3.33680227,0.00084748,
RHOT2,10.3407137,-0.5554295,0.16669747,-3.3319611,0.00086236,0.1200023
NBPF26,17.0310833,-0.5327437,0.16036469,-3.3220759,0.0008935,0.12327296
ZPLD1,6.60517596,0.69937752,0.21066745,3.31981773,0.00090076,
PLA2G4F,17.7314284,-0.4577597,0.13815974,-3.3132643,0.00092214,0.12524067
SPATA16,10.5013766,0.47745321,0.14423781,3.31018075,0.00093236,0.12524067
GPR156,7.7633364,0.58427989,0.17661224,3.3082638,0.00093876,0.12524067
CCDC157,10.3868903,0.49236188,0.14882838,3.30825267,0.0009388,0.12524067
CFL1,34.5320237,-0.485561,0.14689539,-3.305488,0.00094811,0.12544605
FAM83G,8.59238348,-0.5738599,0.17377613,-3.3022942,0.00095897,0.12557901
EXPH5,12.9933854,-0.4758739,0.14417664,-3.3006312,0.00096468,0.12557901
MBLAC1,10.3747978,0.50800713,0.15413118,3.29594014,0.00098093,0.12649382
CD37,10.926152,0.52345472,0.15890678,3.29409936,0.00098738,0.12649382
GATB,10.737801,0.48961018,0.14913376,3.28302708,0.00102699,0.1305326
FOXR2,8.44641008,0.65043039,0.19838785,3.2785798,0.00104331,0.13132229
HACD2,9.21190951,0.58294362,0.17789392,3.27691706,0.00104947,0.13132229
GMNC,6.62441661,0.64289139,0.19627676,3.27543305,0.001055,
ATRX,36.5054008,-0.4746568,0.14507757,-3.271745,0.00106886,0.13264077
SERPINE1,11.8212688,0.49242913,0.15060167,3.2697455,0.00107644,0.13264077
RFLNB,11.28069,0.52168544,0.15972497,3.26614822,0.00109021,0.13279217
RPL18,42.3633501,-0.6490333,0.19877696,-3.2651336,0.00109412,0.13279217
RPS2,76.8154763,-0.6711716,0.20622669,-3.2545333,0.00113579,0.13633203
CFB,12.0295274,0.48275056,0.14838174,3.25343642,0.00114018,0.13633203
SRSF3,26.1683681,-0.4680093,0.14416285,-3.2463932,0.00116877,0.13872305
MYADML2,8.66046734,0.5528942,0.1706098,3.24069433,0.00119239,0.13978657
KIAA1143,17.292846,-0.5022722,0.15501949,-3.2400582,0.00119505,0.13978657
LTBP2,8.47795927,0.56669215,0.1751509,3.23545104,0.00121451,0.1399925
BICC1,4.69909493,0.76271573,0.23585547,3.23382675,0.00122144,
YTHDF2,10.267483,-0.5719157,0.17699412,-3.2312696,0.00123242,0.1399925
ST8SIA6,8.98389314,0.61869111,0.19167066,3.22788639,0.00124708,0.1399925
ANKRD33,11.8581579,0.49711488,0.15404878,3.22699658,0.00125097,0.1399925
RTL9,8.35153224,0.57905815,0.17946972,3.226495,0.00125316,0.1399925
CACFD1,9.1412993,-0.6058533,0.18793288,-3.223775,0.00126513,0.1399925
LSS,11.2161736,-0.5349583,0.16598405,-3.2229499,0.00126878,0.1399925
CTTN,13.7473136,-0.5458878,0.16940161,-3.2224473,0.00127101,0.1399925
BEND3,9.16890256,0.53522311,0.16631229,3.21818126,0.00129006,0.1399925
CCDC196,3.76422015,0.88330781,0.27458617,3.21686925,0.00129598,
CFAP92,7.56739008,0.62262741,0.19372552,3.21396685,0.00130915,0.1399925
PDYN,7.40802408,0.61853947,0.19249291,3.21331032,0.00131214,0.1399925
GTF2F1,11.6718075,-0.4690607,0.14608342,-3.2109098,0.00132315,0.1399925
KRTAP4-1,8.7338971,0.56683731,0.17662498,3.20927042,0.00133072,0.1399925
P4HA3,5.22181372,0.80176632,0.25013651,3.20531502,0.00134915,
TRPC5,6.65696397,0.69692507,0.21747674,3.20459585,0.00135252,
TRAM1L1,6.29687156,0.66571639,0.20782539,3.20324857,0.00135887,
CAGE1,9.49888006,0.55192046,0.17235692,3.20219494,0.00136385,0.1399925
PFKFB2,9.63794734,-0.5627506,0.17577389,-3.2015596,0.00136686,0.1399925
RAD51AP2,10.2310709,0.50652784,0.15826758,3.20045224,0.00137212,0.1399925
ZNF75D,7.36433072,0.5964151,0.18639737,3.19969694,0.00137572,0.1399925
EIF3G,11.7544749,-0.5531672,0.17298557,-3.1977651,0.00138497,0.1399925
TAGLN,44.8878066,0.82130078,0.25684852,3.19760755,0.00138573,0.1399925
SASH3,9.64155205,0.52120018,0.16302938,3.19697076,0.00138879,0.1399925
NPNT,18.750073,-0.6211502,0.19439964,-3.195223,0.00139723,0.1399925
SYT6,8.75134341,0.57599694,0.18028101,3.19499512,0.00139833,0.1399925
ZP1,9.54784573,0.57651083,0.18054004,3.1932575,0.00140677,0.1399925
CYP4F12,25.620818,-0.4206852,0.131779,-3.1923543,0.00141118,0.1399925
CCL21,10.1390213,0.51217731,0.16046389,3.19185401,0.00141363,0.1399925
SKOR1,8.1231274,0.58441341,0.18337837,3.18692668,0.00143793,0.14088693
PCNX1,10.4950388,0.48142383,0.1511229,3.18564436,0.00144432,0.14088693
COL25A1,10.6275278,0.50147948,0.15746326,3.18473954,0.00144884,0.14088693
CYP3A7,4.92986571,0.76585483,0.24108518,3.1766981,0.00148962,
CR1,12.1072809,-0.5339759,0.16809518,-3.1766282,0.00148998,0.1434656
TRIM36,10.4440986,-0.5758826,0.18146999,-3.1734313,0.00150649,0.1434656
TBX1,9.58440151,0.69798055,0.21996027,3.17321196,0.00150762,0.1434656
LTA,8.11436212,0.54778359,0.17272457,3.1714283,0.00151691,0.1434656
SPON1,9.38271396,0.56796854,0.17912039,3.17087594,0.0015198,0.1434656
CSTL1,7.97334738,0.56391596,0.17820637,3.16439843,0.00155404,0.14503184
CELA1,8.59715674,0.5413118,0.17110151,3.16368801,0.00155784,0.14503184
ERCC4,9.98161418,0.53859589,0.17036936,3.16134254,0.00157044,0.14503184
SMIM10,8.9360109,0.54198326,0.17165267,3.15744157,0.0015916,0.14503184
RXFP4,9.04258815,0.51026407,0.16161044,3.15737069,0.00159199,0.14503184
CRIP1,24.0739664,-0.670839,0.21267367,-3.1543117,0.00160877,0.14503184
ZNF496,7.31399554,0.56224825,0.17828972,3.15356519,0.00161289,0.14503184
ZNF692,14.489078,-0.4380982,0.1389431,-3.1530763,0.0016156,0.14503184
HNRNPR,13.6778575,-0.4965592,0.15757702,-3.1512155,0.00162592,0.14503184
GPHN,8.56456142,-0.5697696,0.18088431,-3.1499118,0.0016332,0.14503184
TRPC4,9.658201,0.51057379,0.16211011,3.14954941,0.00163522,0.14503184
TMEM184C,9.65582983,0.49763661,0.15815236,3.14656465,0.00165201,0.14571969
SPINK6,11.2279615,0.47409379,0.15085099,3.14279546,0.00167343,0.14607729
E2F5,9.87915901,0.53169586,0.16922603,3.14192707,0.0016784,0.14607729
PCBP2,11.1695433,-0.5774811,0.18391384,-3.1399547,0.00168974,0.14607729
CHMP7,9.86450704,0.56603269,0.18035519,3.13843302,0.00169854,0.14607729
PCSK7,9.60521809,0.67635109,0.2155388,3.13795515,0.00170131,0.14607729
HSD17B13,7.67235188,0.58024879,0.18554153,3.12732572,0.00176404,0.14957588
SYNPO,8.96706593,0.57095345,0.18259492,3.12688579,0.00176669,0.14957588
TRIM29,35.0057165,-0.6622539,0.21182913,-3.1263588,0.00176985,0.14957588
PHKA2,6.51973954,0.60628999,0.19404653,3.12445684,0.00178134,
EME1,9.17909826,0.55696719,0.17874345,3.11601462,0.00183313,0.15350141
PAFAH1B2,17.2383644,-0.4183862,0.13428483,-3.1156624,0.00183532,0.15350141
IL19,8.83182139,0.8007801,0.25720696,3.11336873,0.00184965,0.15355053
EDRF1,11.1482799,0.46922285,0.1508232,3.11107877,0.00186405,0.15355053
TTC39A,10.7019161,0.53199314,0.17103051,3.11051608,0.00186761,0.15355053
MDH2,14.711528,-0.5201166,0.16726626,-3.1095131,0.00187396,0.15355053
ZNF747,6.23044366,0.62440044,0.20099333,3.10657297,0.0018927,
PTER,6.21553044,0.62847534,0.20247208,3.10400997,0.00190917,
SHKBP1,10.358813,-0.5544922,0.17866977,-3.1034473,0.0019128,0.15541258
MKX,9.65200677,0.4948473,0.15951359,3.10222658,0.00192071,0.15541258
CARD18,8.69264863,0.61602994,0.19890687,3.0970772,0.00195439,0.15541258
TSPAN13,11.2969925,0.48859265,0.15780728,3.09613512,0.00196061,0.15541258
PKD1,20.9417606,-0.5540698,0.17901323,-3.0951331,0.00196725,0.15541258
TIMP4,8.21045445,0.56419203,0.18232521,3.09442693,0.00197194,0.15541258
SFTPD,8.51627746,0.56582385,0.18297945,3.09228088,0.00198625,0.15541258
NLRP2B,7.92747386,0.60444297,0.19560235,3.09016212,0.00200047,0.15541258
SARDH,30.5705217,-0.5881311,0.19038739,-3.0891285,0.00200745,0.15541258
PRIMPOL,12.4652801,-0.4835656,0.15655085,-3.0888723,0.00200918,0.15541258
LSAMP,8.6572831,0.48655138,0.15752853,3.08865571,0.00201064,0.15541258
HIF3A,11.0794974,0.55663383,0.18023238,3.08842299,0.00201222,0.15541258
LGALS3,15.8363695,-0.6910098,0.22402223,-3.084559,0.00203854,0.15669591
NAF1,11.3038115,0.48505352,0.15744169,3.08084554,0.00206414,0.15791137
MACROH2A1,10.265465,-0.5410403,0.17570654,-3.0792268,0.00207539,0.15802306
SPECC1,7.16388098,0.60774771,0.1975821,3.07592493,0.00209851,
CLIC2,10.5666958,0.54199063,0.17646285,3.07141489,0.00213047,0.1607156
IL10RA,9.67301688,0.50790514,0.16536665,3.07138789,0.00213066,0.1607156
LDLRAD2,7.33050898,0.62357101,0.2033254,3.06686239,0.00216318,0.16240986
RPGR,8.34070694,0.62001601,0.20258262,3.06055881,0.00220924,0.16510005
UQCR11,10.5413441,-0.5511097,0.18029946,-3.0566355,0.00223836,0.16514576
UMODL1,7.55607718,0.55716009,0.18231258,3.05607042,0.00224259,0.16514576
ZNF181,6.65881377,0.59895494,0.19600511,3.05581284,0.00224451,
PABIR3,6.82009113,0.55983797,0.18320451,3.05580894,0.00224454,
APOC1,8.90013904,-0.5295131,0.1733011,-3.0554517,0.00224722,0.16514576
MT2A,22.4591546,-0.5670366,0.18562811,-3.0546914,0.00225292,0.16514576
DDX39B,17.5231201,-0.4571366,0.14970336,-3.0536165,0.00226101,0.16514576
IL7R,6.43875748,0.55130877,0.18070326,3.05090667,0.00228151,
EIF4E1B,8.72803166,0.5033721,0.16509612,3.04896392,0.00229632,0.1669694
TBC1D2B,9.06160954,0.50193604,0.16520787,3.03820905,0.00237989,0.17226974
MYO3A,9.56256006,0.52123882,0.17171087,3.03556106,0.00240089,0.17301385
SRR,9.84791854,-0.4976341,0.16416766,-3.0312554,0.00243539,0.17346678
CLDN25,11.0471843,0.44609958,0.14716807,3.03122539,0.00243563,0.17346678
PPP1CC,16.0071039,-0.4729091,0.15609669,-3.0295908,0.00244885,0.17346678
IL1RAPL2,7.51359737,0.56885101,0.18777493,3.02943003,0.00245016,0.17346678
SYT9,6.46489637,0.58017693,0.1917058,3.02639219,0.00247491,
FGF7,5.20034024,0.66327196,0.21921861,3.02561894,0.00248125,
RBM8A,15.9951189,-0.4594308,0.15185422,-3.0254728,0.00248245,0.17463158
ST14,8.86805492,-0.536059,0.17722323,-3.0247672,0.00248825,0.17463158
EIF4G1,15.9681124,-0.5034142,0.16654488,-3.0226941,0.00250535,0.17507107
APOE,15.2790995,-0.6534708,0.21648903,-3.0184937,0.00254035,0.17675118
LY75,10.4988982,0.46083983,0.15282647,3.01544513,0.00256602,0.1771979
NSUN7,10.9996067,0.4773327,0.15831267,3.01512638,0.00256872,0.1771979
OR4N4,10.9694624,0.48324595,0.16044619,3.011888,0.00259628,0.17796689
ARSF,8.44058669,0.52051152,0.17298946,3.00892048,0.00262178,0.17796689
OR4D11,10.0170303,0.50419233,0.16761097,3.00811059,0.00262877,0.17796689
MS4A7,6.74996953,0.60967021,0.20278548,3.00647868,0.00264293,
SNRNP40,9.22260859,-0.5368124,0.1786308,-3.00515,0.0026545,0.17796689
DSC3,13.4042891,-0.4952242,0.16498481,-3.0016349,0.00268534,0.17796689
LRRC52,9.12690891,0.4891288,0.1629988,3.00081221,0.00269261,0.17796689
BIK,8.66135409,0.48122821,0.16041508,2.9998938,0.00270074,0.17796689
SPATA31E1,9.89610274,0.45740448,0.15265076,2.99641146,0.00273178,0.17796689
VSNL1,9.14857163,0.49567217,0.16542481,2.99635929,0.00273224,0.17796689
EXO1,11.2098027,0.46237432,0.15431387,2.99632375,0.00273256,0.17796689
TYK2,13.3677283,-0.4682443,0.15628368,-2.9961179,0.00273441,0.17796689
USH2A,7.38996874,0.5751089,0.19196103,2.99596697,0.00273576,0.17796689
AFF1,11.045331,0.46343676,0.15472314,2.99526466,0.00274207,0.17796689
QRFP,7.44536725,0.59029966,0.1971144,2.99470598,0.0027471,0.17796689
CRYGC,10.3112606,0.50601714,0.16897129,2.99469301,0.00274721,0.17796689
EIF4A1,14.8132611,-0.4205786,0.14051076,-2.9932126,0.00276057,0.17796689
C1orf105,7.82784464,0.55564936,0.1856825,2.99247031,0.0027673,0.17796689
DCLK3,8.31714808,0.60293983,0.20195077,2.9855783,0.00283043,0.18081484
LY6H,8.9851644,0.4736084,0.15865246,2.98519423,0.00283398,0.18081484
TMEM229B,7.90703068,0.51272655,0.17224036,2.97680836,0.00291266,0.18289615
ZNF727,15.8803172,-0.5085743,0.17085769,-2.9765958,0.00291468,0.18289615
SEC14L6,8.79468339,0.50310955,0.16908013,2.97556871,0.00292446,0.18289615
EEF2K,12.1809128,-0.532799,0.17921219,-2.9730066,0.00294898,0.18289615
TNNI2,10.7592504,-0.5489401,0.18469183,-2.9721949,0.00295679,0.18289615
SPIN4,8.55238345,0.54980297,0.18504734,2.97114773,0.00296689,0.18289615
OMD,10.0571972,0.71666696,0.24121398,2.97108388,0.00296751,0.18289615
SERPINI1,6.87571129,0.59234875,0.19940541,2.97057513,0.00297243,
CCDC13,79.6793491,-0.6968812,0.23468205,-2.9694694,0.00298314,0.18289615
ANKFY1,9.58141344,-0.5066172,0.17060961,-2.9694528,0.00298331,0.18289615
BCL6B,9.99533653,0.48719132,0.16415852,2.96781006,0.0029993,0.18289615
PKP3,11.5152503,-0.6270056,0.21128688,-2.9675556,0.00300178,0.18289615
AQP9,9.24441236,0.46979958,0.15843371,2.96527531,0.00302412,0.18289615
C5orf46,8.51531904,0.49082667,0.1655296,2.9651897,0.00302496,0.18289615
UQCC3,10.0146776,0.49547551,0.16717353,2.96383948,0.00303827,0.18289615
MAF,15.7768063,-0.494836,0.16698055,-2.9634352,0.00304226,0.18289615
P2RY12,8.54869992,0.51155433,0.17265523,2.96286607,0.00304789,0.18289615
FOXC2,8.04297319,0.48869898,0.16514536,2.95920507,0.00308434,0.1843977
FAM98A,9.11248435,0.46679758,0.15800936,2.95423996,0.0031344,0.18669932
SOCS4,7.12619831,0.52166702,0.17669357,2.95238261,0.00315332,
ARL13B,9.6333397,0.49031141,0.16621352,2.94988889,0.00317888,0.18865264
EPCAM,11.6102467,0.45224624,0.1534231,2.9477063,0.00320141,0.18886261
PLEKHH2,10.0041719,0.48621899,0.16497207,2.94728069,0.00320582,0.18886261
SNRNP70,13.0278267,-0.5273794,0.17923586,-2.9423764,0.00325704,0.19118219
ITPR2,10.9991405,-0.507867,0.17267305,-2.941206,0.00326937,0.1912108
CENPQ,5.29483665,0.66922358,0.22764467,2.93977267,0.00328453,
MPP1,8.02631568,0.53518466,0.18216614,2.93789321,0.00330451,0.19204708
EZR,16.1851742,-0.5206854,0.17741055,-2.9349178,0.00333636,0.19204708
FKBP8,11.4269106,-0.513845,0.17514454,-2.9338339,0.00334803,0.19204708
HSFX1,11.8563326,0.43070103,0.14683645,2.93320251,0.00335485,0.19204708
SH3GLB2,11.6676085,-0.5303146,0.18096246,-2.9305225,0.00338392,0.19204708
NMS,10.7268361,0.48520536,0.165594,2.93009028,0.00338864,0.19204708
PFN1,24.653536,-0.4923128,0.16803723,-2.929784,0.00339198,0.19204708
H3-3B,27.8264862,-0.4386275,0.14972653,-2.9295244,0.00339481,0.19204708
IL3,9.38179282,0.53907438,0.18413833,2.92755113,0.00341643,0.19204708
OR8H1,9.26177086,0.46278419,0.1581358,2.92649847,0.00342801,0.19204708
HSPB1,33.9595252,-0.56984,0.19485803,-2.9243858,0.00345137,0.19204708
MPP5,8.29900364,0.52301076,0.17885174,2.92426986,0.00345265,0.19204708
CLDN2,11.6028488,0.57231922,0.19580561,2.92289483,0.00346794,0.19204708
ZDHHC23,6.47186082,0.64307165,0.22001687,2.92282879,0.00346867,
IRS4,4.81236245,0.69187612,0.23688061,2.92077985,0.00349156,
TFCP2L1,13.2885736,0.40349007,0.13815215,2.92062104,0.00349334,0.19204708
PIM2,9.25464378,0.50937395,0.17441777,2.92042456,0.00349555,0.19204708
PRAP1,12.1668965,0.43847669,0.15015321,2.92019518,0.00349812,0.19204708
NGB,9.66410528,0.48399877,0.1658179,2.91885716,0.00351317,0.19204708
RXFP1,9.34953555,0.5034977,0.17258285,2.91742603,0.00352933,0.19204708
HLA-B,74.358814,-0.7689187,0.26357637,-2.917252,0.0035313,0.19204708
TM9SF2,11.0125234,-0.4823796,0.16537897,-2.9168134,0.00353627,0.19204708
