pathway,mean_NES,std_NES,mean_ES,mean_padj,min_padj,n_celltypes,mean_size,direction_consistency,label
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP,1.4922976666666665,0.11015598509273115,0.7053903111111111,0.0020677222222222225,3.75e-05,9,322.0,1.0,1
DAZARD_RESPONSE_TO_UV_NHEK_DN,1.6032443333333335,0.14045221096960345,0.7608470888888889,4.208867777777778e-06,6.81e-09,9,295.0,1.0,1
DAZARD_RESPONSE_TO_UV_NHEK_UP,-1.9925345,0.06005672089188454,-0.8242537875,1.103066875e-07,1.05e-11,8,200.0,1.0,1
DAZARD_UV_RESPONSE_CLUSTER_G1,-1.7833138888888886,0.03844571182669287,-0.8767867222222222,0.005278666666666667,2.5e-05,9,59.0,1.0,1
DAZARD_UV_RESPONSE_CLUSTER_G6,1.5380226666666665,0.12103809677225599,0.7784617666666667,0.001274088888888889,8.1e-06,9,142.0,1.0,1
DIRMEIER_LMP1_RESPONSE_EARLY,-1.73190825,0.05119717977096008,-0.8578782625,0.008117125,0.000373,8,61.0,1.0,1
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,1.4090897142857144,0.051762873744007815,0.6307866142857143,0.01984714285714286,0.00201,7,494.0,1.0,1
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN,1.5149375,0.15508046479274343,0.7654055,0.024894,0.000476,4,91.0,1.0,0
ENK_UV_RESPONSE_KERATINOCYTE_UP,-2.199867625,0.06400689071596122,-0.831615175,7.8943967697375e-22,4.59e-30,8,505.0,1.0,1
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL,1.3980792000000002,0.0740751233559554,0.6986899799999999,0.013766,0.00299,5,309.0,1.0,1
FERNANDEZ_BOUND_BY_MYC,-1.6160024999999998,0.09242545053988102,-0.6843141833333334,0.02086033333333333,0.000192,6,174.0,1.0,1
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP,1.4630377142857145,0.051454852514005806,0.6661052714285713,0.0071787142857142865,0.000781,7,357.0,1.0,0
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP,-1.8258805555555557,0.06307001575255683,-0.9180696333333334,0.00030287777777777774,1.1e-05,9,52.0,1.0,1
FOSTER_TOLERANT_MACROPHAGE_DN,1.4671186666666667,0.0934293790482059,0.6239707333333334,0.009833333333333333,0.00129,3,405.0,1.0,1
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,1.39117975,0.04276264409797412,0.6350389,0.02475,0.0119,4,444.0,1.0,1
GABRIELY_MIR21_TARGETS,1.583693,0.14741142284860423,0.7531483222222222,7.22226481111111e-05,8.33e-10,9,287.0,1.0,1
GENTILE_UV_LOW_DOSE_DN,1.492683,0.11362228054894362,0.8227782375,0.01619125,0.00184,8,62.0,1.0,1
GEORGES_TARGETS_OF_MIR192_AND_MIR215,1.3613419999999998,0.06887006201173335,0.6153060555555556,0.006964111111111111,0.000427,9,871.0,1.0,1
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN,1.3686835555555554,0.06794601253037427,0.6157354333333334,0.0014693333333333336,0.000158,9,1048.0,1.0,1
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,-2.1290097142857145,0.08044802910308901,-0.7831453714285714,1.151102574308857e-23,1.6200000000000002e-33,7,757.0,1.0,0
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,-1.7262175714285715,0.06060519790099732,-0.9217878714285714,0.015947914285714286,4.54e-05,7,35.0,1.0,0
GOBP_APPENDAGE_DEVELOPMENT,1.4895062,0.049949675981932076,0.74726108,0.014062,0.00146,5,147.0,1.0,0
GOBP_APPENDAGE_MORPHOGENESIS,1.46329575,0.08615484141697058,0.75278935,0.0329,0.0207,4,118.0,1.0,0
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,-1.900700375,0.06805416040801096,-0.869540925,0.0002298475,1.51e-06,8,95.0,1.0,0
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,-2.000607666666667,0.06733821168301601,-0.7323180166666666,9.3518334395e-22,6.37e-29,6,963.0,1.0,0
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS,1.405308,0.0,0.5122129,0.00944,0.00944,1,730.0,1.0,0
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS,1.276146,0.0,0.6359594,0.037,0.037,1,988.0,1.0,0
GOBP_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,-1.5122133333333334,0.1534421048495708,-0.5522032666666666,0.00025000472166666665,1.03e-09,6,971.0,1.0,0
GOBP_CELL_MORPHOGENESIS,1.3024285,0.06937244994232224,0.560838025,0.03135,0.0124,4,959.0,1.0,0
GOBP_CELL_PROJECTION_ORGANIZATION,1.2663698,0.05194429450093636,0.54840146,0.026070000000000003,0.00935,5,1500.0,1.0,0
GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC,1.449391,0.0,0.7988779,0.012,0.012,1,97.0,1.0,0
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT,1.315907,0.0,0.4700997,0.0458,0.0458,1,974.0,1.0,0
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-2.212025111111111,0.11709232533715053,-0.9815518111111111,4.267515344444445e-22,7.21e-27,9,103.0,1.0,0
GOBP_CYTOPLASMIC_TRANSLATION,-2.0514864444444445,0.0656031649714995,-0.9196860666666667,1.7270299999999998e-08,1.67e-11,9,99.0,1.0,0
GOBP_DEVELOPMENTAL_GROWTH,1.4178256666666667,0.07367423283844457,0.6174707333333332,0.02111,0.00263,3,549.0,1.0,0
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,1.407525,0.0,0.7684652,0.0293,0.0293,1,105.0,1.0,0
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,-2.218813,0.09619277063792267,-0.9697394777777778,2.843320577777778e-19,2.6699999999999998e-24,9,117.0,1.0,0
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,-2.26254425,0.060579292526996585,-0.8787584125,2.738115647425e-19,8.27e-27,8,340.0,1.0,0
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,-2.1394284285714287,0.06540874148984756,-0.8023561571428571,9.183299904285715e-20,1.33e-26,7,560.0,1.0,0
GOBP_GLOMERULUS_MORPHOGENESIS,1.429383,0.015941015275069532,0.9944033,0.013654999999999999,0.00761,2,7.0,1.0,0
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,1.4595384,0.02367689892701318,0.6912879399999999,0.016110000000000003,0.00145,5,256.0,1.0,0
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,1.4019353333333333,0.016682904253556417,0.6696943333333333,0.022996666666666665,0.00879,3,405.0,1.0,0
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,1.4238656666666667,0.026524246649685022,0.6490790666666667,0.03763333333333333,0.0253,3,333.0,1.0,0
GOBP_HEART_DEVELOPMENT,1.461471857142857,0.07396226624756841,0.6494823714285715,0.010641571428571429,0.000121,7,492.0,1.0,0
GOBP_HEART_GROWTH,1.424849,0.0,0.7805359,0.0318,0.0318,1,79.0,1.0,0
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,1.5269486666666667,0.12373155891822145,0.7226237666666666,0.03766666666666667,0.0284,3,117.0,1.0,0
GOBP_LIPID_METABOLIC_PROCESS,1.293187,0.030414380030943662,0.604014175,0.02485,0.0205,4,1331.0,1.0,0
GOBP_MATURATION_OF_SSU_RRNA,-1.6818434,0.06476559622052444,-0.85701362,0.034460000000000005,0.0258,5,50.0,1.0,0
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,-1.75238,0.0043444640636100965,-0.89922275,0.012245,0.00619,2,37.0,1.0,0
GOBP_MELANOCYTE_DIFFERENTIATION,1.499596,0.0,0.9431378,0.00986,0.00986,1,23.0,1.0,0
GOBP_MRNA_METABOLIC_PROCESS,-2.0535131428571427,0.05976121096895697,-0.7501715142857143,5.6208214474285715e-21,1.3199999999999999e-28,7,827.0,1.0,0
GOBP_MUSCLE_CELL_DEVELOPMENT,1.5067758,0.08243258832039674,0.735211,0.02087,0.00438,5,145.0,1.0,0
GOBP_MUSCLE_TISSUE_DEVELOPMENT,1.393315,0.0,0.688744,0.0304,0.0304,1,325.0,1.0,0
GOBP_MYOTUBE_DIFFERENTIATION,1.448896,0.0,0.7989631,0.00532,0.00532,1,99.0,1.0,0
GOBP_NCRNA_METABOLIC_PROCESS,-1.6142315,0.11255819688118172,-0.6121440125000001,0.002184475,4.2e-06,8,453.0,1.0,0
GOBP_NCRNA_PROCESSING,-1.684687125,0.0811163996549535,-0.6479500625,0.0006990412499999999,2.13e-06,8,378.0,1.0,0
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,-2.005319,0.07848956725578249,-0.727248625,2.0714755013475003e-20,5.390000000000001e-29,4,1079.0,1.0,0
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,-1.503386,0.0,-0.988812,0.0233,0.0233,1,9.0,1.0,0
GOBP_NEPHRON_DEVELOPMENT,1.617755,0.00040163665171388964,0.7105607,0.01815,0.0166,2,124.0,1.0,0
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,1.617296,0.0,0.7529469,0.0351,0.0351,1,93.0,1.0,0
GOBP_NEUROGENESIS,1.263588,0.11740235309396484,0.55113295,0.0097,0.0039,2,1506.0,1.0,0
GOBP_NEURON_DEVELOPMENT,1.345501,0.0,0.4778219,0.0164,0.0164,1,1055.0,1.0,0
GOBP_NEURON_DIFFERENTIATION,1.355441,0.0,0.4771332,0.0049,0.0049,1,1268.0,1.0,0
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,-2.211061222222222,0.049080009723353225,-0.9063683333333334,3.314700079444444e-17,7.15e-24,9,206.0,1.0,0
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,-2.218783222222222,0.10024851440018678,-0.9662198777777777,6.302556201111112e-20,5.810000000000001e-26,9,120.0,1.0,0
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,-2.1702684285714287,0.05934413570538397,-0.8052019571428571,1.7742641466571432e-22,2.6599999999999998e-30,7,620.0,1.0,0
GOBP_ORGAN_GROWTH,1.427336,0.0399656752726636,0.7459783,0.0259,0.0217,2,139.0,1.0,0
GOBP_OXIDATIVE_PHOSPHORYLATION,-1.963812125,0.09403926928900878,-0.845025025,5.0771003625000005e-05,7.29e-10,8,140.0,1.0,0
GOBP_PARAXIAL_MESODERM_FORMATION,1.4114550000000001,0.004860652013876282,0.9925446,0.009295000000000001,0.00719,2,7.0,1.0,0
GOBP_PATTERN_SPECIFICATION_PROCESS,1.4544808,0.10176561129723534,0.6688329,0.0178046,0.000423,5,366.0,1.0,0
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS,-2.1998167142857143,0.06931261581346318,-0.8158198428571428,3.7945860026285713e-25,1.84e-33,7,623.0,1.0,0
GOBP_PEPTIDE_METABOLIC_PROCESS,-2.1371127142857143,0.07831498073956274,-0.7828924428571428,8.665057542949286e-24,6.45e-34,7,768.0,1.0,0
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,1.2850535,0.06791214963711076,0.612490225,0.0259,0.0168,4,1202.0,1.0,0
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,1.43866875,0.010564587588574741,0.706637875,0.016875,0.0151,4,263.0,1.0,0
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,1.4990468333333336,0.12921462684451276,0.6779965166666666,0.011081466666666666,4.48e-05,6,384.0,1.0,0
GOBP_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,1.536558,0.0,0.9560052,0.0332,0.0332,1,13.0,1.0,0
GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,-1.516106,0.14137121581283796,-0.56592445,0.006758408333333334,2.05e-06,6,598.0,1.0,0
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,-2.2363566666666665,0.08378447007650049,-0.9502692111111111,7.823291735555556e-17,1.34e-23,9,144.0,1.0,0
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE,-2.1219924285714287,0.07359844349091699,-0.7928874714285714,3.206374185857143e-21,3.0099999999999997e-28,7,644.0,1.0,0
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE,-1.9339586666666666,0.07643069482784166,-0.7061090166666667,7.5790224e-18,4.399999999999999e-24,6,977.0,1.0,0
GOBP_PROTEIN_TARGETING,-2.2108745,0.06868633505394534,-0.843267425,1.2312748638759586e-17,7.67e-29,8,426.0,1.0,0
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,-2.2700577777777777,0.05390278689636039,-0.9323280111111111,1.4112563738e-18,4.09e-26,9,199.0,1.0,0
GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,1.432421,0.0,0.829669,0.0499,0.0499,1,60.0,1.0,0
GOBP_REGIONALIZATION,1.4943155,0.11576681510908057,0.65597835,0.025525,0.00605,2,275.0,1.0,0
GOBP_REGULATION_OF_GTPASE_ACTIVITY,1.4484794444444444,0.12240430705975093,0.6682583222222223,0.013302555555555555,8.17e-05,9,457.0,1.0,0
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,1.17849,0.0,0.6330731,0.0447,0.0447,1,1188.0,1.0,0
GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,1.511821,0.0,0.9704913,0.0278,0.0278,1,10.0,1.0,0
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,1.4369515000000002,0.005817367488821636,0.7780898,0.01963,0.00706,2,126.0,1.0,0
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,1.5116764,0.11015834529576043,0.7425685200000001,0.0050144000000000005,0.000792,5,174.0,1.0,0
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,1.4580796666666667,0.050673352329733745,0.6646422666666667,0.014416666666666666,0.00255,3,312.0,1.0,0
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,1.5247060000000001,0.13335776751655687,0.8311788999999999,0.016733333333333333,0.0126,3,63.0,1.0,0
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,-1.801968,0.09681542636820414,-0.802873525,0.0056973499999999995,1.38e-05,8,112.0,1.0,0
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,-1.9145786249999999,0.06477195048991381,-0.729720275,2.0948063750000003e-08,2.21e-12,8,434.0,1.0,0
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,-1.799814777777778,0.12447847910962136,-0.7411147888888888,0.0014030633333333336,1.57e-06,9,198.0,1.0,0
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,-1.7042533333333332,0.03700888544660591,-0.9451895555555555,0.01615,0.0033,9,26.0,1.0,0
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,-1.8731914444444446,0.059516383473609845,-0.8910630777777777,0.00020382222222222222,3.45e-05,9,70.0,1.0,0
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,-1.6745737142857142,0.04978815900296735,-0.9635635285714287,0.02425142857142857,0.00886,7,19.0,1.0,0
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,-1.891092,0.04758337034353497,-0.8958375888888889,9.187444444444444e-05,5.47e-06,9,73.0,1.0,0
GOBP_RIBOSOME_ASSEMBLY,-1.856399888888889,0.06874151134948302,-0.9142732444444444,9.202222222222221e-05,1.81e-05,9,59.0,1.0,0
GOBP_RIBOSOME_BIOGENESIS,-1.97936775,0.0364855588056034,-0.781878675,2.4322825000000003e-08,2.96e-11,8,297.0,1.0,0
GOBP_RNA_CATABOLIC_PROCESS,-2.21959075,0.05527722141494763,-0.8471510625,3.325658128075e-20,2.46e-28,8,407.0,1.0,0
GOBP_RRNA_METABOLIC_PROCESS,-1.8813405555555558,0.08727175151231795,-0.7617411111111111,1.1518755555555555e-05,1.88e-08,9,232.0,1.0,0
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,1.4885755,0.0814438519502853,0.68947515,0.04125,0.0381,2,189.0,1.0,0
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,1.4363094,0.05257258024198547,0.62498618,0.014509999999999999,0.00146,5,491.0,1.0,0
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT,1.4271045,0.06006082445044079,0.797425575,0.02238,0.00344,4,93.0,1.0,0
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,1.44965675,0.0366233798947703,0.668298675,0.035725,0.011,4,236.0,1.0,0
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,1.5073914,0.11173112172219525,0.8356443800000001,0.021172000000000003,0.0032,5,58.0,1.0,0
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,1.5485785,0.14500568051114407,0.7971255500000001,0.0238,0.0176,2,84.0,1.0,0
GOBP_TRANSLATIONAL_ELONGATION,-1.67877675,0.0942651232265501,-0.742841125,0.0212615,0.000246,4,132.0,1.0,0
GOBP_TRANSLATIONAL_INITIATION,-2.266366111111111,0.05626062742150243,-0.9368791444444445,4.544833333333333e-22,8.899999999999999e-25,9,189.0,1.0,0
GOBP_VASOCONSTRICTION,1.662411,0.0,0.8060658,0.011,0.011,1,68.0,1.0,0
GOBP_VIRAL_GENE_EXPRESSION,-2.2524632222222225,0.0550834498801088,-0.9254098333333334,5.481398e-20,7.52e-24,9,198.0,1.0,0
GOCC_ANCHORING_JUNCTION,-1.7379327142857142,0.08245648112734846,-0.6346958142857143,1.1614230000000001e-08,3.61e-12,7,807.0,1.0,0
GOCC_BLOOD_MICROPARTICLE,-1.848453,0.1282237845604318,-0.8286156,0.0011887093333333334,1.28e-07,3,124.0,1.0,0
GOCC_CELL_SUBSTRATE_JUNCTION,-1.89672275,0.11069047979936794,-0.7217946749999999,1.0980389627500002e-05,6.12e-12,8,420.0,1.0,0
GOCC_CHROMATIN,1.3295305000000002,0.0372015948650055,0.61163675,0.031,0.0227,2,979.0,1.0,0
GOCC_CHROMOSOME,1.2991128333333333,0.050915716679299165,0.6110278666666666,0.006431,0.000176,6,1527.0,1.0,0
GOCC_CYTOCHROME_COMPLEX,-1.7070771666666669,0.04904720216043597,-0.92928695,0.013113333333333333,0.00298,6,31.0,1.0,0
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,-1.9885195555555555,0.10357835534284068,-0.9913840777777777,6.522388888888889e-16,1.35e-18,9,54.0,1.0,0
GOCC_CYTOSOLIC_RIBOSOME,-2.216349222222222,0.10818247371198564,-0.9836561666666667,1.3672656324666669e-21,3.12e-29,9,103.0,1.0,0
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,-1.8927474444444445,0.07699375498232161,-0.9743548666666667,5.3776018444444444e-06,9.86e-11,9,45.0,1.0,0
GOCC_GOLGI_APPARATUS,1.196543,0.0,0.6428845,0.00231,0.00231,1,1539.0,1.0,0
GOCC_IMMUNOGLOBULIN_COMPLEX,-1.8414662499999999,0.16629029300267853,-0.8158871,0.0074385012925,5.17e-09,4,123.0,1.0,0
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING,-1.7493504000000002,0.0991714242803843,-0.8562128,0.016816003660000002,1.83e-08,5,64.0,1.0,0
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,-1.7863691428571429,0.10198251959270366,-0.7675528714285714,0.005834311428571429,4.18e-06,7,138.0,1.0,0
GOCC_LARGE_RIBOSOMAL_SUBUNIT,-2.173157111111111,0.10573839346169898,-0.9549124999999999,3.116040466666667e-13,2.37e-18,9,112.0,1.0,0
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX,-1.6955570000000002,0.13692904847766962,-0.6808910857142857,0.005358177857142857,3.65e-07,7,260.0,1.0,0
GOCC_NEURON_TO_NEURON_SYNAPSE,-1.5571854,0.0424292442874015,-0.609324,0.010864,0.00189,5,336.0,1.0,0
GOCC_NUCLEOLUS,-1.4319369999999998,0.15577603653835856,-0.5234557666666667,0.004852181499999999,5.89e-07,6,915.0,1.0,0
GOCC_POLYSOMAL_RIBOSOME,-1.7878453333333333,0.06681512470803294,-0.9696536111111111,0.00015858288888888887,6.46e-07,9,31.0,1.0,0
GOCC_POLYSOME,-1.888975,0.057568033810006025,-0.9117994,4.9174111111111116e-05,3.97e-07,9,66.0,1.0,0
GOCC_RESPIRASOME,-1.903697375,0.07166435319686482,-0.8678900875,0.0002432205,5.04e-07,8,97.0,1.0,0
GOCC_RESPIRATORY_CHAIN_COMPLEX,-1.920762375,0.0696203095838678,-0.9003993875,4.0112500000000006e-05,1.06e-06,8,82.0,1.0,0
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV,-1.681100125,0.041606239145581134,-0.9705863,0.0122625,0.0025,8,19.0,1.0,0
GOCC_RIBONUCLEOPROTEIN_COMPLEX,-2.1665275714285714,0.052790941353156366,-0.8066319142857142,2.8116331899999997e-25,2.3300000000000002e-31,7,668.0,1.0,0
GOCC_RIBOSOMAL_SUBUNIT,-2.3025450000000003,0.07157023548235668,-0.9527513222222223,2.773764235555556e-23,3.12e-29,9,183.0,1.0,0
GOCC_RIBOSOME,-2.2997865555555554,0.06634076542577558,-0.9339563888888889,4.50407109888889e-22,3.43e-28,9,219.0,1.0,0
GOCC_SMALL_RIBOSOMAL_SUBUNIT,-1.9996306666666668,0.05908513604748659,-0.9468431,1.6695158888888888e-07,1.83e-11,9,73.0,1.0,0
