SuperPathway,SubPathway,metabolite_name,annotation_confidence,Formula,Mass,RT,CAS ID,Mode,KEGG,HMDB,C001_June_Pre,C002_June_Pre,C003_June_Pre,C004_June_Pre,C001_Aug_Pre,C002_Aug_Pre,C003_Aug_Pre,C004_Aug_Pre,C001_Sept_Pre,C002_Sept_Pre,C003_Sept_Pre,C004_Sept_Pre,C001_Sept_Post,C002_Sept_Post,C003_Sept_Post,C004_Sept_Post,C001_Nov_Post,C002_Nov_Post,C003_Nov_Post,C004_Nov_Post,C001_Dec_Post,C002_Dec_Post,C003_Dec_Post,C004_Dec_Post
Amino acids,Arginine and Proline metabolism,N-Acetydglutamic Acid,1,C7H11NO5,189.0652,8.83,1188-37-0,ANPNEG,C00624,HMDB01138,5.189845015757506,5.201097658359211,5.14030781918784,5.317432732772678,5.108947061851729,5.359676338306999,5.207280433405432,5.195520516621967,5.328354319831529,5.344444346598315,5.444319657945083,5.3583009857266735,5.140318822895267,5.305913223706095,5.354423476603524,5.247417897789043,5.11725074077402,5.257092722141635,5.396063281728608,5.164944402061191,5.1268765717543126,5.223223805139861,5.25092792731172,5.1639156641645485
Amino acids,Arginine and Proline metabolism,Dimethylarginine,1,C8H18N4O2,202.1396,26.67,30344-00-4,ANPPOS,,HMDB03334,5.429711108871446,5.342662858208573,5.3536023642800386,5.365446050985461,5.336506362964699,5.38437886523508,5.323100431674957,5.425014353723938,5.479001437910749,5.397274507323389,5.383768524256162,5.453695584177135,5.336274769073842,5.304054722160605,5.2615314533786295,5.410598419035881,5.386034816194929,5.330968463550418,5.380918023419773,5.354575342893282,5.35779672701338,5.34093148060581,5.340054860187447,5.450842392692579
Amino acids,Arginine and Proline metabolism,Argininosuccinic Acid,1,C10H18N4O6,290.1234,10.14,2387-71-5,ANPPOS,C03406,HMDB00052,5.2708250511718875,5.140546694155593,5.264779348478955,5.047192285156236,5.021010581144317,5.094308281357368,5.068088969861856,5.127627581568082,5.068996900581198,5.0150905435527315,5.08209102114222,4.944323878879393,5.069673645783497,5.253526756379785,5.128634447873565,5.209720585553345,5.032076561608585,5.13620354419084,5.122185394646923,5.048255692965879,4.9983898687735655,5.178435899401384,5.096331842945271,5.040392657376545
Amino acids,Arginine and Proline metabolism,Phosphocreatine,1,C4H10N3O5P,211.0359,12.03,67-07-2,ANPPOS,C02305,HMDB01511,3.930320249334498,3.982067700293683,4.259880924799951,4.035178695465997,4.284558183392332,3.960056739928349,4.039770530641151,4.256496694919654,4.038580823339457,3.783820498220823,3.8801805469292217,4.093204133203538,4.091093732733029,4.080306780478037,,3.8188046111692984,4.256804788529133,3.9810542740931876,3.844524641103727,4.177065012934689,4.233209903347892,4.261237643284523,3.7564791710467875,4.137030802525494
Amino acids,Arginine and Proline metabolism,Guanidinosuccinic Acid,1,C5H9N3O4,175.0596,9.6,6133-30-8,ANPPOS,C03139,HMDB03157,4.844394658168374,4.674767018098584,4.76838744026884,4.831917614395463,4.777749124728278,4.772491209881622,4.739905096937891,4.768819919373276,4.827822525199803,4.6973479290770594,4.873654362851211,4.763071800937907,4.731212320965081,4.668041419983468,4.770820137674099,4.842148243525357,4.784751767606523,4.684066253168392,4.7438153096011835,4.740732156377,4.78352748030801,4.682938451044409,4.661548338328921,4.771141420309668
Amino acids,Oxidation derivative of hydroxyproline,Pyrrole-2-Carboxylic Acid,1,C5H5NO2,111.0383,3.04,634-97-9,ANPPOS,C05942,HMDB04230,4.651912028078011,,5.1647120412748535,4.541396252609644,4.915783143286993,,5.056136155942568,4.450394156932077,4.8370675407147905,,5.152132949263676,4.672518273206111,4.788419467871779,,,,4.007947388130738,3.1722613153393553,4.794314852017903,3.199376375308857,4.580194153646604,,5.413006726066821,
Amino acids,Arginine and Proline metabolism,Proline Betaine,1,C7H13NO2,143.0944,11.53,471-87-4,ANPPOS,C10172,HMDB04827,6.373629651807763,7.014427495689617,6.362954965274149,5.97507186134454,6.47993805436242,6.3816483665416435,6.502600120462434,6.916418571849492,6.714363546206299,6.302399985975217,5.965060567678984,6.301338018340764,6.282133625109287,5.734196196843191,5.506181558756666,5.804261658463368,5.955268499529372,6.292474493135173,6.1920260598057615,5.67853340154539,6.218847066679889,6.602242465244336,6.4311398034890495,6.473327967283698
Amino acids,Cysteine and Methionine metabolism,Sulfite,1,H2O3S,81.9724,0.89,14265-45-3,ANPNEG,C00094,HMDB00240,4.0638866661111495,4.301912020071362,4.576137863800603,4.567505473449627,4.25179536525527,3.9129949653686666,4.243283913838796,4.239243154864619,4.391755959541131,3.7563735507422282,4.322509554597189,4.090748870457032,4.277319664540694,3.7502355444538287,4.259774677838174,4.541346434658418,4.126889218128372,4.122989707595773,4.309700202408301,4.2939772043093924,4.473347973589737,3.9138665471147407,4.477407360521726,4.118238594866125
Amino acids,Cysteine and Methionine metabolism,Thiosulfate,1,H2O3S2,113.9449,4.65,,ANPNEG,C00320,HMDB00257,6.706504763693177,6.7609992745828436,6.917519478170971,6.8482959218191475,6.695651771035011,6.449332272697442,6.69330607722444,6.633548641157711,7.172542073182928,7.175660138156273,7.196141213388829,7.2383591592680245,6.549892409535446,6.430770949902447,6.894962148853925,6.658730774874929,6.528141216696384,6.361267806779371,6.797470025847462,6.629256447615549,6.502013523923516,6.244186293028432,6.510147126849237,6.404373017611807
Amino acids,Cysteine and Methionine metabolism,Homocysteine Thiolactone,1,C4H7NOS,117.0345,9.2,31828-68-9,ANPPOS,,HMDB02287,4.88215400585903,4.628382798790817,4.746342392015431,,4.662160927640603,4.7438623878103785,,,,,4.779062890360316,4.65613261824713,4.839944019658513,,4.524890118799854,,,4.550561225336344,,,,4.729752229246804,4.634026317040372,
Amino acids,Cysteine and Methionine metabolism,Methionine,1,C5H11NO2S,149.0513,7.92,63-68-3,ANPPOS,C00073,HMDB00696,6.656253580694566,6.576874387267553,6.612205436339716,6.586556250380939,6.5299123795163005,6.666053017930241,6.5734380218046535,6.552889686313892,6.6201432410819905,6.589747032190833,6.674997926547105,6.387529347725761,6.585121057388057,6.745212556683439,6.647241605775064,6.623012018084183,6.6116216775791665,6.599834729570285,6.484809729130346,6.55533947154083,6.560928347259366,6.57487240488421,6.46992049396757,6.614983960854567
Amino acids,Cysteine and Methionine metabolism,N-Formylmethionine,1,C6H11NO3S,177.0466,2.19,4289-98-9,ANPNEG,C03145,HMDB01015,5.442656429836834,5.155185982542152,5.178437339252861,5.367061134489106,5.249101456094209,5.248566151910793,5.3876590410564456,5.226906251817051,5.288616498569682,5.149144259709283,5.370126178712743,5.143215029458679,5.258182639693113,5.19153149401579,5.342302838492963,5.25548790999331,5.2377535461895075,5.252588006235499,5.393382316144362,5.160644674288596,5.298430798049229,5.212160959753383,5.322059610456806,5.1926697430062765
Amino acids,Cysteine and Methionine metabolism,Cysteine-S-Sulfonic Acid,1,C3H7NO5S2,200.9778,2.09,1637-71-4,ANPNEG,C05824,HMDB00731,6.832787219050754,6.720253679818159,6.699409808737778,6.765240157486603,6.702743994253416,6.547004842383962,6.818332210145243,6.655626933432207,6.827937490882191,6.835731653173304,6.973961960134309,7.0117828449573905,6.793856990022942,6.686032394757956,6.974573263316686,6.836482547313618,6.650081670147628,6.51365620245041,6.997089223582841,6.752260393294138,6.552678434685667,6.427581526548572,6.5739377974974555,6.518709328435615
Amino acids,Cysteine and Methionine metabolism,O-Succinylhomoserine,1,C8H13NO6,219.0784,9.2,1492-23-5,ANPPOS,C01118,,4.439109962099799,4.531254430973813,4.552448580320079,,4.261402534475341,4.236921255880994,,4.430539431304528,,4.135775186194793,4.455875276521442,4.524605493749476,4.359442922755989,,4.263641038687255,,,4.345616397092723,,,,4.80292717169523,4.805018652814645,
Amino acids,Cysteine and Methionine metabolism,Methionine  Lactamide,1,C8H15NO4S,221.0689,2.09,,ANPNEG,,,4.064805285912282,4.493939063668354,3.8319812438151724,3.370036343874979,3.838986784316616,3.7977266666379026,4.1038673216322685,3.413326256913386,4.525558396765817,3.9609351244095317,4.636099264661466,4.4031074749796195,3.368109224915559,,3.34481182346173,3.350577104348239,3.0556875031977957,3.832632094361016,3.9566921024491397,,4.190618517985703,4.647679636661057,4.369943711182549,4.081163251825793
Amino acids,Cysteine and Methionine metabolism,Cystine,1,C6H12N2O4S2,240.024,11.67,56-89-3,ANPPOS,C00491,HMDB00192,5.4828687263406755,5.4876110323339855,5.606150611749603,5.552835697400184,5.595217368172551,5.537016987082715,5.3625360042788754,5.601215118731242,5.5002475928416805,5.316128299214835,5.3519573987238775,5.471375480732484,5.563733282664567,5.4941593266889335,5.475881748309415,5.62243909294477,5.656805918136226,5.508672574991236,5.436264606779248,5.576133599475531,5.6437548994855575,5.489214200571808,5.3830079407959035,5.682983331035581
Amino acids,Cysteine and Methionine metabolism,2-Hydroxybutyric acid,1,C4H8O3,104.0478,2.31,600-15-7,ANPNEG,C05984,HMDB00008,6.766416788465669,6.627432224828938,6.910193364526214,6.402314698504411,6.472222684988745,6.633815550428938,6.763727254112164,6.772353177260485,6.644507125773824,6.321367449477916,6.775359919260573,6.717095472678131,6.815115849075861,6.746433739008741,6.973432815275323,6.582792070353052,6.732634244116358,6.398137133622843,7.13665288168378,6.541912698988103,6.201257526742247,6.676468541058392,6.865861876681107,6.709458821040432
Amino acids,Cysteine and Methionine metabolism,5'-Methylthioadenosine (MTA),1,C11H15N5O3S,297.0932,2.39,2457-80-9,ANPPOS,C00170,HMDB01173,4.350726835385511,3.7997664317105095,4.015103546714335,4.581428738561332,4.169853932770149,3.8194142200471997,4.467118934465883,4.22730785933921,3.874877257273918,3.5462512676534117,3.919566686509195,3.8953492733849373,4.40479028500013,4.26461313711056,4.326592264795882,4.384651027012116,4.332314617833369,4.267766187435107,4.219478952058488,4.312330560020901,4.515754131417752,4.404787891005021,4.63061640130564,4.195444372819667
Amino acids,Cysteine and Methionine metabolism,S-Adenosylhomocysteine (SAH),1,C14H20N6O5S,384.1113,8.63,979-92-0,ANPNEG,C00021,HMDB00939,4.222592926703212,3.9220970666990334,3.980809001871004,3.9816759322652127,3.9637319319371462,4.0040004793352475,4.018346762394268,3.906407561850749,4.021896416292711,3.9739411627224834,4.2136197444582155,4.04336227802113,3.8107412050327967,4.0632838082672045,3.998984606009614,3.83426743363722,4.001573201823534,4.118599992385373,4.067235685478167,4.023371822754936,4.017650100419612,4.267418149941892,4.141178450594563,4.084837133711255
Amino acids,Cysteine and Methionine metabolism,2-Aminobutyric Acid,1,C4H9NO2,103.0638,8.45,1492-24-6,ANPNEG,C02356,HMDB00452,4.587110280759457,4.618100836743095,4.685481979698041,4.416638177783088,4.576745275051459,4.705467194865545,4.5305681157047895,4.588097730054996,4.635563963248058,4.637232879463741,4.520134384738607,4.647641024769653,4.462630657507406,4.649015057411166,4.390525512020581,4.693709365795164,4.7152962045334466,4.580376346754803,4.556636176114703,4.677091972056115,4.58026619527081,4.682902850162524,4.406790125868105,4.672788483567494
Amino acids,"Glycine, serine, and threonine metabolism",Methylglyoxal,1,C3H4O2,72.0211,2.61,78-98-8,ANPNEG,C00546,HMDB01167,5.128751021089444,5.176243235530015,5.198484434327111,5.138962324589596,5.072937017337162,5.081840020861685,5.2085010140828345,5.177299809878768,5.25244620498823,5.256744918591672,5.272206539225605,5.338009019527641,5.108290966462422,5.061748316817374,5.184686889152211,5.138676819857757,5.056658681375316,5.096345062884386,5.191533729345996,5.159609297305801,4.951318426907442,4.947371857476946,5.072654584725216,5.133353335571156
Amino acids,"Glycine, serine, and threonine metabolism",Glycinamide,1,C2H6N2O,74.055,9.06,,ANPPOS,C00037,HMDB00123,4.411461614200791,4.205889650877706,4.193179160131071,4.316212601609902,4.363895776612701,4.3716287562323295,4.242699663533001,4.1949359439570735,4.317090721571442,4.286101074179968,4.530029534171146,4.206692600010159,4.236256289907564,4.229942033946352,4.248016693638669,4.277875209817999,4.3119283911784345,4.32912155170165,4.250655628529312,4.257039379903428,4.185841213620183,4.218111506718187,4.0507949026332115,4.315929221906858
Amino acids,"Glycine, serine, and threonine metabolism",Glycine,1,C2H5NO2,75.0313,9.94,56-40-6,ANPPOS,C00037,HMDB00123,4.705827804562832,4.93109431477165,4.765703714055408,4.661182264657227,4.713550264979047,5.059410422367177,4.475443378168443,4.783481508584125,4.680140263681447,4.901226072508064,4.550368405732821,4.623583775116146,4.7429522715228645,4.963954385101453,4.720016665949382,4.889387600261446,4.786616287284678,4.925372692498934,4.605485084768251,4.812461856656638,4.68757711440131,4.916595216043104,4.458538289766657,4.724948913967465
Amino acids,"Glycine, serine, and threonine metabolism",2-Ketobutyric Acid,1,C4H6O3,102.0319,2.09,600-18-0,ANPNEG,C00109,HMDB00005,5.50021437520787,5.223016992548627,5.621335320797727,5.508081727012525,5.56544697348182,5.446371246074313,5.366746176166567,5.492219488361242,4.978105113947236,5.079720883448348,4.811416942173567,4.840265724821581,5.47646758413529,5.402205651587065,5.067057830737049,5.213872485131892,5.507539746740423,5.375289319447933,5.234393760291088,5.210409757572897,5.473850311564685,5.559583116699919,5.463096649750873,5.2995715773714815
Amino acids,"Glycine, serine, and threonine metabolism",Choline,1,C5H13NO,103.0993,26.62,62-49-7,ANPPOS,C00114,HMDB00097,6.719651833802227,6.720681135824332,6.723754649402442,6.635759114793188,6.659498335156641,6.6696622258779685,6.763674123848546,6.7281624879725745,6.647122706712196,6.643628332816686,6.817588174379029,6.7758056728217175,6.699745916192342,6.74891215189907,6.710518880680574,6.716669974880453,6.626119570563511,6.617840737007326,6.84281703973351,6.632441094419471,6.650503931384427,6.570956956675633,6.786581361144742,6.657606598324775
Amino acids,"Glycine, serine, and threonine metabolism",Serine,1,C3H7NO3,105.0421,9.39,56-45-1,ANPPOS,C00065,HMDB00187,5.775645830826193,5.840474774436138,5.803454042799228,5.700221140019627,5.687481159437753,6.011805076832523,5.6833603020371495,5.7275117337597425,5.828802983946961,5.900536770822968,5.903628395417919,5.763927519221457,5.779006041131509,5.951287188241669,5.888291227503088,5.88919605803246,5.780930724814532,5.880799020313578,5.744848602739993,5.7317866906800665,5.7216190548737575,5.893755660815469,5.573137090950389,5.783573518650453
Amino acids,"Glycine, serine, and threonine metabolism",Betaine,1,C5H11NO2,117.0793,11.15,107-43-7,ANPPOS,C00719,HMDB00043,7.333968175819097,7.604312881693748,7.800937955679126,7.67175412108295,7.6637782248119555,7.535495418889643,7.409966260256923,7.759442345779495,7.610308146134328,7.559793586084785,7.3917390078941505,7.766834302333028,7.734285514054986,7.654612533726977,7.409572576886371,7.684075053445543,7.671614311488358,7.547063529060563,7.674857440496336,7.734484815878882,7.6770669332340375,7.5977277677564725,7.609698008646942,7.7207805286883175
Amino acids,"Glycine, serine, and threonine metabolism",N-Formylglycine,1,C3H5NO3,103.0275,3.9,2491-15-8,ANPNEG,,,5.128820110663992,5.079638823674776,5.101113724347929,5.062762056896914,5.08206262008009,5.08092108680658,5.151532258885288,5.12611289169492,5.075571412578396,5.113981100878907,5.107639640707898,5.124411291522862,5.0919274561430745,5.074297023958591,5.09636871861322,4.697639897038186,4.799416854494512,5.134703553778964,5.0658802187001015,5.105875519675374,4.929481766133918,4.879300873183484,4.935988048757309,4.9426433951867494
Amino acids,"Glycine, serine, and threonine metabolism",Threonine,1,C4H9NO3,119.0587,9.01,72-19-5,ANPNEG,C00188,HMDB00167,6.572027857010936,6.482662671003033,6.403983274535872,6.657028589021756,6.5877363261783755,6.592907888949621,6.57983936559045,6.421488757760626,6.555473051198529,6.515080930111666,6.714892719932059,6.413450148137974,6.542503382133636,6.47867599325469,6.384346961509567,6.503130025968791,6.563611828695808,6.5772979325541066,6.424108198033862,6.440852588637757,6.5002462202625075,6.438629198997759,6.276165509691403,6.450308396249455
Amino acids,"Glycine, serine, and threonine metabolism",Creatine,1,C4H9N3O2,131.0674,10.62,57-00-1,ANPPOS,C00300,HMDB00064,6.130480760341293,6.095837197692466,6.138609280794336,5.932462196866334,5.860821152410574,5.973407560038233,6.079478274258842,5.924831884287073,6.131672867589423,6.068279020911889,6.292241003735521,6.069759089459173,6.040611437262039,6.167550963689145,6.226634441199461,6.096212845381053,6.079569404183677,5.987872014574384,5.946895029433788,5.951373659920104,6.075289958208242,6.0461274387056285,6.013235075417843,5.964666101769044
Amino acids,Histidine Metabolism,Histamine,1,C5H9N3,111.0844,26.62,51-45-6,ANPPOS,C00388,HMDB00870,4.972125695642534,4.964987794789501,4.972252885850791,5.008807476603068,4.953752300451676,4.967823020276237,4.9577849427607195,4.980575626451884,5.009452595578075,5.038508494576095,4.979460323270488,4.998471332263499,5.006655122423926,4.943037128256778,4.9588405204697965,4.942053366185385,4.943371233962427,4.994313896548853,4.963384170798784,4.982782268766334,4.9848587358110255,4.980447807077937,4.9741788671109255,4.989985635990333
Amino acids,Histidine Metabolism,4-Imidazoleacetic Acid,1,C5H6N2O2,126.0431,9.71,645-65-8,ANPNEG,C02835,HMDB02024,4.229723299211083,4.5872215188703676,4.552021767808287,4.542567884914298,4.523372734778758,4.275306746618354,4.525987433927664,4.490296085916216,4.59957808591842,4.560482550575849,4.352799164326001,4.60322927376573,4.607120433992953,4.54862486844779,4.577975343792364,4.487057450529662,4.500700581442503,4.580720090823259,4.529687979866169,4.614027651697966,4.5482530270223265,4.384603917068165,4.577614717651434,4.507696016515378
Amino acids,Histidine Metabolism,Histidine,1,C6H9N3O2,155.0696,11.54,71-00-1,ANPPOS,C00135,HMDB00177,6.157423522329388,6.123903230781091,6.101705497880146,6.107717932728892,6.13913196114349,6.191439835569879,6.159571403824529,6.053082671108242,6.211224695340896,6.186765972241813,6.278423182908798,6.139105479503511,6.125933867170931,6.129554879087558,6.200680083387124,6.0956550012480095,6.1289995630606695,6.1556915274841515,6.120690714397508,6.065183328864314,6.169866856164396,6.155091488165577,6.097652542598207,6.10707423141207
Amino acids,Histidine Metabolism,3-Methylhistidine,1,C7H11N3O2,169.0853,13.12,368-16-1,ANPPOS,C01152,HMDB00479,5.60357823371011,6.032877729405217,5.567437162688367,6.333052905235445,6.061335218827938,5.222763018780111,5.881727619663403,5.874066691281382,6.299546084935237,6.29107900206406,6.484876142918942,5.631598687097504,5.595903980566196,5.188957997916921,5.963710780447013,5.688087566454684,6.16208414710625,5.478157691298013,5.976763439596238,5.501072825145937,6.01898868471082,5.312871630044852,5.985923988389058,5.229477570952194
