gene,experiment_range_original_values,experiment_iqr_original_values,experiment_difference_original_values,experiment_fold_change_original_values,experiment_range_normalized_values,experiment_iqr_normalized_values,experiment_difference_normalized_values,experiment_fold_change_normalized_values,experiment_range_transformed_values,experiment_iqr_transformed_values,experiment_difference_transformed_values,experiment_fold_change_transformed_values,anova_max_diff,anova_max_fc,anova_F,anova_pval,anova_fdr,pre_norm_mean,pre_raw_mean,pre_transformed_mean,flight_norm_mean,flight_raw_mean,flight_transformed_mean,post_norm_mean,post_raw_mean,post_transformed_mean
ALAD,271,65,42.48188405797101,1.9022701038861098,345.8,78.0,77.73043478260868,2.967859108420473,8.437960088334474,2.073777926139548,1.5006693835683969,1.3309742832428995,77.73043478260868,2.967859108420473,10.488092780700814,0.00012164238500078639,0.01911904089644211,52.2235294117647,57.705882352941174,5.254518582990086,39.5,47.083333333333336,4.534096633928102,117.23043478260868,89.56521739130434,6.034766017496499
ALAS2,2750,220,281.7300724637681,2.630460993279584,2063.0,288.9,338.2155797101448,3.743957106701195,11.011227255423254,1.9196211543085155,2.0398316760015023,1.3285145851917481,338.2155797101448,3.743957106701195,7.495967397286381,0.0012278665160987412,0.04019765442033013,215.9235294117647,241.76470588235293,7.026990288080499,123.25833333333334,172.79166666666666,6.209257573178641,461.47391304347815,454.5217391304348,8.249089249180143
ALDH1L1,247,63,76.79166666666667,11.653179190751446,399.9,75.2,121.79909420289853,19.798574024884662,8.647098607263409,6.25171909260596,3.6191474602598634,4.245594799094184,121.79909420289853,19.798574024884662,13.297317675761985,1.6106305861574022e-05,0.009007787101124055,37.99411764705883,28.529411764705884,3.13608559417008,6.479166666666667,7.208333333333333,1.1150952858532848,128.2782608695652,84.0,4.734242746113148
ALDH3B1,236,50,31.155797101449277,2.217816173346552,351.7,54.800000000000004,63.029710144927535,4.504895837530725,8.46229776553889,3.071317404501652,2.1067233709068476,1.679639008389461,63.029710144927535,4.504895837530725,7.23714809422712,0.001512475250387002,0.044767999352165654,39.51764705882353,35.1764705882353,4.576239632091886,17.98333333333333,25.583333333333332,3.099768178255608,81.01304347826087,56.73913043478261,5.206491549162456
ALPK3,149,41,30.94021739130435,3.1155704199182463,275.5,52.6,66.35126811594203,6.192143576076325,8.111135670234708,5.74416109557041,2.251631109981515,2.0232599857795392,66.35126811594203,6.192143576076325,8.711587903949331,0.00046989951055120827,0.027602740395508068,27.158823529411762,21.88235294117647,3.116820894493492,12.779166666666667,14.625,2.2004487044083714,79.1304347826087,45.56521739130435,4.4520798143898865
AMD1,2506,493,-621.876811594203,-3.1447243464787324,1128.8000000000002,439.49999999999994,-322.77681159420285,-2.047104566590032,3.9672356054580344,1.4699048543499504,-0.9925893255974501,-1.1224879251245412,-322.77681159420285,-2.047104566590032,11.446973708460376,6.008634236220889e-05,0.014274494342597322,444.7058823529412,506.7647058823529,8.604848421500567,631.0333333333333,911.8333333333334,9.09615810258687,308.25652173913045,289.95652173913044,8.10356877698942
AMER2,96,29,32.07065217391305,20.73578595317726,207.5,38.1,51.15416666666666,49.91235059760955,7.703903573444664,5.2890967024199895,3.3424278747506246,8.505057989587408,51.15416666666666,49.91235059760955,8.506609280618736,0.000551353322752135,0.028657315745133013,23.729411764705883,14.941176470588236,2.445822693575537,1.0458333333333334,1.625,0.4453567020252131,52.199999999999996,33.69565217391305,3.7877845767758376
ANKRD28,3681,708,-912.465579710145,-5.498758485173276,1615.8,716.0,-536.1999999999999,-3.5667783628530394,10.658925511492374,2.631322274543347,-1.9590566421901112,-1.2805585271335485,-536.1999999999999,-3.5667783628530394,9.856421000472029,0.00019534822029632082,0.020336927065417537,522.9882352941177,566.2352941176471,8.539708595800583,745.0999999999999,1115.2916666666667,8.941758833442998,208.9,202.82608695652175,6.982702191252887
ANKRD30BL,5774,1499,-1243.8532608695652,-3.9578809966914803,3749.6,962.8,-879.3181159420291,-3.037509235005709,7.339200097191087,2.0157635975162247,-1.9234501620603748,-1.2401526919782238,-879.3181159420291,-3.037509235005709,7.169492577440411,0.001597559753877431,0.045382530786073697,937.4588235294117,994.7647058823529,9.395146783490755,1310.8833333333334,1664.375,9.932730200590141,431.5652173913044,420.5217391304348,8.009280038529766
ANKS6,220,40,38.11594202898551,5.9716446124763705,327.9,44.6,60.02590579710145,11.18107236134583,8.361505197948041,5.5109619192773796,3.4890264553120502,4.023964313441902,60.02590579710145,11.18107236134583,7.351904813291487,0.001378697701663656,0.04278744485683335,28.258823529411767,20.764705882352942,2.8595363812429966,5.895833333333333,7.666666666666667,1.1537922057488867,65.92173913043479,45.78260869565217,4.642818661060937
ANO6,4533,894,-1051.5289855072463,-3.942950434006652,2375.5,848.8,-642.8510869565218,-3.0059388948432355,8.757920286633038,2.381949723734331,-2.1086274967394667,-1.281710197072897,-642.8510869565218,-3.0059388948432355,8.577523922245105,0.0005216394791695,0.028415677543851284,664.4764705882353,748.4705882352941,8.954016101396522,963.3250000000002,1408.8333333333333,9.593722174351813,320.47391304347826,357.30434782608694,7.485094677612346
APBB2,226,70,41.597826086956516,2.101929167866398,259.2,88.2,88.98025362318837,3.9913518517390685,8.023477151830434,3.010063683344698,2.3723807591477484,1.6521494838785507,88.98025362318837,3.9913518517390685,11.607027079008336,5.349712238633675e-05,0.013400506924685463,50.66470588235293,45.05882352941177,4.312962681510605,29.745833333333334,37.75,3.6377867617688016,118.72608695652171,79.34782608695652,6.01016752091655
APLF,1600,399,-384.70108695652175,-3.8671824368114067,729.0,289.4,-199.7800724637681,-2.3657536757420834,5.689997971419446,1.9421688088765388,-1.523434527339134,-1.230146009752546,-199.7800724637681,-2.3657536757420834,7.5230886970398,0.001201433188378176,0.03977159137025976,249.25882352941176,271.1764705882353,7.669953999376705,346.05833333333334,518.875,8.14286072976227,146.27826086956523,134.17391304347825,6.619426202423137
APP,1944,387,-496.0923913043478,-3.2069874274661507,1435.3999999999999,247.10000000000002,-255.08061594202897,-2.0577006862815796,6.4000851100179945,1.1686290704852977,-1.0928223492555595,-1.1430793296518247,-255.08061594202897,-2.0577006862815796,7.70729882358171,0.0010367687080978794,0.03730838601727556,331.5882352941176,359.11764705882354,7.991511402760695,496.24583333333334,720.875,8.73069954587704,241.16521739130437,224.7826086956522,7.63787719662148
AQP6,161,34,31.31159420289855,15.45150501672241,205.4,35.5,50.527898550724636,23.540326491029578,7.689299160535892,5.189824558880018,3.589396861788319,10.102586465002654,50.527898550724636,23.540326491029578,7.231575061421994,0.0015193036862459763,0.04478900429602373,29.070588235294117,18.88235294117647,2.446454749035598,2.2416666666666667,2.1666666666666665,0.39432713719212914,52.7695652173913,33.47826086956522,3.9837239989804485
ARHGAP10,1307,285,-341.3007246376811,-3.8257439404847613,792.7,281.5,-198.94945652173917,-2.615990076281961,9.632449995256685,2.3101110097007673,-2.030456417966774,-1.3398626138947698,-198.94945652173917,-2.615990076281961,8.303914526103524,0.0006463104110477902,0.0302333295510485,201.13529411764708,207.47058823529412,7.27051476542772,322.06250000000006,462.0833333333333,8.004801153029208,123.11304347826089,120.78260869565217,5.9743447350624335
ARHGAP18,1764,383,-414.37137681159425,-3.4219927996611608,956.5,320.0,-222.14601449275352,-2.248041802030663,8.019665855029645,1.7819993477807108,-1.2859040401653958,-1.186097727906864,-222.14601449275352,-2.248041802030663,7.349792364616272,0.0013810465183137222,0.04281084732578738,283.67058823529413,306.05882352941177,7.851146232074606,400.1416666666666,585.4583333333334,8.195736065674858,177.99565217391307,171.08695652173913,6.909832025509462
ARHGAP23,295,52,42.12681159420289,3.014030833188983,273.6,64.19999999999999,53.78894927536231,3.751939421463858,8.101187815259738,4.794415866350106,2.4476096036325297,1.8634062354259944,53.78894927536231,3.751939421463858,7.987534710743885,0.0008296257927250528,0.03369335008427238,32.81764705882353,33.705882352941174,3.863970656514356,19.54583333333333,20.916666666666668,2.8348296586309782,73.33478260869565,63.04347826086956,5.282439262263508
ARHGAP4,580,219,-219.05434782608694,-4.235870263326911,488.2,136.89999999999998,-147.37771739130432,-2.760053741108053,8.934280593640025,1.5147689119306458,-1.671586078305519,-1.2853378549366328,-147.37771739130432,-2.760053741108053,12.614060033850345,2.6017644512044136e-05,0.01042453234217649,154.91764705882352,157.8235294117647,7.039702824933705,231.11249999999995,286.75,7.52985566779529,83.73478260869565,67.69565217391305,5.858269589489771
ARMC5,188,73,51.8695652173913,4.241847826086956,372.9,83.6,93.80652173913043,7.316937490850533,8.546508660970806,6.402585758232588,2.838358664415793,2.2913880466332865,93.80652173913043,7.316937490850533,7.802858508903444,0.0009607135610901762,0.036188849718377304,53.623529411764714,36.64705882352941,3.6669831172000045,14.850000000000001,16.0,2.197913068667111,108.65652173913043,67.8695652173913,5.036271733082904
ARMC8,780,185,-181.17572463768113,-3.136944444444444,341.6,111.89999999999999,-95.69728260869566,-2.1106254415178123,8.420381341196638,1.3138586649114776,-1.5122124954464056,-1.2654839266593059,-95.69728260869566,-2.1106254415178123,9.278358645014075,0.00030333037235397153,0.023890032253171975,156.63529411764702,174.05882352941177,7.136923236101611,181.86249999999998,265.9583333333333,7.208272948051582,86.16521739130432,84.78260869565217,5.696060452605177
ASAP2,872,248,-247.4836956521739,-3.326164691458929,536.8,217.10000000000002,-140.07735507246383,-2.2740851689273804,9.070925944985511,1.8234156624434759,-1.420960141766649,-1.2297470954734768,-140.07735507246383,-2.2740851689273804,7.3117441623253265,0.00142406699804154,0.04326422526876472,214.24117647058824,222.47058823529412,7.432761184331311,250.0208333333334,353.875,7.605848524526169,109.94347826086958,106.3913043478261,6.18488838275952
ASB1,159,55,29.680306905370845,2.345507246376812,317.3,57.2,62.54021739130437,4.761817587446879,8.314243346748558,5.862947248020922,2.6487483324298253,2.0646029082371165,62.54021739130437,4.761817587446879,8.865425914599092,0.00041700281148082663,0.026643373302444033,27.400000000000002,22.058823529411764,3.5482609124127085,16.625,23.75,2.488015307807027,79.16521739130437,51.73913043478261,5.136763640236852
ASGR2,212,80,51.40760869565217,2.273253466146184,232.7,107.3,73.86032608695652,2.8610475864429987,7.868513923895463,3.3134877320867084,3.21916570853659,1.9983804947465886,73.86032608695652,2.8610475864429987,8.34858809389499,0.000624022566346305,0.02978806542740042,63.458823529411745,49.76470588235294,4.959600254499376,39.6875,40.375,3.2243876212282037,113.54782608695652,91.78260869565217,6.443553329764794
ASIC2,137,29,33.86413043478261,12.77882797731569,163.5,47.8,53.42101449275362,22.511817916545088,7.361943773735241,5.608809242675524,3.081032067568556,4.950400447253773,53.42101449275362,22.511817916545088,10.94134903096614,8.697844199789806e-05,0.016919828082851984,23.635294117647057,16.764705882352942,2.6155916676272106,2.483333333333333,2.875,0.779929049904401,55.904347826086955,36.73913043478261,3.8609611174729572
ASPH,783,197,-225.55797101449278,-3.4356025039123637,463.1,170.0,-125.13333333333337,-2.261424731182796,8.85829188728283,1.613817363393343,-1.7105908017307465,-1.2904494800660582,-125.13333333333337,-2.261424731182796,8.171888226928477,0.0007171104914399651,0.031775685442632914,174.87647058823526,195.41176470588235,7.178883336380914,224.33333333333337,318.1666666666667,7.600051513940316,99.2,92.6086956521739,5.889460712209569
ASPSCR1,239,66,35.57065217391305,1.9846547314578007,316.7,80.0,79.05380434782606,3.8398313191854894,8.311521279826131,2.5480629179096272,1.384719741150306,1.3306339097375488,79.05380434782606,3.8398313191854894,7.356182996491409,0.0013739534503492967,0.04278744485683335,80.29411764705881,70.70588235294117,5.251039414681565,27.837500000000002,36.125,4.18807539205362,106.89130434782606,71.69565217391305,5.572795133203926
ATP6V1E1,911,206,-229.70108695652175,-2.9943846734616835,581.6999999999999,162.39999999999998,-126.89257246376815,-2.07555893372643,6.2768590374080215,1.316092585754567,-1.1652021363292784,-1.1768644832236101,-126.89257246376815,-2.07555893372643,9.665288572064203,0.0002257838674777357,0.02134214057197118,215.38823529411766,231.7058823529412,7.606247378744874,244.87083333333337,344.875,7.753309115705746,117.97826086956522,115.17391304347827,6.588106979376468
ATP8A1,956,261,-273.9039855072464,-4.210902990146109,546.3,243.2,-157.2954710144927,-2.854709234765371,9.096188046320126,2.2109656856909563,-2.497425860241095,-1.4907231339488203,-157.2954710144927,-2.854709234765371,9.882793866861284,0.00019149438984222833,0.02017196085627052,211.53529411764708,236.94117647058823,7.378631151486639,242.10416666666663,359.2083333333333,7.5867026590430084,84.80869565217391,85.30434782608695,5.089276798801913
B2M,111845,21033,-28751.48007246377,-4.5590217791053345,58414.799999999996,23610.2,-16548.731521739133,-3.076809510896106,5.579821107835993,2.497704366131977,-1.9349834257887188,-1.1565897044404725,-16548.731521739133,-3.076809510896106,9.433728165424963,0.0002693267263532695,0.022594579607479945,18668.50588235294,19900.882352941175,13.780131339576837,24517.075,36829.958333333336,14.292011831345881,7968.343478260868,8078.478260869565,12.357028405557163
B3GAT1,140,53,28.84963768115942,3.130434782608696,219.6,55.6,54.49329710144927,6.167282222184048,7.785288980704021,5.82273014794452,2.3577486042757583,2.203459794777216,54.49329710144927,6.167282222184048,7.109325812638303,0.0016773777462677497,0.04606722976522458,36.72941176470588,28.0,3.445948145451705,10.545833333333333,13.541666666666666,1.9591419792401321,65.0391304347826,42.391304347826086,4.316890583515891
BAGE2,457,106,76.23007246376812,3.160002053282686,513.3,155.0,133.0911231884058,5.159639219327698,9.006466343465094,7.285402218862249,3.472178256910466,2.440239587470153,133.0911231884058,5.159639219327698,7.979988202755434,0.0008346025905344723,0.033742329130870344,86.93529411764703,70.3529411764706,3.903656702664154,31.995833333333334,35.291666666666664,2.4108337856547233,165.08695652173913,111.52173913043478,5.8830120425651895
BCAR1,255,50,60.83152173913044,5.6347826086956525,282.1,58.5,94.25561594202901,10.259659363932444,8.145167939018384,4.918863237274595,3.6277432609746025,2.6653786270002073,94.25561594202901,10.259659363932444,17.211335181731933,1.1835516264824264e-06,0.001773198793023129,27.164705882352944,23.294117647058822,3.426258343216421,10.179166666666667,13.125,2.178329421405593,104.43478260869567,73.95652173913044,5.806072682380195
BCAT2,215,87,71.11231884057972,5.044302493303112,354.4,101.39999999999999,113.18315217391302,7.7320834006788415,8.473299871141315,5.922365776117769,3.3364469423374867,2.3875804758291155,113.18315217391302,7.7320834006788415,15.878772544531456,2.8080702014765535e-06,0.0034264838435744582,60.964705882352945,54.1764705882353,4.645111915282169,16.8125,17.583333333333332,2.4045069820861187,129.99565217391302,88.69565217391305,5.740953924423605
BEGAIN,145,37,28.826086956521742,3.8826086956521744,181.2,43.6,51.14275362318841,6.7571580063626735,7.509379148914689,5.478971805032942,2.222447643571382,2.156312795818713,51.14275362318841,6.7571580063626735,9.548851698369969,0.0002466879963312074,0.02192827570036842,24.458823529411767,22.823529411764707,3.682570087084823,8.883333333333333,10.0,1.9220124966253662,60.026086956521745,38.82608695652174,4.144460140196748
BEND2,1924,283,-370.9855072463768,-3.9834498834498833,844.6,288.0,-200.95253623188398,-2.6629756893222507,9.72383156649532,2.2187261041386783,-2.528151336602371,-1.4709708548431755,-200.95253623188398,-2.6629756893222507,6.923617549742582,0.0019507392861769501,0.049318286152551336,208.9823529411765,235.35294117647058,7.1449343206901474,321.7916666666666,495.3333333333333,7.896108420579888,120.8391304347826,124.34782608695652,5.367957083977517
BPGM,1276,298,106.3478260869565,1.4059077331563226,940.6999999999999,253.60000000000002,225.9235507246377,2.2335999493541667,5.607367868774039,1.523933067323596,1.4770201224116857,1.2107208486891696,225.9235507246377,2.2335999493541667,9.913589374438127,0.00018709348033596473,0.020090097918475894,245.11176470588234,288.11764705882354,7.709168158535043,183.14166666666668,262.0,7.009368705563684,409.0652173913044,368.3478260869565,8.48638882797537
BRPF3,260,75,26.719202898550726,1.441335767078608,268.4,68.30000000000001,62.41304347826085,2.3838812301166485,8.07360604057494,1.4816352480078674,1.3378941796835235,1.2665692465982148,62.41304347826085,2.3838812301166485,9.855713656880145,0.0001954526795633349,0.020336927065417537,84.34117647058825,87.05882352941177,6.165829065790401,45.1,60.541666666666664,5.01893671815811,107.51304347826085,87.26086956521739,6.3568308978416335
BSN,251,75,55.6340579710145,3.359041327392841,406.4,126.9,102.89384057971019,5.685867502681299,8.670302170078527,6.998872453994275,2.6352527988595527,2.017073968135536,102.89384057971019,5.685867502681299,8.983637526577082,0.0003805588565500839,0.025851050451211537,50.52941176470589,36.05882352941177,3.8116268309508183,21.958333333333332,23.583333333333332,2.5910139099228,124.85217391304352,79.21739130434783,5.226266708782353
BTNL9,159,50,34.31713554987212,3.0047811145973404,420.5,57.1,63.93623188405796,4.710032797914387,8.719388820942083,5.28786625881373,2.5195530591567117,1.9638296446214898,63.93623188405796,4.710032797914387,7.733038523736623,0.0010156901962987686,0.03694607495886239,22.411764705882355,17.11764705882353,2.661638310780316,17.233333333333338,20.875,2.6141062097609353,81.1695652173913,51.43478260869565,5.133659268917647
C19orf47,232,104,51.78442028985507,2.2932633579152153,297.9,155.7,100.95217391304345,3.859834955043724,8.223519086790732,4.799337454453715,2.7677651130628376,1.8222708260139142,100.95217391304345,3.859834955043724,9.62799372925658,0.0002322725929503333,0.021431963519821188,81.87058823529412,66.23529411764706,4.497144407498826,35.300000000000004,40.041666666666664,3.3660018396615254,136.25217391304346,91.82608695652173,6.133766952724363
C1QL3,203,42,38.810741687979544,4.858377828629545,167.5,44.1,50.78514492753623,4.980546957089711,7.396604781181859,5.4950555283680185,2.577403653366723,2.3852560474977618,50.78514492753623,4.980546957089711,11.089104279948714,7.803120427152255e-05,0.016113443682069406,13.782352941176471,10.058823529411764,2.196912324958332,12.758333333333333,13.0,1.8605972939243836,63.54347826086956,48.869565217391305,4.438000947291107
C2orf88,1030,148,-186.35326086956522,-5.00572429906542,482.1,165.79999999999998,-106.28315217391304,-3.173286362019914,8.916178042544715,3.1902120155872984,-1.6973936379696175,-1.3679356082851737,-106.28315217391304,-3.173286362019914,7.508868730243525,0.0012152183409236406,0.039972673737813824,98.17647058823529,105.47058823529412,5.685969342733749,155.1875,232.875,6.310683571718104,48.90434782608696,46.52173913043478,4.6132899337484865
C6orf132,123,40,37.617753623188406,7.059235482929677,162.8,53.2,54.40778985507246,11.306132253525961,7.355791546753647,5.760220946466509,3.568979781153658,3.7926014471000546,54.40778985507246,11.306132253525961,15.354476375628309,3.9719344833155645e-06,0.004442774216858597,32.688235294117646,28.41176470588235,3.8655746141142195,5.279166666666666,6.208333333333333,1.278012580298497,59.68695652173913,43.82608695652174,4.846992361452155
CACNA1A,123,38,31.79528985507247,4.421914603236499,185.5,43.199999999999996,51.9786231884058,6.770059928407674,7.543031820255239,4.723108793490807,3.1383173099579578,2.791170445031566,51.9786231884058,6.770059928407674,12.628721142582835,2.574923862930234e-05,0.01042453234217649,17.870588235294115,15.411764705882353,2.8030734862566167,9.008333333333333,9.291666666666666,1.7521042280834702,60.98695652173913,41.08695652173913,4.890421538041428
CACNG8,158,64,42.11594202898551,3.688251618871415,292.1,76.0,76.47898550724638,6.575624702836917,8.195249157802179,5.43370134354388,2.8956457388316346,2.3018402878758315,76.47898550724638,6.575624702836917,8.234228212062355,0.0006827322803768521,0.03106431875714677,48.5,37.411764705882355,3.8874027519684025,13.716666666666667,15.666666666666666,2.224271107446184,90.19565217391305,57.78260869565217,5.119916846277818
CALHM2,200,68,-44.2156862745098,-1.9899034240561897,318.8,90.2,70.52735507246376,2.979483711541492,8.321026128592969,2.1818197122486325,1.952074886665815,1.461535440407223,70.52735507246376,2.979483711541492,7.758340636936026,0.0009954011690780362,0.036623016592643665,102.2294117647059,88.88235294117646,6.076452299209438,35.62916666666667,44.666666666666664,4.229523273323184,106.15652173913043,72.56521739130434,6.181598159988999
CAMK2B,193,27,30.766304347826086,6.469565217391304,246.3,43.1,50.04855072463768,9.604335368132553,7.950118429502576,5.462706750670158,3.3108395090384857,5.4811764095514555,50.04855072463768,9.604335368132553,7.716224673361996,0.0010294085338757863,0.03718682131435775,19.28235294117647,13.058823529411764,2.721477093843166,5.816666666666666,5.625,0.7388326650076883,55.86521739130435,36.391304347826086,4.049672174046174
CAMKK1,167,56,36.18158567774936,2.420524149010945,362.6,78.5,76.0855072463768,4.4636801477865005,8.506208389306744,4.473541218052734,1.8469351640502856,1.569447878910005,76.0855072463768,4.4636801477865005,8.171262918059075,0.0007174642408581677,0.031775685442632914,35.66470588235295,25.470588235294116,3.5125292395234915,21.96666666666667,27.25,3.2433787752191687,98.05217391304348,61.65217391304348,5.090313939269454
CAPN10,166,57,29.51086956521739,2.5739130434782607,250.3,57.4,57.217572463768114,4.972293141829433,7.973266860993293,5.867896463992655,2.27391914345865,1.932282515852704,57.217572463768114,4.972293141829433,7.796548791473243,0.0009655530536396562,0.03626179518593877,39.14705882352941,38.8235294117647,4.241802059035118,14.404166666666663,18.75,2.4390880498051923,71.62173913043478,48.26086956521739,4.713007193263842
CCDC175,1091,240,-278.8514492753623,-7.4007817697937455,520.4,227.0,-181.69148550724637,-5.1572862780209565,9.026246772648195,4.486398666237567,-3.585628373776425,-2.0478584825954593,-181.69148550724637,-5.1572862780209565,11.432423622658268,6.072551119851166e-05,0.01429979252740391,130.4235294117647,132.05882352941177,5.67783433075112,225.39583333333334,322.4166666666667,7.007491567454181,43.704347826086966,43.56521739130435,3.421863193677756
CCDC177_2,285,74,44.326086956521735,2.9700483091787437,272.5,94.6,72.67373188405797,4.477905414192206,8.095397022792557,6.578938713093387,2.5625174143290885,2.09669336144911,72.67373188405797,4.477905414192206,7.265441485642346,0.0014782940722839477,0.0441929308021713,53.28823529411765,42.64705882352941,3.8388951759287293,20.895833333333332,22.5,2.3365851425808946,93.5695652173913,66.82608695652173,4.899102556909983
CCDC78,181,44,36.42934782608695,4.68904788112273,276.9,55.8,61.2782608695652,8.043478260869563,8.118422024313201,5.82781902461732,2.783606705657631,2.9812199201373533,61.2782608695652,8.043478260869563,7.223192018845229,0.0015296351505681427,0.04478900429602373,39.952941176470596,32.35294117647059,3.614222424500669,8.700000000000001,9.875,1.4049963244184671,69.9782608695652,46.30434782608695,4.188603030076098
CCER1,139,35,36.177536231884055,6.107416879795396,220.2,44.9,65.12173913043479,11.336783988957906,7.789207575347345,5.520422248526446,3.190720092544571,3.4457500069007136,65.12173913043479,11.336783988957906,10.108745428277915,0.00016152811960101765,0.019750109195308764,25.05294117647059,19.0,2.6967302484944815,6.299999999999998,7.083333333333333,1.3045978058026844,71.42173913043479,43.26086956521739,4.495317898347255
CD226,4914,935,-1249.7753623188407,-4.329260288780789,2267.7999999999997,1117.6999999999998,-716.4304347826087,-2.8134285651398763,5.377431729127781,2.533257991751439,-1.7177266802883597,-1.2147998044947756,-716.4304347826087,-2.8134285651398763,9.141129470637381,0.0003370477929778293,0.025133466673582853,774.0411764705882,846.4117647058823,9.298557414168467,1111.5,1625.1666666666667,9.714599323299256,395.0695652173913,375.39130434782606,7.996872643010896
CD9,1333,295,-300.20108695652175,-4.524566105155691,639.3,247.1,-190.19637681159423,-3.2042309113507343,9.322604199738082,2.4814063088945586,-2.146707517572624,-1.4023807818340048,-190.19637681159423,-3.2042309113507343,8.553284758674247,0.000531605263910162,0.028635823947336995,185.18823529411767,188.88235294117646,7.220578348234159,276.48333333333335,385.375,7.481722544354422,86.28695652173913,85.17391304347827,5.335015026781798
