# Pathway,C001_L-44_DEL_Abundance-CPM,C001_R+1_DEL_Abundance-CPM,C002_L-44_DEL_Abundance-CPM,C002_R+1_DEL_Abundance-CPM,C003_L-44_DEL_Abundance-CPM,C003_R+1_DEL_Abundance-CPM,C004_L-44_DEL_Abundance-CPM,C004_R+1_DEL_Abundance-CPM
METHGLYUT-PWY: superpathway of methylglyoxal degradation,1.6699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis,10.0193,0.0,0.0,0.0,16.6584,18.608,26.6757,0.0
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside),7.54562,0.0,0.0,0.0,0.0,12.3113,0.0,0.0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli),0.0,0.0,0.0,0.0,0.0,0.0,4.54786,0.0
NONMEVIPP-PWY: methylerythritol phosphate pathway I,400.773,377.665,132.674,0.0,425.946,385.026,390.326,318.47
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I,170.087,260.81,194.848,170.299,185.121,217.008,296.939,266.54
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),21.5044,0.0,45.2452,0.0,33.4739,24.6422,79.2839,89.7736
P101-PWY: ectoine biosynthesis,4.26676,0.0,44.8661,0.0,0.0,0.0,5.81699,0.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),4.59016,30.3101,65.0792,0.0,53.1604,40.1063,154.649,94.6519
P108-PWY: pyruvate fermentation to propanoate I,8.12158,0.0,0.0,0.0,0.0,10.1517,0.0,0.0
P124-PWY: Bifidobacterium shunt,0.0,0.0,19.9872,245.118,0.0,0.0,0.0,0.0
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",52.069,34.9649,65.5649,0.0,9.56527,14.9437,9.71016,24.3069
P161-PWY: acetylene degradation (anaerobic),8.94946,0.0,78.0739,295.981,0.0,6.23521,28.258,28.8536
P164-PWY: purine nucleobases degradation I (anaerobic),0.0,0.0,0.0,0.0,0.0,5.19283,2.21247,0.0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),29.0043,97.3151,0.0,0.0,0.0,11.0424,38.9452,58.1867
P221-PWY: octane oxidation,30.7442,27.9856,102.003,0.0,0.0,8.65262,13.5338,14.7556
P23-PWY: reductive TCA cycle I,5.96079,0.0,37.1444,0.0,0.0,5.29539,0.0,0.0
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",19.7114,0.0,0.0,0.0,25.3046,33.1627,56.1433,0.0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I,72.1047,110.434,54.9576,224.76,20.4354,45.3891,91.4446,92.9063
P42-PWY: incomplete reductive TCA cycle,75.5155,41.7452,42.8402,0.0,15.3021,17.8111,16.6999,0.0
P441-PWY: superpathway of N-acetylneuraminate degradation,14.3826,0.0,0.0,0.0,0.0,17.4066,28.0112,0.0
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",0.0,0.0,0.0,0.0,0.0,5.69705,15.4417,0.0
P621-PWY: nylon-6 oligomer degradation,0.0,0.0,0.0,0.0,0.0,0.0,4.20464,0.0
PANTO-PWY: phosphopantothenate biosynthesis I,127.801,248.488,153.617,327.761,103.449,100.346,229.021,221.034
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria),131.938,168.101,104.435,0.0,97.9431,89.9162,242.194,187.822
PENTOSE-P-PWY: pentose phosphate pathway,145.165,225.99,164.058,200.438,121.065,173.062,296.089,258.665
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),471.006,366.943,158.621,370.294,407.719,418.699,408.431,361.649
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),0.0,0.0,37.803,0.0,0.0,6.6943,18.5279,0.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),33.8059,127.712,34.6072,0.0,13.8614,0.0,85.8478,89.892
PPGPPMET-PWY: ppGpp metabolism,0.0,0.0,0.0,0.0,0.0,0.0,18.9057,46.6767
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway),0.0,0.0,0.0,0.0,4.21468,0.0,4.68649,0.0
PWY-101: photosynthesis light reactions,0.0,0.0,0.0,0.0,0.0,0.0,20.3714,0.0
PWY-1042: glycolysis IV,314.424,238.505,167.358,472.271,120.539,154.815,204.325,183.746
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis,0.762427,0.0,0.0,129.613,0.0,0.0,0.0,0.0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle),112.122,109.578,108.594,189.199,53.4759,69.8454,24.061,0.0
PWY-2201: folate transformations I,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",4.86727,0.0,0.0,204.719,0.0,8.15138,7.13822,0.0
PWY-2941: L-lysine biosynthesis II,119.453,113.989,115.556,334.813,98.4416,101.022,32.5762,101.535
PWY-2942: L-lysine biosynthesis III,426.838,353.731,154.665,0.0,386.182,386.416,380.179,299.758
PWY-3001: superpathway of L-isoleucine biosynthesis I,171.615,282.173,183.814,382.115,51.9078,151.594,338.74,271.377
PWY-3481: superpathway of L-phenylalanine and L-tyrosine biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,3.56814,0.0
PWY-3801: sucrose degradation II (sucrose synthase),0.0,0.0,0.0,0.0,0.0,9.80584,0.0,0.0
PWY-3841: folate transformations II (plants),465.568,318.416,196.592,0.0,458.983,466.034,454.186,343.305
PWY-4041: &gamma;-glutamyl cycle,0.0,0.0,0.0,0.0,0.0,2.40692,0.0,0.0
PWY-4984: urea cycle,21.4898,124.623,131.939,0.0,8.2123,22.2696,112.517,79.423
PWY-5005: biotin biosynthesis II,193.534,129.128,66.1514,0.0,85.2711,44.6295,182.732,90.3846
PWY-5028: L-histidine degradation II,481.275,329.712,103.525,0.0,447.487,443.511,324.896,281.577
PWY-5030: L-histidine degradation III,7.5603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5080: very long chain fatty acid biosynthesis I,2.59554,31.5,0.0,0.0,0.0,0.0,8.0812,0.0
PWY-5097: L-lysine biosynthesis VI,195.282,285.556,118.855,0.0,348.455,316.829,341.543,259.053
PWY-5100: pyruvate fermentation to acetate and lactate II,77.0679,110.434,63.3309,224.76,23.8396,45.3891,91.4446,92.9063
PWY-5103: L-isoleucine biosynthesis III,113.358,175.917,173.527,442.126,60.5897,96.5549,281.524,217.592
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),48.9011,168.511,44.7577,0.0,24.64,0.0,128.339,128.524
PWY-5130: 2-oxobutanoate degradation I,5.05967,0.0,26.869,0.0,12.8671,0.0,5.91679,15.2904
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome),15.2004,26.8617,69.3188,0.0,17.4662,2.96037,60.9035,44.5369
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),77.4629,141.715,152.11,0.0,33.6161,25.847,28.169,48.8287
PWY-5180: toluene degradation I (aerobic) (via o-cresol),2.90575,0.0,0.0,0.0,0.0,0.0,10.9012,0.0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),387.659,378.919,159.019,0.0,415.001,360.052,350.93,327.993
PWY-5189: tetrapyrrole biosynthesis II (from glycine),91.6484,157.941,123.115,0.0,331.65,293.23,188.946,105.571
PWY-5265: peptidoglycan biosynthesis II (staphylococci),75.8361,107.744,56.6195,0.0,53.4621,57.9107,62.973,76.15
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),61.0199,123.747,95.0027,0.0,19.4393,40.3907,81.5641,76.2429
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),11.0755,0.0,0.0,0.0,14.3682,19.9391,29.8331,0.0
PWY-5367: petroselinate biosynthesis,0.0,0.0,0.0,0.0,0.0,4.37454,15.5484,0.0
PWY-5384: sucrose degradation IV (sucrose phosphorylase),61.9347,84.8894,49.4673,359.893,0.0,29.1711,36.0873,0.0
PWY-5415: catechol degradation I (meta-cleavage pathway),2.08318,0.0,0.0,0.0,0.0,0.0,10.1129,0.0
PWY-5417: catechol degradation III (ortho-cleavage pathway),1.91442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate,1.91442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5484: glycolysis II (from fructose 6-phosphate),121.484,100.909,59.4815,364.649,14.1886,35.2746,51.4524,65.1731
PWY-5505: L-glutamate and L-glutamine biosynthesis,9.02669,0.0,0.0,0.0,0.0,0.0,0.0,41.6491
"PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)",0.0,0.0,0.0,0.0,0.0,3.38698,11.8065,0.0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation,5.16708,0.0,0.0,0.0,11.1428,6.18822,0.0,0.0
PWY-5659: GDP-mannose biosynthesis,33.6781,157.121,79.6796,0.0,20.5261,41.602,127.915,70.2156
PWY-5667: CDP-diacylglycerol biosynthesis I,18.0099,74.1643,55.2935,275.194,12.8543,5.80252,70.4726,41.4641
PWY-5675: nitrate reduction V (assimilatory),75.9496,91.6774,140.351,222.204,0.0,0.0,27.4508,50.7656
PWY-5676: acetyl-CoA fermentation to butanoate II,2.8334,0.0,0.0,0.0,14.8221,0.0,0.0,0.0
PWY-5686: UMP biosynthesis I,495.11,400.945,190.356,510.447,514.001,509.098,431.575,300.703
PWY-5695: inosine 5'-phosphate degradation,87.172,36.4891,118.319,637.05,9.55076,25.8941,47.8924,69.1767
PWY-5723: Rubisco shunt,3.61507,0.0,79.4486,0.0,11.4715,0.0,36.4481,11.9603
PWY-5747: 2-methylcitrate cycle II,0.0,0.0,0.0,0.0,5.26645,0.0,2.39091,0.0
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",91.6254,37.7396,49.4547,0.0,0.0,30.1199,15.3601,0.0
PWY-5838: superpathway of menaquinol-8 biosynthesis I,54.097,50.141,85.2174,0.0,0.0,0.0,44.6403,0.0
PWY-5840: superpathway of menaquinol-7 biosynthesis,54.097,81.1938,82.0763,0.0,0.0,59.6145,42.4735,0.0
PWY-5845: superpathway of menaquinol-9 biosynthesis,54.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5850: superpathway of menaquinol-6 biosynthesis,54.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I,37.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I,37.1075,35.2637,76.45,0.0,0.0,0.0,30.9083,0.0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,37.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation),3.28855,26.365,52.7385,0.0,0.0,0.0,42.9543,17.0256
PWY-5896: superpathway of menaquinol-10 biosynthesis,54.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-5897: superpathway of menaquinol-11 biosynthesis,210.818,94.1189,87.837,0.0,0.0,75.0248,42.9929,0.0
PWY-5898: superpathway of menaquinol-12 biosynthesis,210.818,94.1189,87.837,0.0,0.0,75.0248,42.9929,0.0
PWY-5899: superpathway of menaquinol-13 biosynthesis,210.818,94.1189,87.837,0.0,0.0,75.0248,42.9929,0.0
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),4.72146,32.5771,0.0,0.0,0.0,0.0,18.8411,41.9787
PWY-5913: partial TCA cycle (obligate autotrophs),13.2869,18.8929,38.4414,253.298,17.37,11.6047,54.4675,22.5799
PWY-5918: superpathway of heme b biosynthesis from glutamate,178.419,251.896,150.88,0.0,393.026,335.735,280.386,136.334
PWY-5920: superpathway of heme b biosynthesis from glycine,5.31314,150.848,88.9014,0.0,27.0668,20.3239,87.1271,98.9792
PWY-5941: glycogen degradation II,262.859,296.473,155.223,306.434,170.05,169.212,346.373,285.511
PWY-5971: palmitate biosynthesis (type II fatty acid synthase),0.0,0.0,0.0,0.0,0.0,27.2274,63.5675,0.0
PWY-5972: stearate biosynthesis I (animals),0.0,13.659,0.0,0.0,0.0,0.0,3.99395,0.0
PWY-5973: cis-vaccenate biosynthesis,59.7365,37.8072,69.8548,188.801,49.7433,17.861,37.87,57.7983
PWY-5981: CDP-diacylglycerol biosynthesis III,62.8452,51.6309,45.4584,0.0,9.64674,12.0561,0.0,26.3595
PWY-5989: stearate biosynthesis II (bacteria and plants),50.4462,51.2057,85.4548,179.975,64.6014,21.6425,54.9817,120.113
PWY-5994: palmitate biosynthesis (type I fatty acid synthase),0.0,0.0,0.0,0.0,0.0,0.0,12.8774,0.0
PWY-6113: superpathway of mycolate biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,18.8574,0.0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,653.705,478.085,220.93,461.722,567.928,571.53,540.997,498.183
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,651.371,463.451,226.056,465.609,552.011,576.99,557.716,493.617
PWY-6123: inosine-5'-phosphate biosynthesis I,385.474,316.771,178.814,366.872,410.919,411.25,378.861,343.256
PWY-6124: inosine-5'-phosphate biosynthesis II,349.918,198.952,162.208,415.922,232.062,256.56,352.793,260.77
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,331.689,410.802,191.234,471.29,511.411,495.058,416.155,466.804
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,403.645,487.277,237.046,521.177,592.006,560.174,499.379,488.029
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,489.613,361.994,185.742,0.0,546.497,539.454,384.6,388.404
PWY-6151: S-adenosyl-L-methionine salvage I,699.993,466.98,161.297,281.61,572.99,580.618,497.412,446.266
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,238.388,402.685,151.964,0.0,310.963,214.147,390.945,272.8
PWY-6182: superpathway of salicylate degradation,1.96534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6185: 4-methylcatechol degradation (ortho cleavage),1.95274,0.0,0.0,0.0,4.17964,0.0,0.0,0.0
PWY-621: sucrose degradation III (sucrose invertase),57.2225,75.7052,25.2731,444.429,0.0,33.1746,33.7123,0.0
PWY-622: starch biosynthesis,5.70447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6270: isoprene biosynthesis I,335.84,339.116,108.156,0.0,396.455,355.289,368.237,298.115
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,651.371,463.451,226.056,465.609,552.011,576.99,557.716,493.617
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),115.606,54.229,80.8545,207.518,85.793,23.9049,55.03,121.086
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli),0.0,0.0,0.0,0.0,0.0,12.0771,31.2195,0.0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli),0.0,0.0,0.0,0.0,0.0,17.5992,42.6953,0.0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian),10.2765,50.1592,56.7378,0.0,16.461,19.1648,10.3398,7.91012
PWY-6293: superpathway of L-cysteine biosynthesis (fungi),0.0,31.0351,49.313,0.0,11.1477,5.55584,0.0,0.0
PWY-6305: superpathway of putrescine biosynthesis,5.22208,0.0,0.0,0.0,0.0,0.0,6.63782,0.0
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",0.0,0.0,0.0,0.0,0.0,0.0,12.3694,0.0
PWY-6313: serotonin degradation,0.0,0.0,0.0,0.0,0.0,0.0,18.7412,0.0
PWY-6317: D-galactose degradation I (Leloir pathway),22.1364,59.4799,32.8701,345.351,0.0,26.9311,50.0268,87.1645
PWY-6353: purine nucleotides degradation II (aerobic),0.0,0.0,0.0,0.0,0.0,6.75928,0.0,0.0
"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis",7.44445,22.2526,13.4153,0.0,10.9216,0.0,58.5374,44.694
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),325.702,273.792,147.605,347.78,377.665,418.699,372.379,326.257
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),401.753,321.495,120.333,267.976,389.246,426.657,387.686,352.112
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),483.355,364.125,151.987,335.527,405.458,436.493,407.708,371.72
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants),7.86306,0.0,44.2825,0.0,0.0,0.0,10.5047,0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,5.32647,21.094,57.9222,210.932,0.0,0.0,29.7277,0.0
PWY-6527: stachyose degradation,6.29894,0.0,0.0,213.137,0.0,7.18637,53.3664,94.3699
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,20.9086,53.8921,79.8652,0.0,58.376,58.2986,105.967,0.0
PWY-6549: L-glutamine biosynthesis III,0.0,11.2491,0.0,0.0,0.0,12.4173,0.0,0.0
PWY-6562: norspermidine biosynthesis,2.31216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.0,0.0,0.0,0.0,0.0,3.8788,0.0,0.0
PWY-6606: guanosine nucleotides degradation II,0.0,0.0,38.3342,0.0,0.0,5.16836,2.27243,0.0
PWY-6607: guanosine nucleotides degradation I,0.0,0.0,0.0,0.0,0.0,3.396,0.0,0.0
PWY-6608: guanosine nucleotides degradation III,0.0,0.0,44.5017,0.0,0.0,5.43453,2.29641,0.0
PWY-6609: adenine and adenosine salvage III,601.193,423.597,213.636,639.076,438.456,531.661,395.93,383.863
PWY-6612: superpathway of tetrahydrofolate biosynthesis,0.0,0.0,0.0,0.0,0.0,12.2031,30.8226,0.0
PWY-6628: superpathway of L-phenylalanine biosynthesis,78.5795,144.471,125.885,0.0,26.7322,74.6437,184.544,167.507
PWY-6630: superpathway of L-tyrosine biosynthesis,119.518,173.943,127.806,0.0,42.4796,90.5143,198.072,178.73
PWY-6700: queuosine biosynthesis I (de novo),61.7311,76.6615,91.1638,366.858,9.5875,37.8809,28.7565,14.2483
PWY-6703: preQ0 biosynthesis,72.7618,37.0383,77.1552,234.651,0.0,32.9429,27.4408,40.6121
PWY-6731: starch degradation III,0.0,0.0,0.0,0.0,15.384,0.0,31.0305,21.2576
PWY-6803: phosphatidylcholine acyl editing,0.0,0.0,0.0,145.617,0.0,6.29182,0.0,0.0
PWY-6823: molybdopterin biosynthesis,661.947,419.015,229.927,159.162,616.245,640.283,433.507,389.106
PWY-6859: all-trans-farnesol biosynthesis,19.4077,88.1516,21.0077,0.0,9.31521,0.0,59.017,62.8858
PWY-6876: isopropanol biosynthesis (engineered),0.0,0.0,0.0,0.0,0.0,6.92119,4.08622,0.0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,0.0,0.0,0.0,0.0,0.0,0.0,36.3343,113.011
PWY-6897: thiamine diphosphate salvage II,343.879,324.429,162.14,0.0,379.263,320.341,270.044,295.098
PWY-6901: superpathway of glucose and xylose degradation,31.0098,91.7552,0.0,0.0,0.0,25.7208,53.9903,0.0
PWY-6902: chitin degradation II (Vibrio),0.0,0.0,0.0,0.0,0.0,2.92682,13.7359,0.0
PWY-6922: L-N&delta;-acetylornithine biosynthesis,20.5015,96.3438,74.783,0.0,7.31163,17.7701,58.0576,54.9025
PWY-6936: seleno-amino acid biosynthesis (plants),109.244,250.287,117.611,166.262,44.7357,84.2139,202.828,149.681
PWY-6969: TCA cycle V (2-oxoglutarate synthase),108.378,52.2061,73.468,0.0,31.9639,22.4159,17.7377,0.0
"PWY-6992: 1,5-anhydrofructose degradation",0.0,0.0,0.0,0.0,0.0,0.0,34.4793,0.0
PWY-702: L-methionine biosynthesis II,81.5275,88.8019,91.1398,238.083,58.4454,93.1368,177.675,69.9961
"PWY-7039: phosphatidate metabolism, as a signaling molecule",2.29742,32.4714,0.0,0.0,0.0,0.0,21.2067,24.4976
PWY-7094: fatty acid salvage,0.0,0.0,35.5134,0.0,0.0,0.0,0.0,0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered),111.571,165.971,188.278,521.0,60.0884,95.1762,270.246,212.836
