gene,logFC,AveExpr,t,pval,adj_pval,B
APOA4,-1.0701804920057,29.3379921725677,-3.6462837665594,0.00146760440509798,0.00805653668215246,-1.29493988022185
IGKV2D-28,-0.583817369735228,31.3337643422564,-3.62724183815192,0.00153596338122018,0.00834487321549521,-1.33842945601215
HBA2,1.61918829704993,35.5741626518868,3.61564510202334,0.00157912114005049,0.00849180449802661,-1.36489089157471
S100A6,1.4085741940067,27.165312198318,3.54587944927155,0.00186509825532307,0.00992835131874002,-1.52367668172015
MDH1,1.43230727355955,24.9458876579623,3.53368592928409,0.001920059520163,0.0100397832842109,-1.55135439327766
HBA1,1.54806881806801,35.6709349800865,3.53279588407094,0.00192413303928901,0.0100397832842109,-1.55337377805279
PNP,1.81439634388018,25.4935431508872,3.48535233132786,0.00215399452155171,0.0111289716946838,-1.66083375924095
HBG1,1.48444101788159,34.966884485339,3.47521310346361,0.00220650401998406,0.0111810347935731,-1.68375147203774
HBG2,1.48444101788159,34.966884485339,3.47521310346361,0.00220650401998406,0.0111810347935731,-1.68375147203774
MTPN,1.62533854938554,25.752591804511,3.44639807747695,0.00236267543764186,0.0118583805298787,-1.74878691951238
EPB41,2.45793340760925,26.8100242872829,3.43359897721588,0.00243546835434905,0.0121084134220939,-1.77762828539768
IGLV3-27,-0.843804715152366,29.5944959119097,-3.42119620752246,0.00250809924635779,0.0123283888557456,-1.80554884939832
RAB14,1.50532988375404,26.9487526819208,3.41810965574764,0.00252650094197444,0.0123283888557456,-1.81249286886585
CAPZB.1,1.3712399908268,25.0364613432773,3.40858937812051,0.00258409558502379,0.0124019852577198,-1.83390038898571
IGKV2-40,-0.513541408386018,30.8520289876225,-3.40679611307235,0.00259508706091643,0.0124019852577198,-1.83793091738649
AMBP,-0.747339621856536,29.1287891020535,-3.40402163103988,0.00261218285314401,0.0124019852577198,-1.84416565939198
SDCBP,-1.49593444699674,25.8526036832139,-3.38284740299727,0.00274633046388624,0.0129224656648933,-1.89170083901743
APOD,-0.809133487544343,28.9600499368227,-3.35379445760607,0.00294139766567217,0.0136044884346618,-1.95678528522005
RAB8A,1.13284468157381,27.0108079411895,3.35357716105823,0.00294290641660617,0.0136044884346618,-1.95727145921379
TALDO1,1.16146922458331,24.7157076696772,3.34523067817405,0.00300143347882808,0.0137543951594991,-1.97593867388645
VCP,1.59290948021537,27.5986877274297,3.31201789605539,0.00324578166723065,0.0147459218847461,-2.05008284549683
CLU,-0.827443482287034,30.9244161529758,-3.2914417648498,0.00340677489810657,0.0153079253705403,-2.09590412564655
PON1,-0.870399604570739,28.8418606491996,-3.28885198149375,0.00342758101275855,0.0153079253705403,-2.10166510265138
FCGR3B,-2.00031258468866,25.9264489065614,-3.2765353234631,0.00352823713787557,0.0156250501820204,-2.12904415048697
YWHAQ,1.40203324792981,27.8161741979289,3.26765381942646,0.00360259903844212,0.0158214141104916,-2.14876705131896
KNG1,-0.986003562524938,29.2309118081524,-3.24450391346658,0.00380366275175098,0.0165663658691964,-2.2000951307782
IGKV1D-16,-1.40243385418257,26.1099678090234,-3.22904456135594,0.00394396162890165,0.016984459635294,-2.23430595484521
CAPZA2,1.16211050443579,25.0512409163024,3.22686790963132,0.00396411486744055,0.016984459635294,-2.23911849392053
RAP2A,1.72689998356851,25.6090589744192,3.22003052497681,0.00402807366715682,0.0171193130854164,-2.25422888483324
JCHAIN,-0.663941450633981,32.5947713967307,-3.21067328075933,0.00411723005764714,0.0172803707896014,-2.2748908866381
GNAZ,1.22412598343211,24.5663317069818,3.20918874279226,0.00413154975235252,0.0172803707896014,-2.27816710016567
APOH,0.623375824109285,30.4579618713282,3.17688526866823,0.00445538368190158,0.0182445191985464,-2.34933081207302
A2M,-0.691825928519527,35.3088053414497,-3.1738001004501,0.00448756871796205,0.0182445191985464,-2.35611453571728
KATNAL2,1.57069454516209,27.0151778158698,3.1723437348306,0.00450283996648572,0.0182445191985464,-2.35931603205514
YWHAG,1.41592332814589,27.7926566263253,3.17157152928601,0.00451095762532181,0.0182445191985464,-2.36101334936038
YWHAH,1.38345275874399,27.9037527508241,3.16927672189244,0.00453516511387017,0.0182445191985464,-2.36605652429877
LDHB,1.27643752952266,26.9173612837669,3.14960810539604,0.00474787221811559,0.0188805789665919,-2.40922922386818
HLA-B.4,1.20868055979416,25.7496511679551,3.14806815637596,0.00476492789858962,0.0188805789665919,-2.41260545844233
RAB5C,0.973607242421604,24.995301058056,3.1306747670169,0.00496173278557227,0.0195056336928886,-2.45069883426632
F2,-0.777762017739977,29.0640942949132,-3.12629108057223,0.00501256134690827,0.0195056336928886,-2.46028775314541
RNH1,1.38122346406003,23.8305928020797,3.12447961336829,0.00503371192074546,0.0195056336928886,-2.46424877359289
HLA-C,1.29407440640881,26.0782567219037,3.11291621814042,0.00517077315385744,0.0198904923509698,-2.4895142971986
ICAM3,-1.21847025681863,24.320280469348,-3.05999158281442,0.00584546867486854,0.0222614221609515,-2.60471425814048
S100A9,-1.53311791336898,28.776672489946,-3.05806189069899,0.00587160850165514,0.0222614221609515,-2.60890069282521
C9,-0.838207082075154,27.6120134588911,-3.03909616244362,0.00613458923029289,0.0230923466026025,-2.64999327967606
ACP1,1.33364669840125,23.9772026693937,3.02218496030489,0.00637862219656929,0.0237538212490357,-2.68655186932462
C8B,-1.11645886685692,27.0765227023307,-3.02070210397794,0.00640046037450299,0.0237538212490357,-2.68975375069524
PGD,1.01952865181816,24.718309587965,3.01400548477767,0.00649998167625107,0.0239544779257644,-2.70420593617035
HBB,1.41414792742761,36.1531644711846,3.00298580169247,0.00666699894229052,0.0243993641846326,-2.72796062056119
IGLC7,-0.519797831960445,34.1418327701096,-2.99208219956497,0.00683631486829841,0.0248464685213328,-2.75143141831323
RAB10,1.11163985486578,27.0527142130581,2.96813256250706,0.00722284315935201,0.0260714955135514,-2.80286554631419
HBD,1.38190666983533,35.8372989830771,2.94276012190076,0.00765519520418953,0.0273997854265578,-2.85717321816729
GNG11,1.43480183809949,24.3019928089697,2.93980812829699,0.0077070808448239,0.0273997854265578,-2.86347936407899
RAB1B,1.14544626252059,27.345619038284,2.93756071108505,0.00774680840333417,0.0273997854265578,-2.86827862744288
PSMA4,1.6675240820513,24.9228774925722,2.90921521191025,0.00826502407198908,0.0290377845729216,-2.92867854961519
IGHV1-2,-1.21349421447451,25.9791944898699,-2.90030170980762,0.00843472996006284,0.0294377661520074,-2.9476212183805
SNCA,1.70117978670292,25.1880667280946,2.8874782425801,0.00868473742066424,0.0301108988203293,-2.9748300735285
ARPC4,1.46311856560836,24.8751135029726,2.8701801686878,0.00903322719097135,0.0311144492133457,-3.01145159293847
GCLC,1.0885450351762,24.3154084802456,2.86233433435303,0.0091956583110984,0.0314682592853822,-3.02803067846142
IGHM,-0.531860082664117,36.0851117134598,-2.85541251286171,0.00934127205571577,0.0317603249894336,-3.04264089606368
CFHR3,-1.02719318101656,28.0924438800975,-2.85248091780197,0.00940360499444688,0.0317673066158558,-3.04882411473114
YWHAE,1.2468168188513,28.0096226832409,2.84212056775801,0.00962708682370468,0.0323151258349832,-3.0706535646449
YWHAB,1.28835294447762,27.9001585968952,2.83644179655922,0.00975172323179742,0.0325263173617547,-3.08260405027249
PRKAR1A,1.02660856844484,25.0548644587897,2.82987875979981,0.00989768394236367,0.0328055310542494,-3.09640226551509
APOC3,-1.04756661855235,31.764485331679,-2.82387152803157,0.0100331070683938,0.0330465464065222,-3.10901954316156
CDC42,1.47881019929573,26.5932033791328,2.81386591161571,0.0102625945166117,0.0332499933480838,-3.13000832939753
RAB8B,1.07057942051912,26.9834366905599,2.81315431661705,0.0102791045857586,0.0332499933480838,-3.13149977564147
PROS1,-0.834026328531368,29.138028377244,-2.8129369206226,0.0102841535402991,0.0332499933480838,-3.131955386617
IGHV1-18,-0.622505337159243,27.432108749779,-2.75291348197499,0.0117721934905374,0.0378289388384952,-3.2571375101301
TAOK3,1.07222838175621,24.6354483484857,2.74517158819235,0.0119783869210982,0.0381022709894539,-3.27319303010935
GNB4,0.846221129918593,27.4475685518401,2.74429850827498,0.0120018538600556,0.0381022709894539,-3.27500234242364
ITIH3,-0.933195015532337,25.7869967074653,-2.73210329456836,0.0123342327932858,0.0389229980961774,-3.30024667904459
MIF,1.29260530218012,26.1340049295139,2.72345972649625,0.0125750755330471,0.0394468143209275,-3.31810697061673
GP1BA,2.23281998408982,25.9874667754212,2.71358904291732,0.0128555577898677,0.0399861707452231,-3.33847005815003
HBD.1,1.29561665139672,35.8118632055225,2.70935548143635,0.0129776635582502,0.0399861707452231,-3.34719305430008
IGKV4-1,-0.440808624015247,31.6057504458226,-2.70909546516734,0.0129851987042629,0.0399861707452231,-3.34772859018761
ABRACL,1.20324847662536,24.8768354559282,2.70684755470429,0.0130505149301297,0.0399861707452231,-3.35235741779113
HLA-C.1,1.43312925420717,25.7457379293437,2.69945175825737,0.0132676112496644,0.0404163649050473,-3.36757362436925
RALA,0.810730637073898,25.0721750557722,2.67600335612962,0.01397871560932,0.042337834058113,-3.41568379773408
RAB13,1.30893688959498,27.0118899793474,2.66836369188798,0.0142180724121474,0.0428090236497742,-3.43131437353829
TPI1,1.20107977572419,26.4897851981045,2.66587894944377,0.0142967517312339,0.0428090236497742,-3.43639338896688
SOD1,0.810078254649305,26.7019143471492,2.65668081396081,0.0145916013523135,0.0434450503540633,-3.4551749040305
KLKB1,-0.688129895744044,27.8024797937818,-2.62291172686814,0.0157239899027717,0.0465536105548353,-3.52385115033957
DBNL,1.17608595898307,24.418055597945,2.61604668410789,0.0159640987775776,0.0470004472390135,-3.53775879810173
KRAS,1.17132771988729,25.0374427615426,2.6110048388675,0.0161426328460652,0.0472339071160955,-3.5479611804099
RHOC,1.74387349774199,25.5749894805621,2.60771752616365,0.016260047684306,0.0472339071160955,-3.55460783025193
RHOA,1.047765134357,26.0612930655872,2.60398760795362,0.0163942436950796,0.0472339071160955,-3.56214424588118
GLIPR2,1.26243772523158,26.1667014966092,2.60377547650862,0.0164019070251337,0.0472339071160955,-3.56257269945188
PPIA,1.12158685493782,28.7936055671823,2.5697018654821,0.0176774753437568,0.0503759225002107,-3.63116087599788
GAPDH,1.12778389352003,28.6252637539507,2.56952978499879,0.0176841473672466,0.0503759225002107,-3.63150608257251
FCGBP,-0.795413245695169,27.3247693004572,-2.56612951547811,0.017816470328459,0.0504799992639671,-3.63832482464537
TXN,1.299672229919,26.0680558236568,2.56306522958652,0.0179365131121548,0.0505483551342545,-3.64446578579353
FLOT1,0.924679727992096,25.394350366815,2.54557058967147,0.0186365072636461,0.0522416985528804,-3.67945246573934
RAB1A,1.16990556785082,27.241256823792,2.54026491375022,0.0188538020975368,0.0524574298244944,-3.6900382064756
FLNA.1,1.2834412396501,28.1886044255128,2.53573835980885,0.0190410600613999,0.0524574298244944,-3.69906027027861
C4B,-0.457111496315679,31.1092074804354,-2.53537507581215,0.0190561638656283,0.0524574298244944,-3.69978397891435
C7,-0.711906432323544,25.9753323089221,-2.53404339765665,0.0191116252871023,0.0524574298244944,-3.70243638562476
GNB1,0.885374416987659,27.7174285221852,2.51844312194014,0.019772684321595,0.0539906976035262,-3.73345364836505
SERPIND1,-0.698402199650331,27.3288909110009,-2.50700927331137,0.0202706957339722,0.0547668336729018,-3.75612218154802
UBA1,0.636972752047537,24.0740233506966,2.50428484762574,0.0203910762679145,0.0547668336729018,-3.76151542845083
IGHV1OR15-1,1.59086752184632,27.3408262935006,2.50418857958431,0.0203953421170618,0.0547668336729018,-3.7617059421823
C4A,-0.454445810218413,31.1050174130969,-2.50244807695159,0.0204726114488836,0.0547668336729018,-3.76514970544677
CNN2,1.09700672887463,24.3778491195336,2.49766693832155,0.0206862777051218,0.0548577429279802,-3.77460305228856
C3,-0.538649505205562,32.4909219033034,-2.49703256353863,0.0207147833826718,0.0548577429279802,-3.77585661724109
PARVB,1.08839023091478,27.2084853616192,2.49286946707255,0.0209027636755626,0.0550787822851077,-3.78407889890512
PIP4K2A,0.970092920036179,24.2197328625539,2.49056888240343,0.0210073255479411,0.0550789082774376,-3.78861946683397
IGLV3-21,-0.89219620006957,28.1431723690512,-2.48758108853767,0.0211438492801953,0.0551624186666481,-3.79451296575336
PGAM1,0.887760162587135,24.9530754312858,2.47637274947478,0.0216634063763187,0.0558086264175232,-3.81658747456723
ZYX,1.44888820353889,25.491875632691,2.47492466158045,0.0217313927726901,0.0558086264175232,-3.81943548627676
IGHV3-35,-1.30683364341011,28.5484205725341,-2.47467325841784,0.0217432161469254,0.0558086264175232,-3.81992983829277
IGKV3D-20,-0.464634540970084,28.9423445488161,-2.4731467321698,0.0218151367021058,0.0558086264175232,-3.82293096783418
ADAM10,0.945613954353298,25.6942843587894,2.46717451590019,0.0220986449560281,0.0562608014097915,-3.83466253934532
SPP2,0.903850991393643,24.9212067647437,2.46306098783429,0.0222959097660802,0.0564901175323284,-3.84273394917571
GNB2,0.781950964460353,27.5613829992696,2.45995592833451,0.0224458972875248,0.0565980280886393,-3.84882168493053
GP5,1.5280118498685,25.4076346543045,2.45740571941128,0.0225697846968731,0.0566394120726293,-3.85381843157514
RAC2,1.24078899027059,27.2509329495424,2.44586332434273,0.0231384997709165,0.0576156737641407,-3.87639824966105
HLA-B.2,1.36282744852974,25.494474403069,2.44508223482418,0.0231774626906979,0.0576156737641407,-3.87792413360679
C1RL,-1.2800757526973,27.5188376143931,-2.44253136038202,0.023305132486069,0.0576610554937014,-3.88290546926779
APOL1,-0.723244466332801,29.2307916118905,-2.41863648040596,0.024533173549997,0.0604158058918151,-3.92942653338649
PGLYRP2,-0.87192906684212,25.7143871092319,-2.41020978448819,0.0249803795460092,0.0609676437986812,-3.94577135508493
IGLV4-69,-0.997189529008192,27.8438190774206,-2.40852072341825,0.0250709223412032,0.0609676437986812,-3.94904367190862
IGHA2.1,-0.478178014045873,33.5817425519253,-2.40789904932183,0.025104323917104,0.0609676437986812,-3.95024775160995
DEFA3,1.23149274178547,26.836878289229,2.40098978532838,0.0254783332435228,0.0615921175198925,-3.96361802153446
AHSP,1.0981242989998,24.3945703118517,2.39054711855664,0.0260534129270184,0.0626947425230077,-3.98378449284599
HPR,-0.510219838708103,33.8951732319272,-2.38696585507606,0.0262533836687492,0.0628887872428674,-3.99068896943116
HSP90AB1,1.08881389230425,25.2179520485518,2.36783651889556,0.0273457749575251,0.0652091556679446,-4.02746886192001
WDR1,1.00107177647027,28.0156901735168,2.35641116244729,0.0280180960343394,0.0664910089478584,-4.04935504132106
DIAPH1,0.896822659618713,24.6476201440775,2.35443925395094,0.0281356641278414,0.0664910089478584,-4.05312619108254
HAGH,0.943538565806672,23.8543121767441,2.35230773729147,0.0282632599577838,0.0664943660613933,-4.05720052218782
IGHG3,-0.530132367201879,35.2880624301479,-2.3343427461355,0.0293600588188449,0.0687677822112501,-4.09145465663208
CAPN1,0.859603607003038,24.5591810951766,2.33127727862749,0.0295510812472969,0.068908937244803,-4.09728430133058
YWHAZ,1.01058247338825,29.6257024660963,2.31176985917868,0.0307937133634214,0.0714902508481193,-4.13427618961658
PZP,-0.407716075776356,34.1493321093579,-2.30409315616015,0.0312957578813363,0.0723371245765975,-4.14878310163482
ALDOA,1.12619087256148,27.0554164443279,2.28741318916993,0.0324126069917068,0.0745914580114824,-4.18020469133713
HBE1,0.882241904430664,35.6298614405356,2.27631539905648,0.0331758119332316,0.0757759733529982,-4.20103485941153
ST13,1.23468510476127,25.3196072160324,2.27575340408463,0.033214895340688,0.0757759733529982,-4.2020880842391
SHROOM3,-1.17961687681881,26.2057378854583,-2.2694466500441,0.0336563936099471,0.0764522389329402,-4.21389670727585
FCER1G,0.566081595786613,26.3228685776102,2.24925165108367,0.0351065038531702,0.0790868637410588,-4.2515757399101
APOB,-0.563658426355829,29.4002676512982,-2.24876745987576,0.0351419620822369,0.0790868637410588,-4.25247661045507
IGHA1,-0.45633639366563,33.9291478201159,-2.24678937435392,0.035287161125584,0.0790868637410588,-4.25615574360603
IGHV3-72,-0.358535611758966,33.0513090570831,-2.24503349578338,0.0354165082407777,0.0790868637410588,-4.25941992790542
CFH,-0.460747292536261,29.8952658601693,-2.24023318507234,0.0357723370813899,0.0792468856861178,-4.26833575942559
HSP90AA1,0.927831363700104,25.7653245807227,2.23949869816427,0.0358270688086566,0.0792468856861178,-4.26969892464664
HLA-A.2,0.997917740699165,25.8919331224659,2.23799591745323,0.0359392897134386,0.0792468856861178,-4.27248714550656
IGLL5,-0.394410487704426,34.8209639523046,-2.23073460057992,0.0364860653166789,0.0799405258026112,-4.28594342455658
APOA1,-0.422960025242986,33.9458586588872,-2.22979666485595,0.0365572423499607,0.0799405258026112,-4.28767959668392
C8G,-0.634258315778986,26.3383047222945,-2.22372941144943,0.037020734267005,0.0806195328872382,-4.298899563929
IGHA2,-0.432716666447461,33.6800633642782,-2.19747009515394,0.0390891042567388,0.0846618504008226,-4.34724156859259
