gene,baseMean,log2FoldChange,lfcSE,stat,pval,adj_pval
FAM216B,8.86591736,-0.938107268,0.262382397,-3.575343763,0.000349768,0.034837721
TMX3,20.12751236,-0.936730929,0.259090184,-3.615462822,0.000299812,0.031879267
CTNNB1,14.8519265,-0.933468745,0.224285159,-4.161972851,3.16e-05,0.011055753
C9orf78,9.168969808,-0.931706689,0.249643568,-3.732147785,0.000189854,0.025522961
PPP1CB,23.15623445,-0.930264356,0.24405247,-3.81173916,0.000137992,0.023068799
SVIL,8.252849944,-0.9262947,0.305699311,-3.030084355,0.002444854,0.091580688
CNN3,6.04385894,-0.925658853,0.252131947,-3.671327108,0.000241294,
THRA,12.03267615,-0.923176698,0.226991197,-4.067015413,4.76e-05,0.013034269
ZBBX,9.386348763,-0.921809372,0.234539506,-3.930294674,8.48e-05,0.017184197
CYSLTR1,6.906397367,-0.916645463,0.330109983,-2.776788075,0.005489896,
IRAK1BP1,6.514043426,-0.915973174,0.291192989,-3.145588007,0.001657533,
CALM1,13.3954161,-0.915247192,0.230356634,-3.973174883,7.09e-05,0.015776949
COL4A2,18.21554214,-0.914928723,0.299546095,-3.054383738,0.002255234,0.088028352
NTN1,9.136088493,-0.911627168,0.288953608,-3.154925712,0.00160539,0.074033003
SMTN,16.03221054,-0.908652341,0.199346111,-4.558164384,5.16e-06,0.006120073
MRGPRF,8.275330095,-0.906809971,0.257757611,-3.518072536,0.000434694,0.038448647
CD274,14.83163997,-0.904711096,0.220683253,-4.099591079,4.14e-05,0.012512184
PALLD,16.93009619,-0.902558063,0.238534206,-3.78376787,0.000154472,0.023068799
PDIA6,13.85804425,-0.900563625,0.229374073,-3.926178806,8.63e-05,0.017184197
MYO1C,14.36880843,-0.9004084,0.237002473,-3.799151923,0.000145192,0.023068799
FAM221B,7.512611733,-0.898687142,0.269383608,-3.336086956,0.000849666,
OBSCN,14.14470724,-0.897522837,0.246870853,-3.635596619,0.000277338,0.030326224
DSTN,20.09593911,-0.894338409,0.216300783,-4.134697977,3.55e-05,0.01191281
RBM42,8.473398661,-0.89374541,0.257685823,-3.468353054,0.000523659,0.042812293
NR0B2,8.861958506,-0.893076134,0.255246817,-3.498872763,0.000467229,0.040270497
GANAB,7.443017973,-0.893005933,0.265657845,-3.361489032,0.000775234,
SHROOM2,7.864987433,-0.892786526,0.250145672,-3.569066447,0.000358256,0.034959394
RBP1,8.290858344,-0.89184515,0.275455543,-3.237709944,0.001204932,0.065878187
NPB,9.390574781,-0.890995379,0.285108189,-3.125113253,0.001777366,0.077021436
NHEJ1,8.474383565,-0.8903619,0.275260996,-3.234609745,0.001218091,0.065970848
TLE6,12.29173918,-0.88692339,0.237216392,-3.73887901,0.000184843,0.025522961
ATP5F1D,11.01936844,-0.886204819,0.254660684,-3.4799436,0.000501519,0.042485853
CLDN11,6.555391783,-0.885279219,0.318092399,-2.783088254,0.005384416,
CEP250,7.707505585,-0.882955553,0.276899951,-3.188716896,0.001429058,0.070393641
MUSTN1,7.974726862,-0.881432758,0.232515053,-3.790863197,0.000150125,0.023068799
DMPK,13.37207306,-0.881001128,0.203792711,-4.323025698,1.54e-05,0.008474603
TLCD2,8.506207708,-0.880112077,0.284249834,-3.096262414,0.001959768,0.081443961
DLG4,8.627625855,-0.879904338,0.402982688,-2.183479255,0.029000535,0.288849666
LMOD1,15.74393337,-0.879739194,0.223525448,-3.93574514,8.29e-05,0.017050037
SMIM17,15.55548915,-0.8777642,0.225914841,-3.885376439,0.000102171,0.019940245
KMT2A,6.333816422,-0.877504681,0.287516218,-3.052018024,0.002273085,
GNAI2,14.77954758,-0.876202942,0.217777097,-4.023393425,5.74e-05,0.014445648
DDX17,20.72703134,-0.874732576,0.285259635,-3.066443578,0.002166217,0.085418751
KATNA1,7.837530333,-0.873882368,0.281498356,-3.104395986,0.00190668,0.080320179
TMEM106C,74.71087661,-0.873153081,0.254123959,-3.435933729,0.000590515,0.044850081
WBP2,10.75632147,-0.872693343,0.251856421,-3.465043059,0.000530147,0.043020001
PNO1,10.9303461,-0.871390832,0.246387902,-3.536662417,0.000405217,0.036968282
MPL,9.831571751,-0.870477393,0.253513039,-3.433659255,0.000595492,0.045006372
CHMP3,13.82785261,-0.869484204,0.21274972,-4.086887657,4.37e-05,0.012571812
S100A6,32.89174368,-0.865943321,0.265944404,-3.256106569,0.001129513,0.062643305
PKD1,20.94176059,-0.864896797,0.228190117,-3.790246518,0.000150498,0.023068799
MAZ,124.8441687,-0.864858075,0.370295272,-2.335590379,0.019512601,0.244904549
PLA2G2A,17.17146311,-0.862540436,0.257705931,-3.346994896,0.000816927,0.053061237
SORBS2,16.09026953,-0.860697843,0.315317754,-2.729620617,0.006340725,0.145046433
PPP1R1A,17.98970851,-0.858060509,0.273449989,-3.137906546,0.001701591,0.075172301
PLXNA4,9.847682092,-0.856761024,0.24755451,-3.460898461,0.000538376,0.04345905
IL17RB,8.036216746,-0.856184246,0.252678594,-3.388432048,0.000702934,0.049487868
ALDH1B1,11.02465503,-0.855396815,0.248905093,-3.436638461,0.000588981,0.044850081
COPZ2,9.761524358,-0.854944486,0.239356384,-3.57184743,0.000354472,0.034959394
COX6C,11.02990028,-0.853485543,0.231707517,-3.683460751,0.000230089,0.027322953
KPNA3,22.80745459,-0.85272248,0.225471909,-3.781945538,0.000155607,0.023068799
MTSS2,11.40683434,-0.851725621,0.205979106,-4.135009785,3.55e-05,0.01191281
CPXM1,6.982888921,-0.851667045,0.243342422,-3.499870826,0.000465484,
GFRA3,11.28186438,-0.851202285,0.232122794,-3.667034462,0.00024538,0.0284456
MCAM,22.48956266,-0.850430405,0.269611639,-3.154279275,0.00160895,0.074033003
MYOG,7.648152517,-0.850190831,0.266882184,-3.185641014,0.001444337,0.070612561
HNRNPUL1,17.77742976,-0.848783484,0.206719471,-4.10596776,4.03e-05,0.012512184
COL6A1,32.68907911,-0.846799656,0.308100859,-2.748449514,0.005987786,0.140524287
ECSIT,5.838858554,-0.841847192,0.300079221,-2.805416482,0.00502516,
CCR2,11.88169477,-0.841533281,0.276097324,-3.04795885,0.002304015,0.089254521
WFDC1,9.602436645,-0.840764082,0.25479274,-3.299796068,0.000967551,0.058546734
WDR76,7.944412622,-0.837956512,0.343045173,-2.442700199,0.014577842,0.214466758
TMSB10,12.82148996,-0.836267451,0.225260784,-3.712441358,0.00020527,0.025522961
APLP2,15.9488078,-0.836055188,0.197786118,-4.227067081,2.37e-05,0.009865732
TBC1D13,31.32508226,-0.834739476,0.262808209,-3.176230605,0.001492023,0.071474197
RPLP2,28.42019921,-0.833474359,0.248160698,-3.358607402,0.000783363,0.052285224
SFRP5,6.389573879,-0.832331862,0.326711883,-2.54760205,0.010846612,
TNC,11.04583828,-0.832253323,0.284160648,-2.928812723,0.003402594,0.105016067
AKAP8L,7.985001526,-0.829999316,0.245215408,-3.384776357,0.000712363,0.049923673
IGFBP7,21.17206911,-0.829866385,0.247314802,-3.355506341,0.000792198,0.052439346
ATP2B4,17.75125318,-0.829725028,0.20310319,-4.085238786,4.4e-05,0.012571812
PPDPF,20.71541176,-0.826293189,0.327543953,-2.522694074,0.011645967,0.197315951
C10orf99,11.10471825,-0.825656867,0.234267001,-3.524426673,0.0004244,0.037913886
ZFP91,7.784938947,-0.825408853,0.240851107,-3.427050283,0.000610176,0.0454478
PFN1,24.65353598,-0.825057537,0.226618755,-3.640729285,0.000271867,0.030155709
RPS4Y1,9.684047254,-0.823343245,0.39781546,-2.069661255,0.038484077,0.320832743
NFKB2,26.11609784,-0.822486769,0.330315831,-2.490001058,0.012774271,0.203315452
TASOR,10.24955222,-0.822362162,0.255780838,-3.215104647,0.00130397,0.068616402
AHNAK,49.59249807,-0.819240524,0.345263243,-2.372799711,0.017653834,0.233914518
SERF2,11.38475331,-0.819053531,0.297818464,-2.750177142,0.005956306,0.14023837
RAP1A,17.81561967,-0.818932389,0.242697393,-3.374294133,0.000740052,0.051183501
ARF1,11.70141394,-0.818486007,0.223569064,-3.660998489,0.000251234,0.028549843
LY6K,8.669922793,-0.814896972,0.254523078,-3.201662411,0.00136637,0.069985491
LGALS1,19.60144236,-0.814780795,0.187464613,-4.346317857,1.38e-05,0.00845276
CLN6,8.592951116,-0.808807162,0.250143179,-3.233376838,0.001223361,0.065970848
VPS37C,8.331914212,-0.807602206,0.278425627,-2.900602993,0.003724454,0.109088593
NDUFS8,8.821932661,-0.807131446,0.246141839,-3.27913145,0.001041271,0.060582338
PLAAT1,9.071717387,-0.805797017,0.257021582,-3.135133675,0.001717758,0.075454119
OR2W1,4.861476035,-0.80519282,0.381635376,-2.109848484,0.034871409,
SPARC,19.23309088,-0.804310695,0.374181358,-2.149521024,0.031593121,0.296652098
RNF181,19.31999827,-0.802240781,0.236297864,-3.395040338,0.000686185,0.049111532
RAB23,13.14335072,-0.802171626,0.26004207,-3.084776345,0.002037053,0.082897977
PURA,8.227121843,-0.801648959,0.280428415,-2.8586581,0.00425437,0.117762808
SLMAP,14.9206001,-0.801271762,0.225791284,-3.548727597,0.000387097,0.03620272
ATP5PF,13.4019811,-0.800620349,0.217825318,-3.67551558,0.00023737,0.027725483
EXOC3,10.10253867,-0.800357075,0.217690854,-3.676576495,0.000236385,0.027725483
SPEG,8.574639247,-0.800241908,0.245021002,-3.266013534,0.00109073,0.061826767
ZSCAN10,7.085063673,-0.799023187,0.284763424,-2.805919296,0.005017326,
ATP5MC1,10.79624727,-0.798972463,0.225723539,-3.539606313,0.000400724,0.036775998
SRSF5,35.04373305,-0.798351286,0.259276249,-3.079153178,0.002075899,0.083133022
LAMA4,12.71603982,-0.798016604,0.26766075,-2.981447984,0.002868888,0.098997606
PLEC,39.488834,-0.797006679,0.268692625,-2.966239499,0.003014656,0.101043414
PBXIP1,10.27821173,-0.796969248,0.269616803,-2.955933155,0.003117246,0.101682246
ACADVL,19.58148231,-0.793396883,0.268922755,-2.950277981,0.003174881,0.102192736
COL3A1,14.08985225,-0.793376983,0.403232259,-1.967543436,0.049120594,0.354228864
GNAS,17.06347289,-0.792715224,0.221738624,-3.574998397,0.00035023,0.034837721
CPNE7,8.749381101,-0.792465266,0.368436549,-2.150886681,0.031485145,0.29655632
STARD13,10.29965482,-0.791194244,0.212988161,-3.714733434,0.000203418,0.025522961
DELE1,34.20586162,-0.787388787,0.234870968,-3.352431308,0.000801051,0.052701733
OR51G1,10.86307159,-0.785412189,0.354113364,-2.217968226,0.026556999,0.281994359
COX8A,14.99644331,-0.784548928,0.204884019,-3.829234368,0.000128543,0.022780103
CDRT15L2,8.403916291,-0.784318821,0.250713442,-3.128347705,0.001757921,0.076780804
CD44,31.87590916,-0.78371427,0.236393889,-3.315289893,0.000915481,0.056686309
THEM6,9.015828533,-0.780091337,0.275983766,-2.826584144,0.004704738,0.124421361
CST6,7.349246896,-0.778323219,0.378026241,-2.058913204,0.039502554,
LRRC61,8.359191861,-0.777867815,0.25731047,-3.02307098,0.002502235,0.092087075
SLC12A8,9.247357377,-0.777309339,0.307380131,-2.52882103,0.011444637,0.196611543
RAP1GAP,7.290987983,-0.776592269,0.308058905,-2.520921343,0.011704801,
STING1,7.838245801,-0.775252,0.254925621,-3.041090953,0.002357226,0.089516533
IGFBP4,18.2518623,-0.774881696,0.263396917,-2.941878384,0.00326228,0.104290494
FIGNL2,9.990376299,-0.774444144,0.23746295,-3.261326211,0.001108924,0.062399226
IFT22,8.909795298,-0.773648924,0.257490961,-3.00456731,0.002659589,0.095140473
ARHGAP10,10.55445693,-0.773512506,0.216926745,-3.565777499,0.000362779,0.035178161
CNTNAP3,12.64863771,-0.77334219,0.243357638,-3.177801184,0.001483965,0.071474197
PRKACG,9.095293094,-0.772854832,0.261066546,-2.960374831,0.00307265,0.101443491
CD63,15.2605422,-0.772805163,0.244874757,-3.155920075,0.001599927,0.074033003
EIF3G,11.75447494,-0.771589303,0.231873243,-3.32763407,0.000875868,0.055570756
C1orf21,7.880505151,-0.77100686,0.260531855,-2.959357353,0.003082814,0.10156159
SNAPC4,8.872471032,-0.770222134,0.262247478,-2.937004921,0.003313988,0.104577765
FHL1,17.69906688,-0.768986938,0.255667296,-3.007764198,0.002631773,0.094695856
PDIA4,10.1960297,-0.767240366,0.249392888,-3.076432421,0.002094938,0.083678113
AIG1,4.735275817,-0.765196439,0.332882322,-2.298699539,0.021522007,
NEU4,11.47785456,-0.762890351,0.230440206,-3.310578324,0.000931034,0.057189964
SLC22A5,3.923646507,-0.762499351,0.358581877,-2.126430254,0.033467451,
KRTAP10-5,5.092734514,-0.76244067,0.290680999,-2.62294637,0.008717299,
PCBP2,11.1695433,-0.760682993,0.242060882,-3.142527555,0.001674959,0.075172301
ZNHIT1,11.48429952,-0.760615213,0.217300678,-3.500289191,0.000464754,0.040270497
TIGD5,6.652411357,-0.760107985,0.280966937,-2.705328939,0.006823678,
UBAP2,8.479328641,-0.759818515,0.255736138,-2.971103423,0.002967318,0.100451088
MRPL4,18.47838782,-0.759775614,0.240525595,-3.158813994,0.001584126,0.074033003
VPS28,9.874560466,-0.758621235,0.245079976,-3.09540277,0.001965458,0.081460837
PODXL,10.78674287,-0.758278091,0.295430616,-2.566687574,0.010267508,0.186900157
DDR2,8.197579684,-0.757818268,0.241711421,-3.135219113,0.001717258,0.075454119
WDR25,8.905371775,-0.756376845,0.25357272,-2.982879403,0.002855505,0.098997606
EXOC3L4,6.59758665,-0.755329468,0.289950792,-2.605026398,0.009186718,
SLC25A16,8.647118079,-0.754375727,0.262552344,-2.873239351,0.004062862,0.114937987
DHX36,11.96017799,-0.753701015,0.224234419,-3.361219116,0.000775992,0.05203356
NTNG2,7.995416474,-0.753215647,0.272440191,-2.76470092,0.005697501,0.137157679
NHS,6.260905214,-0.753110971,0.287507649,-2.619446733,0.008807253,
METTL6,8.154585186,-0.751135058,0.23376593,-3.213193029,0.00131268,0.068839815
PGM5,15.83393771,-0.750841767,0.240464041,-3.122470049,0.001793404,0.077021436
NKX1-2,16.80588356,-0.750410674,0.256541471,-2.925104743,0.003443403,0.105352777
NAP1L3,8.282970991,-0.750250811,0.251840641,-2.979069655,0.00289125,0.0995029
RPL37A,71.90364502,-0.749239448,0.270302766,-2.771852689,0.005573825,0.135547698
NID1,11.38425438,-0.748880519,0.214045378,-3.498699783,0.000467533,0.040270497
CMTM1,9.891812786,-0.748183149,0.236627275,-3.161863524,0.00156763,0.074033003
VSX2,5.976523537,-0.748094266,0.300404067,-2.490293401,0.012763768,
RUNX2,8.574757342,-0.746715542,0.252585298,-2.956290594,0.003113636,0.101682246
TGFBR3,9.758038686,-0.746684975,0.229158893,-3.258372232,0.001120533,0.062595584
CLEC3B,8.58377904,-0.745678744,0.282121834,-2.643108947,0.00821486,0.166179526
VPS33B,10.72371697,-0.745346215,0.233005389,-3.198836808,0.001379833,0.069985491
SYNPO2,17.30305789,-0.74521766,0.277838691,-2.682195402,0.007314072,0.157327716
ARHGDIA,15.57100455,-0.744012277,0.214053587,-3.475822506,0.000509289,0.042522447
ATP5F1B,12.75729018,-0.74357496,0.24146184,-3.079471941,0.002073679,0.083133022
OPRPN,8.964947023,-0.743329065,0.3780894,-1.966014029,0.04929699,0.3550028
CNBP,13.24837828,-0.742907221,0.235455925,-3.15518593,0.001603959,0.074033003
SLC46A1,7.279576385,-0.741475443,0.26243995,-2.825314677,0.00472342,
SELENON,6.622491705,-0.741388895,0.290175314,-2.554968871,0.010619729,
HSPG2,16.52218959,-0.740940167,0.220443175,-3.361139067,0.000776217,0.05203356
WDFY4,8.912517666,-0.740344634,0.25837682,-2.865367859,0.004165251,0.116913719
RNF220,11.23155016,-0.7402804,0.270939386,-2.732273114,0.006289898,0.144501895
ALDOA,26.00436886,-0.7392084,0.229660318,-3.218703202,0.001287717,0.067993219
NOL7,10.15234572,-0.738051619,0.241081779,-3.061416012,0.002202928,0.086204928
TMEM256,9.629560257,-0.737220995,0.308045891,-2.393218076,0.016701311,0.227540428
PABPN1L,8.678811495,-0.736085889,0.258811749,-2.844097655,0.00445374,0.120585978
WNK2,9.345251307,-0.736041708,0.246878244,-2.98139559,0.002869379,0.098997606
MRPS14,12.26595219,-0.735049056,0.219063854,-3.355410052,0.000792474,0.052439346
TIMP1,6.878955702,-0.734451635,0.277069284,-2.650786927,0.008030448,
VWF,11.77010581,-0.733947066,0.247822703,-2.961581232,0.003060637,0.101263752
RTL5,8.813008711,-0.733362202,0.232016714,-3.160816257,0.001573277,0.074033003
CHAC1,12.00130578,-0.733223426,0.230339192,-3.183233478,0.001456401,0.070612561
CACNA1S,6.655961834,-0.73266312,0.274585426,-2.668252026,0.007624704,
CNTFR,8.90205625,-0.73216927,0.255650624,-2.863944782,0.004184009,0.117076329
NSG2,9.750854108,-0.732160891,0.232118291,-3.154257638,0.00160907,0.074033003
MYOCD,15.30397934,-0.731568757,0.201071981,-3.638342615,0.000274398,0.030219085
CHRFAM7A,18.05708802,-0.731539164,0.21861362,-3.346265277,0.00081908,0.053061237
FGD3,11.6931858,-0.731535786,0.243182338,-3.008178111,0.002628191,0.094695856
EDC4,7.579227412,-0.731417883,0.262197243,-2.789571219,0.005277789,0.131671435
VAMP8,17.54090274,-0.730539938,0.239900521,-3.045178622,0.002325422,0.08940985
RPS23,45.70607818,-0.730308503,0.222335832,-3.284708982,0.001020878,0.060075918
SPARCL1,12.34549871,-0.7298459,0.280404244,-2.60283471,0.009245652,0.179528157
CRYZL1,10.47863041,-0.729360423,0.222957252,-3.271301635,0.001070537,0.061131605
NDUFA4,10.48625679,-0.728973136,0.212094729,-3.437016753,0.000588159,0.044850081
MGAM,7.431652918,-0.728951736,0.260010366,-2.803548748,0.005054359,
FBXW7,10.09827704,-0.727788272,0.24641258,-2.953535377,0.003141566,0.101971925
SMAD4,10.69757503,-0.727397596,0.226890711,-3.205938192,0.001346229,0.069589837
DALRD3,7.609778023,-0.727194282,0.261898683,-2.776624433,0.005492661,0.13442197
TSGA10IP,11.20979884,-0.726477007,0.240155167,-3.025031754,0.00248607,0.092087075
GABARAPL1,11.62235647,-0.726221257,0.255839719,-2.838579013,0.00453149,0.12214425
BCL7C,15.24296327,-0.726207462,0.209416702,-3.467762867,0.00052481,0.042812293
RPS21,26.89229898,-0.724896789,0.226228512,-3.204268041,0.001354064,0.069589837
NR3C1,8.030144475,-0.724767689,0.254161728,-2.85160041,0.004349975,0.119387165
SYNM,14.70867608,-0.724559353,0.293310374,-2.470282055,0.013500656,0.208635313
DTX3,20.30698244,-0.724372891,0.249469617,-2.90365176,0.003688382,0.108318987
PSMA8,5.319044196,-0.723531026,0.308973616,-2.341724305,0.019194888,
ZNF783,12.23604054,-0.722269993,0.285934645,-2.525996785,0.011537054,0.197140543
ATP5MC2,25.4992496,-0.720949643,0.207357674,-3.476840901,0.000507359,0.042522447
HNRNPA2B1,33.22701176,-0.719944049,0.258584403,-2.784174301,0.005366419,0.133352582
MYADM,13.00367798,-0.717831434,0.201780054,-3.557494513,0.000374409,0.035854886
MTHFR,6.506604412,-0.71770387,0.315165545,-2.277228208,0.022772602,
EIF3D,10.03832777,-0.717456655,0.239393344,-2.996978283,0.002726701,0.096485615
FSBP,8.589999336,-0.717017493,0.262569124,-2.730776123,0.006318538,0.144753663
RHOA,7.23110126,-0.716575525,0.263966214,-2.714648645,0.006634612,
DYNC1H1,25.76737966,-0.716484116,0.223354476,-3.207834153,0.001337386,0.069589837
SOD1,9.041582228,-0.716279541,0.243051481,-2.947028081,0.003208441,0.10284353
GLS,11.79172203,-0.715199711,0.223797467,-3.195745328,0.001394702,0.069985491
HBA1,14.24273643,-0.712994594,0.226109603,-3.153314076,0.00161428,0.074033003
TP53INP2,17.95852844,-0.712532665,0.200798327,-3.548499018,0.000387433,0.03620272
SNRNP25,7.516436924,-0.711497562,0.24306171,-2.927230128,0.003419957,
SPINK13,9.346259541,-0.710996423,0.253312196,-2.806799021,0.005003645,0.128246273
HELT,9.107506348,-0.710284768,0.246144877,-2.885637009,0.003906224,0.112153001
TAMALIN,7.260742132,-0.710084942,0.260311768,-2.727824969,0.006375343,
H2AC11,10.72846927,-0.709669199,0.22511863,-3.152423233,0.001619214,0.074033003
PPFIA4,13.47375846,-0.706188357,0.23433209,-3.013622063,0.002581492,0.094540236
ACAD8,13.61150333,-0.704800622,0.244410851,-2.883671574,0.003930685,0.11264553
GJC2,26.38625628,-0.704647407,0.246380801,-2.859993159,0.004236501,0.117762808
GPC1,18.02157146,-0.704287759,0.323675203,-2.175908912,0.029562072,0.290280578
CEP120,7.469940139,-0.704280664,0.244744041,-2.877621295,0.004006858,
RSPH9,8.033395674,-0.703831716,0.258261202,-2.725270809,0.006424877,0.146104346
PDGFA,9.333406958,-0.703003614,0.265260809,-2.650235501,0.008043568,0.165033852
PDXK,9.05121121,-0.702777111,0.263117075,-2.67096733,0.007563301,0.159370486
CLPSL2,10.5278065,-0.70241237,0.246662468,-2.847666184,0.004404109,0.119969184
