gene,edge_test_input_vs_ip_cd36_tagwise_dispersions_pval,edge_test_input_vs_ip_cd36_tagwise_dispersions_fc,edge_test_input_vs_ip_cd36_tagwise_dispersions_diff,edge_test_input_vs_ip_cd36_tagwise_dispersions_fdr_pval_correction,input_transformed_means,input_normalized_means,ip_cd36_transformed_means,ip_cd36_normalized_means
ABCB1,0.134729370107231,-2.0101368506329,-8.67124974064357e-06,0.687599681753032,3.31889853044794,9.3,1.67817462511146,2.9
ABCB10,0.81834424404954,-1.2477002181148,-1.21604754459641e-06,1.0,1.96250842358053,2.96666666666667,1.0528867251155,1.53333333333333
ABCB11,1.0,1.63470209713693,4.88913094726844e-07,1.0,0.226023968370879,0.2,0.400544620389884,0.433333333333333
ABCB4,0.510312286594666,-1.61777728277443,-3.04518304672197e-06,1.0,2.02541280119603,4.56666666666667,1.25799877503706,1.8
ABCB5,0.173496914599776,16.7498905125094,4.12588695303498e-06,0.753486090513057,0.0,0.0,0.828475609056747,1.53333333333333
ABCB6,1.0,1.42862335623644,3.55877886371852e-07,1.0,0.356796442630466,0.366666666666667,0.308666472852074,0.3
ABCB7,0.770537512070866,1.17479849073464,1.66586471492775e-06,1.0,2.33930730266575,5.06666666666667,2.19348233986622,3.93333333333333
ABCB8,0.697067241195777,1.19033689804065,5.98255568867343e-06,1.0,4.16501984232098,17.1,3.49269399218569,14.3
ABCB9,0.284301654335535,2.35089719182879,4.96732303177573e-06,0.881864964312474,1.51946336624182,2.13333333333333,1.83215411652742,3.03333333333333
ABCC1,0.316791072066843,-1.35356753261542,-2.73882025352163e-05,0.930581537668579,5.8593122344154,57.3666666666667,4.69858654302713,28.3666666666667
ABCC10,0.197111842000593,-1.52704310627832,-2.37773396756863e-05,0.792219000172267,5.20884878914868,36.8666666666667,4.02228088011381,16.3
ABCC11,0.0184889277678532,27.9145636475196,7.05061707646357e-06,0.27592207940405,0.0,0.0,1.51120854646724,2.16666666666667
ABCC12,0.5130892116743,8.28450553064013,1.90827017523124e-06,1.0,0.0,0.0,0.617332945704149,0.6
ABCC13,0.0391673283648018,22.0152339092466,5.5052115652659e-06,0.402012241965177,0.0,0.0,1.22187338802213,1.8
ABCC2,0.667234409927074,1.50127230876899,2.32849408766159e-06,1.0,1.37034377079625,2.36666666666667,1.71492686211343,2.53333333333333
ABCC3,0.907856267432688,-1.06677083119367,-3.73018334601143e-06,1.0,4.94259592363775,32.8,3.86986846255559,16.9666666666667
ABCC4,0.475463111260768,1.50883149411081,5.35603157937076e-05,1.0,5.52613799042854,57.0666666666667,4.9531924649839,45.3333333333333
ABCC5,0.355569335352733,-1.42922458968963,-1.11849555754453e-05,0.985894261944927,4.31089438191057,19.6,3.29865331659052,9.33333333333333
ABCC6,0.362610386958064,2.22052196029776,3.91071328217483e-06,0.993057643706137,1.22300892183654,1.9,1.69810684476532,2.66666666666667
ABCC6P1,0.324689755825935,5.04191152331069,3.5031481628194e-06,0.941199923790966,0.421011468611265,0.466666666666667,1.01654358924153,1.3
ABCC6P2,0.999999999999982,4.82480311751887,1.00195650680649e-06,1.0,0.0,0.0,0.308666472852074,0.3
ABCC8,0.0635843523800179,15.6217407266263,3.83035356637763e-06,0.497576028986022,0.0,0.0,1.22122872665536,1.36666666666667
ABCC9,0.999999999998009,4.65630438188606,9.57816089804978e-07,1.0,0.0,0.0,0.308666472852074,0.3
ABCD1,0.803299614446896,-1.2521906400196,-1.26623802011022e-06,1.0,2.06616471787969,3.26666666666667,1.35121089942737,1.66666666666667
ABCD1P3,1.0,4.8249613528619,1.00199795859543e-06,1.0,0.0,0.0,0.308666472852074,0.3
ABCD2,0.0937959962992742,-2.37003849691782,-9.54486863680203e-06,0.590615921567729,3.22257454199225,8.7,1.73565191079576,2.36666666666667
ABCD3,0.0813648183380425,-2.09359465975979,-1.17857253165989e-05,0.549518641407632,3.69724649904276,12.0,2.20873516098435,3.7
ABCD4,0.711948574029142,-1.17405705365684,-3.76552163977674e-06,1.0,3.87738804542592,13.7,2.91080162892832,7.36666666666667
ABCE1,1.0,1.36306119782763,1.09676778217512e-06,1.0,1.35953661156546,1.6,1.2333319145558,1.46666666666667
ABCF1,0.243307046009873,1.3534747731565,5.49085803900046e-05,0.87788182036794,6.41860238054535,84.6333333333333,6.19754680948406,74.6666666666667
ABCF2,0.632192664488423,-1.23049364967921,-5.53712089104379e-06,1.0,4.08848990496252,16.3666666666667,3.08409565699993,8.9
ABCF3,0.512683238429857,-1.57116327745771,-2.90704028738729e-06,1.0,2.39949805121303,4.33333333333333,1.40231857746243,1.73333333333333
ABCG1,0.925816272880286,1.10022889012255,1.70533120824767e-06,1.0,3.32836350517663,9.06666666666667,2.42972349855849,6.86666666666667
ABCG2,1.0,-3.09882851044844,-5.49815197828783e-07,1.0,0.356796442630466,0.366666666666667,0.0,0.0
ABCG4,0.00128863038773208,41.1313442335108,1.05129232136114e-05,0.0547485216716041,0.0,0.0,2.10610561377833,4.0
ABCG5,0.0106737904662422,26.3652093969346,6.64474374781785e-06,0.207038312018403,0.0,0.0,1.62241800841201,2.23333333333333
ABCG8,1.0,2.4156119824581,1.18771639193622e-06,1.0,0.356796442630466,0.366666666666667,0.512017633413403,0.633333333333333
ABHD1,1.0,1.51487306164873,4.0603510737757e-07,1.0,0.226023968370879,0.2,0.308666472852074,0.3
ABHD10,0.229109568890629,-2.63021516732328,-5.06766723473672e-06,0.853794986041599,2.2524655589731,3.93333333333333,0.912562253803287,1.06666666666667
ABHD11,0.707266487185589,-1.44962252830383,-3.15498362212949e-06,1.0,2.66724489971675,5.43333333333333,1.75393135224805,2.5
ABHD12,0.367314367170887,1.8666491725639,4.12115820788044e-06,0.993057643706137,1.86411247688293,2.86666666666667,1.98613397109808,3.1
ABHD13,0.577900193649161,-1.33423223812336,-3.69221979050734e-06,1.0,3.17403951306245,8.13333333333333,2.19348233986622,3.93333333333333
ABHD14B,0.99999999999977,2.64223029158028,1.34819693657544e-06,1.0,0.356796442630466,0.366666666666667,0.617332945704149,0.6
ABHD15,0.99999999999619,-3.09766013225811,-5.49509126092738e-07,1.0,0.226023968370879,0.2,0.0,0.0
ABHD16A,1.0,1.03726638012538,2.99495519272958e-07,1.0,2.16335220815477,4.83333333333333,1.78542823051133,2.73333333333333
ABHD16B,0.328015891669591,1.93895455111667,3.84749608901124e-06,0.945390762410113,1.56012687436803,2.03333333333333,1.88391352502006,2.8
ABHD17A,0.0557514007923687,-2.11540407918472,-1.99209651193597e-05,0.467685378245273,4.37902821359579,19.9666666666667,2.79139002535617,6.0
ABHD17AP4,1.0,-3.09766013225806,-5.49509126092726e-07,1.0,0.226023968370879,0.2,0.0,0.0
ABHD17AP5,1.0,1.49802457642969,4.17133568052559e-07,1.0,0.356796442630466,0.366666666666667,0.308666472852074,0.3
ABHD17B,0.490684661290515,-1.92681366873689,-2.69971160771688e-06,1.0,1.56198004948199,3.03333333333333,0.641999806185408,0.933333333333333
ABHD17C,0.0090510454048178,35.2603469260911,8.97493974809159e-06,0.188049222005827,0.0,0.0,1.58496250072116,3.03333333333333
ABHD2,0.417088579116184,1.31352109286916,1.1654296421164e-05,1.0,4.39765309680751,20.7,4.12718999598159,16.8666666666667
ABHD3,0.0417808006317444,2.15819704218858,1.28215035497391e-05,0.412576227679462,2.71497103781141,5.66666666666667,3.16042221529985,8.36666666666667
ABHD4,0.727394854325071,-1.41245807601978,-2.94312885546536e-06,1.0,2.61111517671753,5.3,1.66374234711061,2.6
ABHD5,1.0,-1.16457039134171,-5.11573264522392e-07,1.0,1.56770023320139,2.03333333333333,0.820684106265478,0.933333333333333
ABHD6,0.999999999999867,1.11775563008997,5.32729073392447e-07,1.0,1.50111624505584,2.0,1.39021538956199,1.63333333333333
ABHD8,1.0,-1.14197461563287,-1.79519960967896e-07,1.0,0.559357301704213,0.733333333333333,0.308666472852074,0.3
ABI1,1.0,1.00009213451141,1.05781547519464e-08,1.0,5.96606433837581,62.3666666666667,5.31990210649942,39.1333333333333
ABI2,0.0843017241930962,2.94088111918803,9.53412636770437e-06,0.561478911780091,1.73459615110287,2.76666666666667,2.31661668347647,4.5
ABI3,0.789227829959257,-1.12049788959588,-3.59527785929817e-06,1.0,4.17244606648438,17.8,3.3404969439518,10.9
ABI3BP,0.999999999999934,4.82511924738836,1.00203932110307e-06,1.0,0.0,0.0,0.308666472852074,0.3
ABL1,0.288554744086766,-1.53982443635494,-8.47431442027142e-06,0.886401826140558,3.78897185483034,12.9333333333333,2.63558210629682,5.76666666666667
ABL2,0.336472075026679,-1.47028012077489,-1.06172909923372e-05,0.961097805823351,4.17133544625179,17.3333333333333,3.12956872307546,7.93333333333333
ABLIM1,0.334148230243447,-1.33722785655192,-2.91003797239661e-05,0.956685538181081,5.9767770490299,62.2333333333333,4.87000217542923,30.1333333333333
ABLIM2,0.000350233592317561,41.3344035942449,1.05661172321018e-05,0.022846955007289,0.0,0.0,2.23764195961491,3.83333333333333
ABLIM3,0.210191187632217,1.80074888423926,2.64089792536274e-05,0.814210089974848,4.21673004116559,18.1,3.9708851593205,17.9666666666667
ABO,0.711009062355976,1.65472117103325,1.22461106735521e-06,1.0,0.735964283880444,0.766666666666667,0.912562253803287,1.06666666666667
ABR,0.121681959055811,-1.61959370901915,-5.20271105299352e-05,0.667866267694462,6.22167084983254,74.7,4.78347145643307,30.9666666666667
ABRA,0.999999999999968,2.41566355136251,1.18775166681798e-06,1.0,0.356796442630466,0.366666666666667,0.512017633413403,0.633333333333333
ABRACL,0.00757340938513052,3.53009509280901,1.25048378919858e-05,0.168694128771862,1.24948707766801,2.0,2.77830858629681,5.93333333333333
ABT1,0.999999999999985,-1.15835958570261,-1.56695098800947e-06,1.0,2.60177705132767,5.53333333333333,2.02185025698501,3.7
ABTB1,0.100835604367652,1.59370462411693,4.568465943813e-05,0.608070890303989,5.4214927180036,42.2,5.4015758007594,42.4666666666667
ABTB2,0.0516310816301625,5.15707157095093,5.5598705426907e-06,0.447343315203509,0.379167841249978,0.4,1.62241800841201,2.23333333333333
AC000036.4,0.513750910636954,8.29453754701323,1.91089819130752e-06,1.0,0.0,0.0,0.709211093241958,0.733333333333333
AC000041.8,1.0,1.11990118501218,8.33192114641943e-07,1.0,2.23998791024495,3.76666666666667,1.5927361921327,2.83333333333333
AC000067.1,1.0,4.82527680315874,1.00208059486919e-06,1.0,0.0,0.0,0.308666472852074,0.3
AC000068.5,0.654558702471515,2.36334579514966,1.77198936299244e-06,1.0,0.379167841249978,0.4,0.820684106265478,0.933333333333333
AC000099.1,0.99999999999999,4.87287713737973,1.01455011634088e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC000124.1,0.99999999999619,4.65630438188622,9.57816089805022e-07,1.0,0.0,0.0,0.308666472852074,0.3
AC002115.9,0.513754321693197,8.2945332313653,1.91089706076788e-06,1.0,0.0,0.0,0.709211093241958,0.733333333333333
AC002116.7,0.573049230178874,-6.28445126972044,-1.38433016600157e-06,1.0,0.477653135758702,0.566666666666667,0.0,0.0
AC002116.8,1.0,1.51487839735061,4.0603372144127e-07,1.0,0.226023968370879,0.2,0.308666472852074,0.3
AC002117.1,0.156429165382072,-3.99739908940007,-3.61722513996968e-06,0.738875791448607,1.81034038472245,2.73333333333333,0.308666472852074,0.3
AC002127.4,1.0,4.87281423692878,1.01453363875649e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC002310.12,0.999999999999869,-3.32760485065738,-6.09746110775857e-07,1.0,0.421011468611265,0.466666666666667,0.0,0.0
AC002310.7,0.999999999999829,-3.09766013225802,-5.49509126092714e-07,1.0,0.226023968370879,0.2,0.0,0.0
AC002365.1,0.999999999999983,4.87275135886165,1.01451716703584e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC002398.5,0.304158592888798,3.67791171706921,3.68195565649057e-06,0.910786822907871,0.77780791124173,0.833333333333333,1.43668307511713,1.8
AC002398.9,0.580440824930791,7.57781686951924,1.72314396597534e-06,1.0,0.0,0.0,0.512017633413403,0.633333333333333
AC002451.1,0.51375773018604,8.29452891920295,1.91089593114134e-06,1.0,0.0,0.0,0.709211093241958,0.733333333333333
AC002451.3,1.0,-3.09882851044835,-5.4981519782876e-07,1.0,0.356796442630466,0.366666666666667,0.0,0.0
AC002456.2,0.999999999998008,4.65630438188638,9.57816089805063e-07,1.0,0.0,0.0,0.308666472852074,0.3
AC002463.3,0.999999999999995,4.8726885032547,1.01450070119893e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC002467.7,0.539508260838344,3.71376482480501,2.47354623954882e-06,1.0,0.421011468611265,0.466666666666667,0.61599896885165,0.866666666666667
AC002472.13,0.554052112319435,2.64660241444414,1.26219956738618e-06,1.0,0.226023968370879,0.2,0.512017633413403,0.633333333333333
AC002480.2,0.404597812921396,8.93106304367675,2.07764425470854e-06,0.998718928655506,0.0,0.0,0.477653135758702,0.566666666666667
AC002486.2,0.999999999999964,4.82543402214876,1.00212178041134e-06,1.0,0.0,0.0,0.308666472852074,0.3
AC002511.1,0.1281014359679,16.1931977426919,3.98005410206915e-06,0.667866267694462,0.0,0.0,1.07292705592802,1.6
AC003006.7,0.99999999999437,-3.09766013225797,-5.49509126092703e-07,1.0,0.226023968370879,0.2,0.0,0.0
AC003029.1,0.999999999999984,4.82559090631149,1.00216287824118e-06,1.0,0.0,0.0,0.308666472852074,0.3
AC003051.1,0.554058760723081,2.64660102762309,1.26219134748083e-06,1.0,0.226023968370879,0.2,0.512017633413403,0.633333333333333
AC003075.4,0.399457705346593,9.05027494480621,2.10887334973786e-06,0.998718928655506,0.0,0.0,0.61599896885165,0.866666666666667
AC003090.1,0.580390426139525,7.57809593073106,1.72321706965895e-06,1.0,0.0,0.0,0.512017633413403,0.633333333333333
AC003092.1,1.0,-3.32824348499323,-6.09913409276882e-07,1.0,0.421011468611265,0.466666666666667,0.0,0.0
AC003102.3,0.27875967084537,8.51235781635192,1.96795902018485e-06,0.881810463941364,0.0,0.0,0.709211093241958,0.733333333333333
AC003104.1,1.0,-3.09882851044826,-5.49815197828736e-07,1.0,0.356796442630466,0.366666666666667,0.0,0.0
AC003664.1,0.999999999999933,-3.32888148976194,-6.10080542854676e-07,1.0,0.421011468611265,0.466666666666667,0.0,0.0
AC003682.16,0.370374645577061,10.6664555130603,2.53225269418551e-06,0.993057643706137,0.0,0.0,0.641999806185408,0.933333333333333
AC003958.6,0.999999999999945,4.87262566997858,1.01448424121186e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC003973.4,0.999999999999993,4.8257474576098,1.00220388887288e-06,1.0,0.0,0.0,0.308666472852074,0.3
AC003984.1,1.0,4.65630438188654,9.57816089805104e-07,1.0,0.0,0.0,0.308666472852074,0.3
AC003991.3,0.125262357616482,11.9721849962077,2.87430537286489e-06,0.667866267694462,0.0,0.0,1.01787756609403,1.03333333333333
AC004017.1,1.0,4.87256285911032,1.01446778709482e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC004053.1,0.999999999999951,4.87276538230758,1.01452084065837e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC004069.2,0.16651583529293,-10.3600064974379,-2.45197442213512e-06,0.753486090513057,1.18853239195141,1.63333333333333,0.0,0.0
AC004076.9,0.0417182146553574,3.44795704029384,1.38902409287007e-05,0.412139285441388,1.86360385880595,2.9,2.60919680348653,5.96666666666667
AC004112.4,1.0,1.51488373322914,4.06032335124926e-07,1.0,0.226023968370879,0.2,0.308666472852074,0.3
AC004125.3,1.0,-3.09766013225793,-5.49509126092691e-07,1.0,0.226023968370879,0.2,0.0,0.0
AC004129.7,1.0,4.87296755928348,1.01457380352477e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC004156.3,0.0979008647843292,15.45409382879,3.78643629927345e-06,0.599769893849761,0.0,0.0,0.989670769172105,1.2
AC004158.2,0.840857375652008,-1.11913374216311,-6.02132013588522e-07,1.0,1.82416259048758,3.26666666666667,1.12801660226505,1.5
AC004221.2,0.513761876711613,8.29452367366508,1.91089455700504e-06,1.0,0.0,0.0,0.709211093241958,0.733333333333333
AC004381.6,0.612778401364365,-6.5049191952006,-1.44208458255315e-06,1.0,0.629175090247196,0.9,0.0,0.0
AC004448.5,0.580340033842652,7.57837508512237,1.72329019775213e-06,1.0,0.0,0.0,0.512017633413403,0.633333333333333
AC004485.3,1.0,4.87316939166766,1.01462667612093e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC004535.2,1.0,4.87307666794281,1.01460238594531e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC004538.3,1.0,-3.09882851044817,-5.49815197828713e-07,1.0,0.356796442630466,0.366666666666667,0.0,0.0
AC004540.5,0.5132707596992,2.71840185085732,1.37182229781818e-06,1.0,0.226023968370879,0.2,0.617332945704149,0.6
AC004549.6,0.554065402478861,2.64659964262194,1.26218313649719e-06,1.0,0.226023968370879,0.2,0.512017633413403,0.633333333333333
AC004840.9,0.363239143416704,-1.93066447146867,-4.6145786583641e-06,0.993057643706137,1.95464615014132,4.5,1.35121089942737,1.66666666666667
AC004862.6,0.999999999998008,-3.09882851044808,-5.49815197828689e-07,1.0,0.356796442630466,0.366666666666667,0.0,0.0
AC004878.2,0.999999999992552,-3.09882851044799,-5.49815197828666e-07,1.0,0.356796442630466,0.366666666666667,0.0,0.0
AC004878.6,1.0,4.87298398701969,1.01457810698215e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC004893.11,0.517966640177868,-1.78873698518354,-1.6578111841826e-06,1.0,1.51946336624182,2.13333333333333,0.512017633413403,0.633333333333333
AC004899.3,1.0,4.82590367795359,1.00224481280678e-06,1.0,0.0,0.0,0.308666472852074,0.3
AC004920.3,1.0,4.82605956923087,1.00228565053746e-06,1.0,0.0,0.0,0.308666472852074,0.3
AC004941.3,1.0,1.42369478276938,3.77283330758759e-07,1.0,0.421011468611265,0.466666666666667,0.400544620389884,0.433333333333333
AC004947.2,0.280189803554421,11.7548344599654,2.8173675966305e-06,0.881810463941364,0.0,0.0,0.912562253803287,1.06666666666667
AC004951.6,0.395429391887585,-7.88971175380942,-1.80484885356101e-06,0.998718928655506,0.701445553271579,1.1,0.0,0.0
AC004967.7,0.403267717269076,-1.71444954608771,-2.97624544995765e-06,0.998718928655506,2.20167338435414,3.96666666666667,1.07292705592802,1.6
AC004980.7,0.506159765967116,-7.34887946688685,-1.66317086064915e-06,1.0,1.00383187961261,1.03333333333333,0.0,0.0
AC004985.12,0.999999999999828,-3.09766013225789,-5.4950912609268e-07,1.0,0.226023968370879,0.2,0.0,0.0
AC005003.1,1.0,-1.11854429861,-2.57583877571956e-07,1.0,0.938525142954191,1.13333333333333,0.709211093241958,0.733333333333333
AC005013.5,0.999999999998009,4.6563043818867,9.57816089805147e-07,1.0,0.0,0.0,0.308666472852074,0.3
AC005022.1,1.0,4.65630438188639,9.57816089805065e-07,1.0,0.0,0.0,0.308666472852074,0.3
AC005062.2,0.432074975569471,2.30383438755125,1.79409032243115e-06,1.0,0.647035436982144,0.666666666666667,0.924665441703724,1.16666666666667
AC005076.5,0.999999999999964,-1.11103067860481,-1.37698017088428e-07,1.0,0.647035436982144,0.666666666666667,0.308666472852074,0.3
AC005077.12,0.364331109366194,3.07252486256574,1.56092846835139e-06,0.993057643706137,0.226023968370879,0.2,0.477653135758702,0.566666666666667
AC005077.5,1.0,4.87289134883052,1.0145538392137e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC005077.7,0.999999999999965,-1.49803143435725,-6.15542698874544e-07,1.0,0.735964283880444,0.766666666666667,0.308666472852074,0.3
AC005083.1,1.0,1.61531177488087,4.76176891676968e-07,1.0,0.226023968370879,0.2,0.308666472852074,0.3
AC005086.4,0.999999999999988,4.87279875330566,1.01452958262172e-06,1.0,0.0,0.0,0.400544620389884,0.433333333333333
AC005154.6,0.219252422241345,-1.43479008356544,-3.47274870077425e-05,0.832240869764266,5.95434373855446,62.1,4.8091402513691,28.5666666666667
AC005224.2,0.29433963913165,-9.61458332238212,-2.25670120737786e-06,0.896470650236176,1.00834293149717,1.3,0.0,0.0
AC005253.2,1.0,-3.32951888566664,-6.10247516932689e-07,1.0,0.421011468611265,0.466666666666667,0.0,0.0
AC005280.1,1.0,1.42862209552943,3.55876972811079e-07,1.0,0.356796442630466,0.366666666666667,0.308666472852074,0.3
AC005281.2,0.580289648020669,7.57865433285229,1.72336335029656e-06,1.0,0.0,0.0,0.512017633413403,0.633333333333333
AC005307.1,0.513795955860619,8.29448057561375,1.91088326691464e-06,1.0,0.0,0.0,0.709211093241958,0.733333333333333
AC005307.3,0.999999999999756,1.10193658995167,6.5006904916632e-07,1.0,2.11399524907621,3.53333333333333,1.75393135224805,2.5
AC005329.7,1.0,1.63465219621688,4.88883794243028e-07,1.0,0.226023968370879,0.2,0.400544620389884,0.433333333333333
