metabolite_name,metabolite_id,annotation_confidence,Formula,Mass,RT,CAS ID,C001_June_Pre,C002_June_Pre,C003_June_Pre,C004_June_Pre,C001_Aug_Pre,C002_Aug_Pre,C003_Aug_Pre,C004_Aug_Pre,C001_Sept_Pre,C002_Sept_Pre,C003_Sept_Pre,C004_Sept_Pre,C001_Sept_Post,C002_Sept_Post,C003_Sept_Post,C004_Sept_Post,C001_Nov_Post,C002_Nov_Post,C003_Nov_Post,C004_Nov_Post,C001_Dec_Post,C002_Dec_Post,C003_Dec_Post,C004_Dec_Post
TG (48:1) [M+NH4]+,,2.0,,821.7489,11.37,RPPOS,5.205699401184647,4.983619656607867,4.797185732006371,4.828712109442198,4.9276443603360045,5.061662014744639,5.237864665416398,5.073038693873552,4.869341110540847,5.182161036725132,4.977010863119082,5.083806639007151,4.900872595035965,4.6665720125644565,4.968866778210816,5.012702345165583,4.752418570146615,4.899562505977809,4.78673330334242,5.200444525783029,4.8571365322069235,4.822587930043107,5.287179856713198,4.901502789125854
TG (48:2) [M+NH4]+,,2.0,,819.7335,11.19,RPPOS,5.188921769888378,5.07481734585548,4.788988298970953,4.880821362869683,4.954816816841137,5.117565714460058,5.299981474915315,5.137737693944373,4.939373732909107,5.421878746888127,5.131486292240748,5.247752031230884,4.899154434564512,4.650806601226376,5.058535968441631,5.052370603927954,4.7674731647279645,5.0454915919643515,4.736428429374748,5.306400017149182,4.938799972576173,4.764264753400392,5.325495719320919,4.968774181897888
TG (48:3) [M+Na]+,,2.0,,823.676,10.98,RPPOS,4.53258567766454,4.544582938547823,4.111578831356687,4.358242596802789,4.295667015660464,4.510328525493499,4.620813857081006,4.507741467011934,4.362553531682564,5.003977991749494,4.5517646191634915,4.744175970471758,4.202200943407293,3.7478589459209553,4.397576226415277,4.415678873805684,4.057344694988874,4.544792455972697,3.7598632344223675,4.769935059904315,4.315530783626831,3.9005457582581697,4.585043369477805,4.276242240647021
TG (48:3) [M+NH4]+,,2.0,,817.7165,10.99,RPPOS,4.834297007871026,4.862085967114997,4.426405646268342,4.6346121610493825,4.599515224949639,4.829891336424613,4.914109610571904,4.834544069791127,4.685911548773218,5.346689501472549,4.865129823462987,5.086707103136236,4.53793434180954,4.267206066971937,4.720097817384051,4.781092790968703,4.528235013669751,4.865162861522721,4.288303879820462,5.091094159909887,4.649575481467865,4.395756910473661,4.8955958066901,4.6737166088754885
TG (48:4) [M+Na]+,,2.0,,821.6596,10.76,RPPOS,3.9319157783173755,4.386869684954495,3.12701149808071,4.032528432433228,3.416790648078978,4.150758751650041,4.174102469487485,4.194688272607344,4.128726418303811,4.897835693673233,4.23033478212422,4.770427207005466,3.416464029634259,3.0957479347632306,3.7648159051347836,4.090994043288377,3.8966434151390223,4.4011873331233975,,4.545004778241966,3.986275887841088,,3.951672482625503,3.443710266236173
TG (48:4) [M+NH4]+,,2.0,,815.7008,10.77,RPPOS,4.465909008660902,4.587028669070494,4.036828200744133,4.306578158495651,4.199864961501977,4.456361944321132,4.509959249481492,4.509228345144724,4.392640609548811,5.107341347722587,4.518441463050687,4.965595223549285,4.069065625068492,3.908102726208629,4.3694535420651786,4.458986049993317,4.253816179881543,4.677132386193916,3.743050829153207,4.770666755985808,4.408810251504879,4.009508485188918,4.4488463000302225,4.207391986300124
TG (49:1) [M+NH4]+,,2.0,,835.7644,11.46,RPPOS,4.674738095590252,4.496298338478744,4.45626058822819,4.468756506572822,4.570216367900037,4.5851004944337905,4.679374284384838,4.536028003905206,4.508650360304072,4.538848135133251,4.590989580058094,4.518138963555478,4.47787975206711,4.380276272844289,4.560021407609809,4.519025069759125,4.472541634956407,4.449130939373101,4.463009452407635,4.813817327682481,4.460872588679103,4.486193303120384,4.614005391618036,4.447442686580713
TG (49:2) [M+NH4]+,,2.0,,833.7485,11.3,RPPOS,4.664493305866253,4.490084636195265,4.448227694703199,4.444234608299292,4.466391813068723,4.564696530217673,4.75710293867777,4.5721442611289405,4.486953786275571,4.6391996048920126,4.620794636323721,4.5620810667403555,4.444301623993296,4.272554904900993,4.534864296367577,4.545044240238167,4.4188073766407046,4.457900667800259,4.377352949018067,4.827773862299839,4.475389997786888,4.382560083421853,4.60924508256521,4.422408255429134
TG (49:3) [M+NH4]+,,2.0,,831.7334,11.11,RPPOS,4.209651614709672,3.9167843085735643,3.930225520458036,3.918862109735862,3.9851175297445574,4.061609307710628,4.271126047887756,4.0717256560334265,4.068680124172051,4.214814112431212,4.236410923640417,4.155400516127283,3.7085585379802355,3.3768565447303334,4.02358863478273,4.004801329560512,3.8900837415134295,4.011137863143797,3.4539033438485878,4.368225293996437,3.875599388753404,3.090960029500303,4.15646695854114,3.945397390724226
TG (50:0) [M+NH4]+,,2.0,,851.7874,11.55,RPPOS,4.694897155757142,4.38504204345085,4.407105576391515,4.389230964110981,4.456614533358266,4.632459281495378,4.710499423940028,4.544291636317175,4.499701150581948,4.480344894824962,4.573969350199478,4.550363150086982,4.551397321156522,4.376141019085806,4.664494516974514,4.608766912752706,4.3519827439884695,4.389048385407946,4.51131744399586,4.579397637901125,4.502811883288267,4.448454257463956,4.74033632851611,4.527563262306677
TG (50:1) [M+Na]+,,2.0,,855.7393,11.55,RPPOS,4.566071689392706,4.220375843796598,4.226985049977436,4.219367982779176,4.286979377264579,4.4439783807891455,4.561845419101019,4.370124173020519,4.314340813146608,4.333455670233711,4.421485817244708,4.440088830482659,4.45345236725153,4.303131758745664,4.567953686700024,4.400400205721104,4.183483577656502,4.203792224522576,4.350057992260304,4.406351048995894,4.341198485223516,4.310462015219149,4.57144459020535,4.348314558120357
TG (50:1) [M+NH4]+,,2.0,,849.78,11.55,RPPOS,5.416939197197343,5.108848140192844,5.1095065657906655,5.0636758022443455,5.157321324308219,5.309587650662604,5.400431697576634,5.224147328450439,5.1303072877028235,5.202488894356616,5.290434174670888,5.226738675257538,5.284944476969177,5.061829643352698,5.384447782192999,5.2370488249954565,5.024084728723135,4.998039946821548,5.189177154429574,5.235139843577927,5.193882035946595,5.1408591844668665,5.4151686776475065,5.214830757019405
TG (50:2) [M+Na]+,,2.0,,853.7229,11.38,RPPOS,4.977795637806539,4.660017686485463,4.646572108207196,4.612855320970456,4.712520590789656,4.847598866637818,5.104281529812253,4.886481473994366,4.7752773871176775,4.857763984388494,4.9446919730361545,4.946911183905369,4.783888383241996,4.5768144708615255,5.030587050616892,4.798925936601726,4.597366153727955,4.6385481834866535,4.703471163777877,4.863586344363329,4.75973989741437,4.586115286716576,5.097519203810872,4.847048807897928
TG (50:2) [M+NH4]+,,2.0,,847.7641,11.39,RPPOS,5.718569786452399,5.360616733080327,5.391861193516376,5.323396962186321,5.452817433636216,5.6283645965117906,5.880818216284724,5.660786677789972,5.52066866904073,5.60770420503537,5.743508775660103,5.680809062069661,5.518744900452849,5.294331904277722,5.826749899762243,5.574270272708832,5.3655928184368324,5.37361637889476,5.45982146782878,5.609648505684653,5.529859603640201,5.326060838277452,5.861057199654993,5.596194318349385
TG (50:3) [M+Na]+,,2.0,,851.7071,11.2,RPPOS,5.029236306140648,4.823448543259963,4.721307800939238,4.760637820258364,4.7891219941652174,4.9709795225054405,5.193708952978212,5.012230927718631,4.87788926363345,5.101163136545945,5.170477555056701,5.044191105014254,4.782656199532041,4.564528150843948,5.122888875662723,4.915588081179996,4.836361940467078,4.851624562822277,4.696368213690484,4.968794150495849,4.95339274362397,4.628200939075643,5.156065992835321,4.951613291276021
TG (50:4) [M+Na]+,,2.0,,849.6903,11.02,RPPOS,4.8284245172530476,4.7745552046371875,4.570812795799272,4.718702135251696,4.5442362285443565,4.807702524569334,4.9428104560155015,4.87059556925812,4.821133811147908,5.095738101859014,5.084174493630904,4.9855801645139,4.536703266285515,4.3520071668706946,4.8852132891508235,4.787800961394372,4.734780948494271,4.846477662162468,4.271214712696293,4.834143062231654,4.908473432308454,4.377998149768851,4.799775306938296,4.73482000378104
TG (50:4) [M+NH4]+,,2.0,,843.7327,11.02,RPPOS,5.141174166485749,5.119076315147168,4.894631288243922,5.004570059710654,4.890677596992582,5.12435059839606,5.288108676331285,5.216781215010416,5.155680333522204,5.443478180592211,5.4335748363565965,5.344701396713828,4.858799319948546,4.740781326393416,5.218686053391584,5.143171533475364,5.093061337648359,5.184828997027432,4.6763096990532755,5.17872800312324,5.24903443930865,4.737981314656689,5.160620368283683,5.09217202813269
TG (50:5) [M+NH4]+,,2.0,,841.7166,10.83,RPPOS,4.546339272560153,4.699209792370643,4.346657466808508,4.516193411493351,4.321566112025366,4.565979548891513,4.619457350138722,4.729819167185619,4.6032886938715984,4.9194621528511275,4.7691131208322695,4.852037835687082,4.085669930133778,3.9691581696153206,4.533187392835823,4.592114533551094,4.547028672773542,4.710042406044492,3.0662325663011183,4.748722960143995,4.690770432024483,4.005309226144022,4.5676492924746,4.510295656581817
TG (50:6) [M+NH4]+,,2.0,,839.7077,11.29,RPPOS,3.7380057469470835,3.425246438186715,3.132529747899558,3.5828454008408173,,3.491505003851518,3.983536847801169,3.4914322194557004,3.6822257962267946,3.814336880744767,3.400219040801491,3.605814145084453,3.3968623203680086,,3.572794200991399,3.686739892451313,,3.3591504300190884,3.0415997605430287,4.0192591716115285,3.1679204554595395,,3.81526774193824,3.0802334568134717
TG (51:3) [M+NH4]+,,2.0,,859.7638,11.32,RPPOS,4.795982501407205,4.545702098398069,4.595697341200059,4.5427748745845005,4.628884111163532,4.839883452314812,5.020990314794979,4.8029515551930615,4.780180066691116,4.807656842216986,4.932253528210097,4.799575899229347,4.603412950022615,4.4540510030615765,4.870663146257634,4.766352237134355,4.684436276933865,4.558033459669783,4.553105591049612,4.743312111049798,4.764973155731431,4.5253507153879164,4.803382383661901,4.709460987875678
TG (51:4) [M+NH4]+,,2.0,,857.7479,11.14,RPPOS,4.472250561977342,4.299761231593586,4.314500971789575,4.370062743645433,4.276949529376872,4.441296621057631,4.678438552068719,4.533507116802156,4.559552388782894,4.612665500322905,4.697197271247877,4.590005045248191,4.255148769131916,3.9694611111342795,4.575199090594193,4.499479198310395,4.481493470595491,4.4670360997483565,4.143977305825666,4.391446749768614,4.608934167145479,4.115363531035603,4.364203498689634,4.4068081627018385
TG (52:0) [M+Na]+,,2.0,,885.7781,11.33,RPPOS,4.6119917633536085,4.661605914233872,4.542474946878446,4.325740882812813,4.602957241529924,4.869974628047714,4.8820690489959615,4.857844559149534,4.8249157604265065,4.805292291475878,4.897243375892616,4.89419824841463,4.464208964260167,4.27591948149445,4.9242545264295545,4.62002061553819,4.709860521246896,4.720477644189801,4.344387648065093,4.522925165262813,4.887509348085659,4.516327118626456,4.511833246157821,4.704375125565274
TG (52:2) [M+NH4]+,,2.0,,875.7956,11.56,RPPOS,5.874071763333869,5.508730557677246,5.666206879172725,5.467727577326337,5.794893758603111,5.9914127675446895,6.0859105977594234,5.906152336100614,5.7566748375094745,5.710871691210072,5.921062523459447,5.833718780920271,5.736966153612965,5.676681471055268,6.051154451425044,5.852842810107565,5.677693777653363,5.531000775079171,5.850346993826313,5.757130334957746,5.779803910579302,5.674627713079481,5.95571526070155,5.897953175240488
TG (52:3) [M+Na]+,,2.0,,879.7387,11.41,RPPOS,5.459747091706839,5.177379932289257,5.300534316971614,5.2308275185385655,5.307279481315574,5.473566498060959,5.645650708291178,5.451414154596956,5.484412877734188,5.408503096897241,5.664632899976863,5.511635549020113,5.41887867813211,5.335266849005143,5.7260863210944075,5.464066904788182,5.425231748157104,5.218745414706711,5.401332722844151,5.308945701750955,5.555742374728303,5.230828274400382,5.533856291681882,5.483243492237789
TG (52:3) [M+NH4]+,,2.0,,873.7799,11.41,RPPOS,6.225632724874045,5.910201889073366,6.059813669919516,5.947261951558792,6.047512148009823,6.273949111571277,6.427854349433945,6.2303425973811875,6.266931353401253,6.179489589239577,6.463240702094686,6.288474602187883,6.163775619966193,6.083779510511974,6.518771987058712,6.226949900375674,6.199001059612711,5.950865199150929,6.161110429636188,6.055366237160119,6.329055195255853,5.968189485399628,6.277340156984197,6.258415083303169
TG (52:4) [M+NH4]+,,2.0,,871.7647,11.25,RPPOS,6.050984798838579,5.855419483200364,5.917883059924461,5.923497269581433,5.81194003173007,6.0305812695043794,6.218621891021895,6.0576196051889655,6.225375387296691,6.148913911798118,6.431985621845448,6.227913632452723,5.987655170416615,5.897514967148745,6.375605030242526,6.086533997049165,6.1913197621057945,5.935137522531703,5.925036182815591,5.877120521399456,6.327668499467025,5.756456427054802,6.068574792032903,6.094085866170919
TG (52:5) [M+Na]+,,2.0,,875.708,11.07,RPPOS,5.12113920230969,5.038890168225885,4.995354346317164,5.062055559241462,4.887510050382254,5.043959255921691,5.2196713805808574,5.196869777253609,5.270592560160281,5.276902614662204,5.477852920999468,5.342152126838933,4.945078142447326,4.845885656974097,5.3474850874179864,5.1749062323276265,5.281711236205378,5.0682438670625105,4.854869906924544,5.076584974071128,5.412223317854369,4.758588325607668,5.121916487989844,5.17899709162224
TG (52:5) [M+NH4]+,,2.0,,869.7489,11.07,RPPOS,5.5009064821936535,5.421185559653501,5.391927567770394,5.429925336836833,5.243505104622642,5.410888190333557,5.598677612026605,5.607704167362661,5.6581162213787275,5.662871265606572,5.881416428588426,5.756990700891892,5.2937135509663245,5.2100240701889255,5.715697686603817,5.584373317944663,5.696318934749532,5.453258948783965,5.191875044469481,5.484001128216445,5.826143242083916,5.138115975407854,5.477734928426905,5.5628469745980205
TG (52:6) [M+NH4]+,,2.0,,867.7324,10.89,RPPOS,4.785473964401231,4.961309539732016,4.718880960674592,4.770900115989239,4.563129826452831,4.711368533202997,4.858486327115412,5.01866776759772,4.860955172098924,5.024061224687459,5.106645643604974,5.100275925089932,4.514063399004141,4.45501409659869,4.879974747492353,4.932339238183952,4.99183264560051,4.825492754578477,4.430376923483222,4.949868299403124,5.12111304346836,4.461250904034947,4.804848040624541,4.876392227335275
TG (53:0) [M+NH4]+,,2.0,,893.8402,11.53,RPPOS,4.281024189962426,4.257183790320767,4.1718831427347025,4.259073365283463,4.0223941060668436,4.382273850026578,4.177903256621599,4.414208641387645,4.228886567948343,4.018802369109621,4.28073634530193,4.207016529940873,4.254533765184561,4.222667891331449,4.362370584542949,4.409881893513829,4.263573461253428,4.29600714219557,4.191672845893234,4.460495880767493,4.159833036900687,4.297286812678587,4.480603801523077,4.246297441554454
TG (53:2) [M+NH4]+,,2.0,,889.8096,11.63,RPPOS,4.319270958650691,3.996514306874157,4.230894104245589,4.063610984708174,4.2629525330201945,4.391114020785414,4.514811304685634,4.4552819289020205,4.27383859823419,4.2405923256363955,4.37610394803502,4.268514381656223,4.259903818820725,4.059834057317906,4.38084496303694,4.3272799047130945,4.238784705562994,4.119226996373088,4.135031225363433,4.379274197383064,4.228643798114967,4.111496721270707,4.195816357103201,4.31931887861481
TG (53:3) [M+NH4]+,,2.0,,887.7929,11.5,RPPOS,4.65416393803367,4.424632534112906,4.557743276234647,4.434602125387814,4.612453822090034,4.716966027492385,4.837487253126682,4.666696827557115,4.6503356011229595,4.604625759658083,4.761870782114482,4.602411349234347,4.536047214699092,4.440406500471005,4.7602928355404535,4.693202738323028,4.641708657098306,4.406866881399899,4.502215712043215,4.6011288811599895,4.667732189683571,4.39697382880706,4.589472722246476,4.645189588725332
TG (54:0) [M+Na]+,,2.0,,913.8056,11.25,RPPOS,4.143668953086071,3.867778275557816,4.060274399626684,3.9831677435172623,3.901899315811745,4.170268226562805,4.2701277381981715,4.049834978492253,4.208921928530349,4.191385560529014,4.439314039984292,4.293360430507094,4.020642030609836,3.9609098870638215,4.379409273501683,4.179852903751046,4.21542834532321,4.046912784077208,3.9886259242605537,4.076666833163904,4.309652095929432,3.8295303562216407,4.192419044402616,4.121083813664052
TG (54:2) [M+NH4]+,,2.0,,903.8172,11.57,RPPOS,4.636750563176997,4.567867737733632,4.499539221010769,4.535471535596349,4.801952324940382,5.200794078824853,4.899099286357365,4.798796889130017,4.823953951658171,4.828717410736719,4.889694749474346,4.793935128417622,4.655540227304819,4.7328157513013025,4.895335442267016,4.908619422927821,4.658750112283988,4.67227975258051,4.78365083036798,4.574955034292328,4.73640244503911,4.698757622061882,4.802887968597913,4.816574884868073
TG (54:3) [M+Na]+,,2.0,,907.7694,11.58,RPPOS,4.571998699918847,4.402216263091729,4.445018227787611,4.3934999972910465,4.586813387326429,5.091795485143563,4.719975573322575,4.616913636334646,4.640319498088121,4.761268320819496,4.725330041744302,4.638999300904152,4.444510627838535,4.497645342747588,4.733246502857652,4.75985685223899,4.560769204865226,4.502469041705964,4.576026520101632,4.525649269007976,4.669308103187775,4.500530439643413,4.622714433302603,4.7123056092954965
TG (54:3) [M+NH4]+,,2.0,,901.8113,11.58,RPPOS,5.31803606141939,5.176533987609496,5.25590461504663,5.112042145404634,5.3765347188877,5.910013572575475,5.503496130155884,5.395994034118152,5.400576341131167,5.528642718023118,5.485328760392793,5.384392151612243,5.175638911200681,5.2758233656889795,5.498137399786073,5.5226520892425714,5.3352572983335955,5.227735127702609,5.342338835207399,5.252156361529077,5.45151066307475,5.257459491830571,5.343971668884032,5.498076886762571
TG (54:4) [M+Na]+,,2.0,,905.7537,11.42,RPPOS,4.886872626867377,4.803539834946902,4.865749754649099,4.794814489919897,4.909668086841541,5.3797802772018475,5.053463085488407,4.9884359213149665,5.12669122331065,5.225294167463228,5.2584880439679615,5.118225048205773,4.811018156928385,4.872988326644368,5.144047792507168,5.11707154021744,5.042539150129673,4.9201037993575945,4.886195692086006,4.831568410158255,5.20905995805692,4.769359719740478,4.9048377481929295,5.157053177947688
TG (54:4) [M+NH4]+,,2.0,,899.7958,11.43,RPPOS,5.630995904685351,5.474087594867981,5.585359659558591,5.496168833953481,5.599361546382209,6.132829219483551,5.782984904466654,5.715695761897317,5.8644693360225375,5.967616588580456,6.015100362787332,5.827657372255392,5.502306351978705,5.592814465142055,5.9075538623717945,5.866194986253972,5.763952244322532,5.5961321189531015,5.570240678712022,5.562545954339323,5.944177696277849,5.4997563673523695,5.6496170162487775,5.88139348415367
TG (54:5) [M+NH4]+,,2.0,,897.7799,11.27,RPPOS,5.713490795969883,5.59689790552872,5.683875798852413,5.614171552783814,5.574116228620358,5.978188675702668,5.804805739875726,5.815460448413131,6.012837708039538,6.077387702279121,6.177381095775564,6.03296580700596,5.605200916742367,5.6692004663543045,5.9711867321857035,5.9119631599902736,5.936122321125031,5.7197074819096185,5.556573217775499,5.6723109681581185,6.122722561575413,5.509140133982804,5.67026074115494,5.929073247076786
TG (54:5)  [M+Na]+,,2.0,,903.7382,11.27,RPPOS,5.104549347079397,5.04780920142966,5.091710798651353,5.0819569011630294,5.030566096188369,5.396962034019551,5.192047093329319,5.2066590984588705,5.402587991974897,5.463354469322608,5.54328608658313,5.434672930804318,5.0286934233256195,5.09585543069116,5.369040584614373,5.316273321508487,5.330866861268877,5.18063639024989,5.011487540078084,5.086789183623165,5.495756862303813,4.920978504694988,5.096663564422892,5.33954873554754
TG (54:6)  [M+Na]+,,2.0,,901.7232,11.09,RPPOS,5.112983396946301,5.1256563013763214,5.10900122977341,5.1396000522216205,4.949746682957472,5.1881592106273535,5.151533760345614,5.248515038432619,5.435275095738046,5.477677947874663,5.567687239595319,5.52171606323163,4.992850629217169,5.05496664913705,5.331395208697105,5.289138440458613,5.410190264823319,5.203987546744272,4.933982266212433,5.140136638834001,5.574723939173918,4.859752523538704,5.053329100883774,5.296689884617829
TG (54:6)  [M+NH4]+,,2.0,,895.7654,11.1,RPPOS,5.512800691621165,5.569010194980833,5.544781146490374,5.489096059542535,5.364368110741467,5.592600264687081,5.566592820606071,5.702508132400814,5.850884461738437,5.881720055105206,6.003770589373949,5.9659123678753225,5.416935233619257,5.472261340916698,5.750392103171623,5.7220404246578305,5.837057705944609,5.6284578912408945,5.335381655011958,5.567332209433335,6.011379630638074,5.273712236036435,5.483904585768486,5.721597131996225
TG (54:7) [M+Na]+,,2.0,,899.7069,10.91,RPPOS,4.780132697951664,5.002887399812552,4.843465800963289,4.899510582288978,4.616893564911544,4.778886840661874,4.819154174870587,5.039339249679837,5.141178368924622,5.220892102294198,5.305730041184604,5.308584791703126,4.593249617733793,4.684323233325098,4.945313102390892,4.987278017086654,5.216847170955262,5.001600179823592,4.55148619564963,4.90077127141999,5.375703925305384,4.505226103723509,4.751920097355053,4.97834816759457
TG (54:7) [M+NH4]+,,2.0,,893.7488,10.91,RPPOS,5.01670530368642,5.2338054311053614,5.076731051032306,5.114720795640039,4.83048872369021,5.009983650494723,5.037457387433477,5.293316982953259,5.334458009209765,5.428874153416465,5.487176625312876,5.549415313895762,4.817328794777111,4.917935149747938,5.145599334897673,5.226950608672776,5.408027230064018,5.197460519262012,4.784415027887925,5.163029798591467,5.576607637695249,4.751910243261338,5.005098883133594,5.215041203047886
TG (56:2) [M+NH4]+,,2.0,,931.8561,11.39,RPPOS,4.975057726695002,4.6271976609741685,4.717724238145337,4.623168344049378,4.758360984822845,4.9293454644437436,5.097405540550114,4.937621673061351,4.830769549961205,4.83341656612717,5.022626708789384,4.932830620799732,4.775512082457185,4.617451346294312,5.041401668196691,4.883202830030877,4.688225223236001,4.643217003662675,4.766595763606641,4.857334995390389,4.79169026739675,4.6590767794752805,5.055138367605927,4.847152056000806
TG (56:3) [M+NH4]+,,2.0,,929.8409,11.22,RPPOS,4.78152642176329,4.551745617729614,4.554610331434935,4.5183134350796434,4.565519973833772,4.7515931915273955,4.918502302295694,4.772817266813261,4.5837660540490015,4.69740270396272,4.946069516266046,4.683676510420861,4.588911709745318,4.3725355773016235,4.86375911058371,4.728137148536988,4.613463345590063,4.600849579268331,4.509938323558038,4.678426043810733,4.726257033194951,4.459535283353382,4.834730130813204,4.731352511781431
TG (56:5) [M+NH4]+,,2.0,,925.8086,11.07,RPPOS,3.6752753948743986,3.9384462656887966,3.6861242082806327,3.7899017706962783,3.5259046967899192,3.8324658713667907,3.9441363815861217,4.0434599724821165,4.098469788282699,4.090587401613145,4.23056949278631,4.353428696512971,3.366121083588933,3.0961829609429845,4.053653548006501,4.067224281055543,3.0318977083156184,3.796441420300535,,3.9704439147128445,4.1613810069961605,,3.834778218289072,3.8641474863207104
TG (56:6) [M+Na]+,,2.0,,929.764,11.37,RPPOS,4.662882134054179,4.666747698668241,4.766856774256467,4.616768698736264,4.602654220892605,4.7085772628482125,4.703470186285652,4.900523828964619,4.771307874783331,4.626597242927055,4.790363214149111,4.9226183408089925,4.639902856087977,4.675414600626057,4.752485765551483,4.882058266548282,4.7984342842440135,4.591414324035698,4.687081063731028,4.774633634999893,4.8070391244308,4.56917992030563,4.7299213523654124,4.931603981577794
