metabolite_id,metabolite_name,HMDB_id,KEGG_id,pathway,super_pathway,log2FoldChange,pvalue,padj,baseMean,comparison,mission
MET_I4_0049,Histidine,HMDB00177,C00135,Histidine Metabolism,Amino acids,-0.0601403264667524,0.6001237951914459,0.836628725087066,1438154.4166666667,R+1_vs_Preflight,Inspiration4
MET_I4_0050,3-Methylhistidine,HMDB00479,C01152,Histidine Metabolism,Amino acids,-1.2808911645608336,0.1584233330905812,0.5292512831396454,1188425.433333333,R+1_vs_Preflight,Inspiration4
MET_I4_0051,1-Methylhistidine,HMDB00480,C01153,Histidine Metabolism,Amino acids,-0.6390860946175535,0.4084721409355927,0.7144313054895768,14376.965333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0052,Ergothioneine,HMDB03045,C05570,Histidine metabolism,Amino acids,0.1965401756660607,0.6151901401614948,0.8372740894061015,69532.55083333333,R+1_vs_Preflight,Inspiration4
MET_I4_0053,Pipecolinic Acid,HMDB00070,C00408,Lysine degradation,Amino acids,-0.1022613456553391,0.6138743302097338,0.8372740894061015,74356.59333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0054,Glutaric Acid,HMDB00661,C00489,Lysine degradation,Amino acids,-0.0124708339647561,0.966793828727211,0.986479675918489,481076.91666666657,R+1_vs_Preflight,Inspiration4
MET_I4_0055,Lysine,HMDB00182,C00047,Lysine metabolism,Amino acids,-0.270910769379961,0.2225886512205441,0.5940087674583753,1105273.6666666665,R+1_vs_Preflight,Inspiration4
MET_I4_0056,2-Aminoadipic Acid,HMDB00510,C00956,Lysine degradation,Amino acids,-0.0659982685000023,0.7008432662926845,0.8804465545905312,122757.94666666668,R+1_vs_Preflight,Inspiration4
MET_I4_0057,Trimethyllysine,HMDB11691,C03793,Lysine degradation,Amino acids,-0.3129151300807937,0.4930525220969664,0.786575210304444,177937.4833333333,R+1_vs_Preflight,Inspiration4
MET_I4_0058,2-Methylcitric Acid,HMDB03518,C01251,Lysine biosynthesis,Amino acids,-0.0349446891930255,0.84795563379253,0.948952830869556,368118.7583333333,R+1_vs_Preflight,Inspiration4
MET_I4_0059,Phenylpyruvic Acid,HMDB00205,C00166,Phenylalanine metabolism,Amino acids,-0.1390634049157649,0.675968327008017,0.8611912866684058,26597.43833333333,R+1_vs_Preflight,Inspiration4
MET_I4_0060,Phenylalanine,HMDB00159,C00079,Phenylalanine metabolism,Amino acids,-0.0671937681860169,0.5415147651349517,0.8130780389674174,14725269.416666666,R+1_vs_Preflight,Inspiration4
MET_I4_0061,Melilotate,HMDB33752,C01198,Phenylalanine metabolism,Amino acids,0.0399227308339522,0.8860216495906358,0.9514184856318494,195713.9583333333,R+1_vs_Preflight,Inspiration4
MET_I4_0062,Hippuric Acid,HMDB00714,C01586,Phenylalanine metabolism,Amino acids,-0.7789515422048541,0.4941410190386736,0.786575210304444,8455579.25,R+1_vs_Preflight,Inspiration4
MET_I4_0063,N-Acetylphenylalanine,HMDB00512,C03519,Phenylalanine metabolism,Amino acids,-1.3917422938243242,0.0147695385906582,0.3287483011092887,20262.169583333336,R+1_vs_Preflight,Inspiration4
MET_I4_0064,2-Hydroxyphenylacetic Acid,,C01983,phenylalanine metabolism (phenylketonuria),Amino acids,0.1588957371434183,0.6204271861602205,0.8372740894061015,77166.56166666666,R+1_vs_Preflight,Inspiration4
MET_I4_0065,Indole-3-Acetaldehyde,HMDB01190,C00637,Tryptophan metabolism,Amino acids,0.6460089361713792,0.0838605234670271,0.4393682020118479,5303.047444444444,R+1_vs_Preflight,Inspiration4
MET_I4_0066,Quinaldic Acid,HMDB00842,C06325,Tryptophan metabolism,Amino acids,0.035709154905566,0.7280174496453842,0.9095176448478346,71926.87916666667,R+1_vs_Preflight,Inspiration4
MET_I4_0067,3-Indoleacetic Acid,HMDB00197,C00954,Tryptophan metabolism,Amino acids,0.0278261645774289,0.9439102983958668,0.986479675918489,108402.02833333334,R+1_vs_Preflight,Inspiration4
MET_I4_0068,Kynurenic Acid,HMDB00715,C01717,Tryptophan metabolism,Amino acids,-0.3283958017269264,0.1743162247176487,0.5497665548787385,298530.275,R+1_vs_Preflight,Inspiration4
MET_I4_0069,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid*",HMDB00978,C01252,Tryptophan metabolism,Amino acids,-1.1274427501996402,0.3736381588871013,0.6822299986157193,9897.649555555556,R+1_vs_Preflight,Inspiration4
MET_I4_0070,5-Hydroxyindoleacetic Acid,HMDB00763,C05635,Tryptophan metabolism,Amino acids,-0.3390063427122006,0.3139655394378897,0.6525274575414205,30855.40166666666,R+1_vs_Preflight,Inspiration4
MET_I4_0071,Tryptophan,HMDB00929,C00078,Tryptophan metabolism,Amino acids,-0.123719197272438,0.2484857051987738,0.6123882680035356,6280240.0,R+1_vs_Preflight,Inspiration4
MET_I4_0072,Xanthurenic Acid,HMDB00881,C02470,Tryptophan metabolism,Amino acids,-0.4081336020690584,0.2154943531166921,0.5880403552006206,192393.94166666668,R+1_vs_Preflight,Inspiration4
MET_I4_0073,Kynurenine,HMDB00684,C00328,Tryptophan metabolism,Amino acids,-0.3428803506130656,0.1225432340819296,0.4683643946690702,417010.5083333333,R+1_vs_Preflight,Inspiration4
MET_I4_0074,Indoxyl Sulfate,HMDB00682,,Tryptophan metabolism,Amino acids,-0.0171332933136736,0.9662223175669044,0.986479675918489,9715556.75,R+1_vs_Preflight,Inspiration4
MET_I4_0075,Hydroquinone,HMDB02434,C00530,Tyrosine metabolism,Amino acids,-1.6079273405764596,0.0411417030316752,0.4033675666801199,199643.06416666665,R+1_vs_Preflight,Inspiration4
MET_I4_0076,Tyramine,HMDB00306,C00483,Tyrosine metabolism,Amino acids,-0.4594157937456423,0.0144017810547902,0.3287483011092887,1909446.3333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0077,3-Hydroxyphenylacetic Acid,HMDB00440,C05593,Tyrosine/phenylalanin metabolism,Amino acids,0.163973405263776,0.6084572546087752,0.836628725087066,76895.44583333332,R+1_vs_Preflight,Inspiration4
MET_I4_0078,4-Hydroxyphenylacetic Acid,HMDB00020,C00642,Tyrosine metabolism,Amino acids,0.1558928992090892,0.6265819031658157,0.8372740894061015,78183.25749999999,R+1_vs_Preflight,Inspiration4
MET_I4_0079,Gentisic Acid,HMDB00152,C00628,Tyrosine metabolism,Amino acids,-0.2408251282020615,0.5191356591497622,0.8023312309255253,108102.33416666668,R+1_vs_Preflight,Inspiration4
MET_I4_0080,Homogentisic Acid,HMDB00130,C00544,Tyrosine metabolism,Amino acids,-1.0556749314490024,0.2793194579150035,0.6279076641753747,41315.285833333335,R+1_vs_Preflight,Inspiration4
MET_I4_0081,"3,4-Dihydroxyphenylacetic Acid (DOPAC)",HMDB01336,C01161,Tyrosine metabolism; Dopamine metabolism,Amino acids,-0.3733310826828793,0.1188704381779165,0.4683643946690702,172522.11666666667,R+1_vs_Preflight,Inspiration4
MET_I4_0082,4-Hydroxyphenylpyruvic Acid,HMDB00707,C01179,Tyrosine metabolism,Amino acids,0.636328843300202,0.0285878465196704,0.3484626697397672,216931.19166666665,R+1_vs_Preflight,Inspiration4
MET_I4_0083,Tyrosine,HMDB00158,C00082,Tyrosine metabolism,Amino acids,0.0236779200548019,0.894459394635317,0.95592698336618,9182466.75,R+1_vs_Preflight,Inspiration4
MET_I4_0084,Homovanillic Acid,HMDB00118,C05582,Tyrosine metabolism; dopamine/catecholamine metabolite,Amino acids,-0.1440625881016917,0.6265301688298255,0.8372740894061015,1990647.8333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0085,4-Hydroxyphenyllactate,HMDB00755,C03672,Tyrosine metabolism,Amino acids,-0.1369515256026697,0.5459711569422478,0.8130780389674174,1002277.7416666668,R+1_vs_Preflight,Inspiration4
MET_I4_0086,Vanillylmandelic Acid,HMDB00291,C05584,Tyrosine metabolism; catabolism of catecholamines,Amino acids,0.0201074567190177,0.9461722610800998,0.986479675918489,42159.880833333336,R+1_vs_Preflight,Inspiration4
MET_I4_0087,2-Ketoisocaproic acid,HMDB00491,C00671,Isoleucine degradation,Amino acids,-0.0714181952121894,0.6274914461624441,0.8372740894061015,6152286.916666667,R+1_vs_Preflight,Inspiration4
MET_I4_0088,2-Hydroxyisocaproic acid,HMDB00317,,Isoleucine metabolism,Amino acids,0.7429834554815608,0.0279022797669649,0.3484626697397672,51392.08833333334,R+1_vs_Preflight,Inspiration4
MET_I4_0089,3-Hydroxymethylglutaric Acid,HMDB00355,C03761,Leucine degradation,Amino acids,-0.0168628128402333,0.952044383764605,0.986479675918489,87409.53083333334,R+1_vs_Preflight,Inspiration4
MET_I4_0090,2-Hydroxyisovaleric acid,,,"Valine, leucine, and isoleucine biosynthesis / degradation",Amino acids,0.1313064876174538,0.6527910278693025,0.8508923513556516,1411444.4756953905,R+1_vs_Preflight,Inspiration4
MET_I4_0091,2-Ketoisovaleric acid,,,"Valine, leucine, and isoleucine biosynthesis / degradation",Amino acids,-0.4849447882192769,0.0025090606365675,0.1981528754208853,459696.0150440096,R+1_vs_Preflight,Inspiration4
MET_I4_0092,Valine,HMDB00883,C00183,"Valine, leucine, and isoleucine biosynthesis / degradation",Amino acids,0.0201326558258868,0.8902371669894338,0.9536744948034076,7554564.833333333,R+1_vs_Preflight,Inspiration4
MET_I4_0093,Methylmalonic Acid,HMDB00202,C02170,"Valine, leucine, and isoleucine degradation; Propanoate metabolism",Amino acids,-0.493850688141992,0.4708492539927202,0.7666173774394109,122768.2395,R+1_vs_Preflight,Inspiration4
MET_I4_0094,Citraconic Acid,HMDB00634,C02226,"Valin, leucine, isoleucine biosynthesis",Amino acids,-1.0796742520205704,0.126925792011182,0.470632807493079,696102.6,R+1_vs_Preflight,Inspiration4
MET_I4_0095,Ketoleucine,HMDB00695,C00233,"Valine, Leucine and Isoleucine Degradation",Amino acids,0.2376144403081949,0.3933590239232667,0.6984445660999736,267484.89166666666,R+1_vs_Preflight,Inspiration4
MET_I4_0096,Leucine,HMDB00687,C00123,"Valine, leucine and isoleucine degradation/ biosynthesis",Amino acids,0.093094582857431,0.6064187306710718,0.836628725087066,5552844.0,R+1_vs_Preflight,Inspiration4
MET_I4_0097,Isoleucine,HMDB00172,C00407,"Valine, leucine, isoleucine biosynthesis",Amino acids,0.1090620281804949,0.5480614719425607,0.8130780389674174,3634052.25,R+1_vs_Preflight,Inspiration4
MET_I4_0098,N-Acetylglycine,HMDB00532,,Amino acid acetylation,Amino acids,0.4579464095456662,0.0250566995476767,0.3381288395367359,150495.305,R+1_vs_Preflight,Inspiration4
MET_I4_0099,N-Acetydserine,HMDB02931,,Amino acid acetylation,Amino acids,-0.1476165722754252,0.3199203581671767,0.6537848462414385,393035.3499999999,R+1_vs_Preflight,Inspiration4
MET_I4_0100,Putrescine,HMDB01414,C00134,Polyamine metabolism,Amino acids,-0.1014733238057964,0.1177142901878296,0.4683643946690702,91076.65333333332,R+1_vs_Preflight,Inspiration4
MET_I4_0101,Spermine,HMDB01256,C00750,Polyamine metabolism,Amino acids,0.2011363537913722,0.4253659654956061,0.7184386611018111,5958.877583333334,R+1_vs_Preflight,Inspiration4
MET_I4_0102,N1-Acetylspermidine,HMDB01276,C00612,Polyamine metabolism,Amino acids,0.0398547091416485,0.8355635846086028,0.9424372905349326,33010.33583333333,R+1_vs_Preflight,Inspiration4
MET_I4_0103,Hypotaurine,HMDB00965,C00519,Taurine and hypotaurine metabolism,Amino acids,0.6903155016365616,0.1762751387692593,0.551057338913218,5283.4808,R+1_vs_Preflight,Inspiration4
MET_I4_0104,Taurine,HMDB00251,C00245,Taurine and hypotaurine metabolism,Amino acids,0.4706423684642907,0.0558242678487695,0.4132029385853039,2381176.333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0105,Lipoic Acid,HMDB01451,C00725,Lipoic acid metabolism,Amino acids,-0.1276524275933606,0.4556456150895123,0.7527332322541027,61775.574166666665,R+1_vs_Preflight,Inspiration4
MET_I4_0106,Fumaric Acid,HMDB00134,C00122,Citrate cycle (TCA cycle),Energy metabolism,-0.6149568977936444,0.1085738611446026,0.4683643946690702,61173.695,R+1_vs_Preflight,Inspiration4
MET_I4_0107,Succinic Acid,HMDB00254,C00042,Citrate cycle (TCA cycle),Energy metabolism,0.0045839373146313,0.9640249636345226,0.986479675918489,1009137.35,R+1_vs_Preflight,Inspiration4
MET_I4_0108,Malic Acid,HMDB00156,C00149,Citrate cycle (TCA cycle),Energy metabolism,-0.1923543747965211,0.483851954237209,0.7793472548606475,6914461.166666667,R+1_vs_Preflight,Inspiration4
MET_I4_0109,Oxoglutaric Acid,HMDB00208,C00026,Citrate cycle (TCA cycle),Energy metabolism,,,,1307298.51,R+1_vs_Preflight,Inspiration4
MET_I4_0110,2-ketoglutaramate,HMDB01552,C00940,"Citrate cycle (TCA cycle), Alanine, Aspartate, and Glutamate metabolism",Energy metabolism,-0.1414512360987288,0.507496763848772,0.7947258350548477,256438.425,R+1_vs_Preflight,Inspiration4
MET_I4_0111,Aconitic Acid,HMDB00072,C00417,Citrate cycle (TCA cycle),Energy metabolism,-0.4495461041981606,0.0547612013672412,0.4132029385853039,1221168.45,R+1_vs_Preflight,Inspiration4
MET_I4_0112,Beta-Carboxyglutaric Acid,HMDB31193,C19806,"Citrate cycle (TCA cycle) , from msms fragmentation",Energy metabolism,-1.158771148538462,0.1982952866885401,0.5794416127137928,87085.22099999999,R+1_vs_Preflight,Inspiration4
MET_I4_0113,Citric Acid,HMDB00094,C00158,Citrate cycle (TCA cycle),Energy metabolism,0.0389941316158634,0.7422321962254023,0.9188335127824035,206833333.3333333,R+1_vs_Preflight,Inspiration4
MET_I4_0114,Methylenesuccinic Acid,HMDB02092,C00490,"Citrate cycle (TCA cycle), dibasic acid metabolism",Energy metabolism,-1.0334611367156192,0.1661623804357923,0.5426330074030167,737671.0166666666,R+1_vs_Preflight,Inspiration4
MET_I4_0115,Glucose+Cl,HMDB03345,C00031,Glycolysis; Gluconogenesis; galactose metabolism,Energy metabolism,0.3490441373164472,0.1255529192165728,0.470632807493079,13210046.75,R+1_vs_Preflight,Inspiration4
MET_I4_0116,2-Phosphoglyceric Acid,HMDB00362,C00631,Glycolysis / Gluconeogenesis,Energy metabolism,-0.0174517929164247,0.9776705165876024,0.9930842409482176,25693.50583333333,R+1_vs_Preflight,Inspiration4
MET_I4_0117,3-Phospho-Glycerate,HMDB00807,C00197,Glycolysis / Gluconeogenesis,Energy metabolism,-0.0398869740168676,0.9540463537587918,0.986479675918489,27088.358333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0118,Lactic Acid,HMDB00190,C00186,Glycolysis / Gluconeogenesis,Energy metabolism,-0.3008451296634061,0.1096076517452739,0.4683643946690702,244833333.3333333,R+1_vs_Preflight,Inspiration4
MET_I4_0119,Pyruvate,HMDB00243,C00022,Glycolysis / Gluconeogenesis,Energy metabolism,-2.914061652325257,0.0788020225797667,0.4393682020118479,499575.39583333343,R+1_vs_Preflight,Inspiration4
MET_I4_0120,Pantothenic Acid,HMDB00210,C00864,Pantothenate and CoA biosynthesis,Energy metabolism,-0.1431656927378315,0.6802868760561163,0.8642517777501646,74256.6775,R+1_vs_Preflight,Inspiration4
MET_I4_0121,Deoxyribose,HMDB03224,C01801,Pentose phosphate pathway,Energy metabolism,-0.1978503222191198,0.6745614740308381,0.8611912866684058,95607.07166666668,R+1_vs_Preflight,Inspiration4
MET_I4_0122,Ribose,HMDB00283,C08353,Pentose phosphate pathway,Energy metabolism,-0.0864423754132885,0.5636853940564519,0.8287382000476577,228817.30833333332,R+1_vs_Preflight,Inspiration4
MET_I4_0123,Gluconic Lactone,HMDB00150,C00198,Pentose phosphate pathway,Energy metabolism,-0.4206398103404798,0.3653933793217974,0.6753787462054534,301040.5416666667,R+1_vs_Preflight,Inspiration4
MET_I4_0124,Ribose 5-Phosphate,HMDB01548,C00117,Pentose phosphate pathway,Energy metabolism,-0.1058209715439216,0.7322871028617124,0.912324539753128,24238.7465,R+1_vs_Preflight,Inspiration4
MET_I4_0125,6-Phosphogluconic Acid,HMDB01316,C00345,Pentose phosphate pathway,Energy metabolism,0.1616963121657736,0.1072590805328559,0.4683643946690702,121702.69000000002,R+1_vs_Preflight,Inspiration4
MET_I4_0126,Purine,HMDB01366,C15587,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.541055393104636,0.1069450439390345,0.4683643946690702,325390.675,R+1_vs_Preflight,Inspiration4
MET_I4_0127,Adenine,HMDB01384,C00147,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.4040747441564605,0.6063476088511874,0.836628725087066,9270.5736,R+1_vs_Preflight,Inspiration4
MET_I4_0128,3-Methyladenine,HMDB11600,C00913,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.0019595502920867,0.984456183517874,0.9943092592316188,65395.45333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0129,Hypoxanthine,HMDB00157,C00262,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,2.435586492157781,5.140249533212322e-06,0.0023182525394787,6950445.945181818,R+1_vs_Preflight,Inspiration4
MET_I4_0130,Xanthine,HMDB00292,C00385,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,1.0153321368077484,0.0571251123083362,0.4132029385853039,145521.70666666664,R+1_vs_Preflight,Inspiration4
MET_I4_0131,Allantoin,HMDB00462,C01551,Purine degradation (not produced in higher apes or humans),Purine  and pyrimidine metabolism/nucleotide metabolism,-0.2776840732817585,0.5973642337974947,0.836628725087066,84262.61166666665,R+1_vs_Preflight,Inspiration4
