gene_name_PD,gene_id,gene_type,baseMean_PD,log2FoldChange_PD,lfcSE,stat,pvalue_PD,padj_PD,gene_name_I4,log2FoldChange_I4,pvalue_I4,padj_I4,baseMean_I4,gene_name,sig_PD,sig_I4,concordant,both_down,both_up,strong_concordant
SSBP1,ENSG00000106028.11,protein_coding,12.1224878082954,1.25833919337234,0.39767834557605,3.1642135091605,0.0015550267295081,0.236101788310347,SSBP1,0.19380325671053,0.515338559681763,0.821019481452807,95.7296837855185,SSBP1,False,False,True,False,True,False
CENPF,ENSG00000117724.13,protein_coding,20.6630337485013,-1.55827639697816,0.49361220541862,-3.15688384499453,0.0015946485415835,0.236101788310347,CENPF,0.276903099073646,0.640393828173502,0.878176820992301,46.5903022042793,CENPF,False,False,False,False,False,False
XPO7,ENSG00000130227.17,protein_coding,23.61007363956,-1.17171056923919,0.371775796371703,-3.1516590931264,0.0016234569459442,0.236101788310347,XPO7,-0.794520139462551,0.0733609261356793,0.43067330583282,195.019364060585,XPO7,False,False,True,True,False,True
NES,ENSG00000132688.11,protein_coding,13.2139359667015,-1.78988936059748,0.568585475890279,-3.1479688393287,0.0016440921842768,0.236101788310347,NES,0.654906683215928,0.45340431000327,0.793279535229941,33.9162074114655,NES,False,False,False,False,False,False
SYNPO,ENSG00000171992.13,protein_coding,102.451578186515,-0.715305223694975,0.227562441100262,-3.14333604542333,0.0016703395953489,0.236101788310347,SYNPO,1.24699873560097,0.0439840437649602,0.380843823310594,228.205045815215,SYNPO,False,False,False,False,False,False
BUD13,ENSG00000137656.12,protein_coding,5.49288587715704,1.92670993328505,0.613391486082257,3.14107707231312,0.0016832772900174,0.236101788310347,BUD13,0.10163378743423,0.763485777075116,0.93154926828087,34.427694653325,BUD13,False,False,True,False,True,False
RNY3,ENSG00000202354.1,misc_RNA,68.0500854674301,1.12765219813357,0.362376361511978,3.11182604027636,0.001859340294053,0.254109840187253,RNY3,-0.872163266778283,0.0353832961363113,0.368533744696792,2090.28801100615,RNY3,False,False,False,False,False,False
HBD,ENSG00000223609.11,protein_coding,8.70672365636163,-1.8420697039361,0.598042960294483,-3.08016284152738,0.0020688744595689,0.269091787165777,HBD,-1.0493027847829,0.0150193430165754,0.290725786540263,37.1352797654223,HBD,False,False,True,True,False,True
SORBS3,ENSG00000120896.14,protein_coding,8.79363742986675,-2.50768055696236,0.81594787168639,-3.0733342704596,0.0021168122901266,0.269091787165777,SORBS3,0.625913069478973,0.0575734473019973,0.405969730026109,39.1400529274348,SORBS3,False,False,False,False,False,False
PDIA6,ENSG00000143870.13,protein_coding,5.05256792665927,-3.00302157422584,0.977283412939376,-3.0728256864543,0.0021204230883607,0.269091787165777,PDIA6,-0.258663109764782,0.374495005866421,0.745051869806071,51.4242802910424,PDIA6,False,False,True,True,False,False
DENND1B,ENSG00000213047.13,protein_coding,2.45564277881052,2.42372949310934,0.7922732916277,3.05920888501728,0.002219223547935,0.27251127146647,DENND1B,-0.392567922920057,0.295948825506944,0.685382207113245,49.8042107622156,DENND1B,False,False,False,False,False,False
COTL1,ENSG00000103187.8,protein_coding,270.98479340831,0.441035898121949,0.144359089481366,3.055130783288,0.0022496240046012,0.27251127146647,COTL1,0.166138755365755,0.502302417658613,0.814383030040309,2062.63262458144,COTL1,False,False,True,False,True,False
H4C6,ENSG00000274618.2,protein_coding,11.3249524564051,1.13377414490193,0.372648410998236,3.04247679968585,0.002346399040228,0.277917930764783,H4C6,-0.317956945003102,0.435555339011264,0.782252083873536,58.7231497187661,H4C6,False,False,False,False,False,False
RN7SL151P,ENSG00000244230.3,misc_RNA,17.4992052228184,1.15161242941168,0.381056936069368,3.02215317556124,0.002509835097155,0.290813501474709,RN7SL151P,-0.706182312171913,0.0063576147763311,0.225257255697077,146.208690339939,RN7SL151P,False,False,False,False,False,False
NFE2L1,ENSG00000082641.16,protein_coding,13.7456053498439,-1.40858176713959,0.470071493540835,-2.99652666986756,0.0027307435024577,0.309677933363827,NFE2L1,0.370978136117049,0.209489487915401,0.601004800404075,54.5735214708538,NFE2L1,False,False,False,False,False,False
TRIM58,ENSG00000162722.9,protein_coding,82.371370272356,-0.80011166378362,0.269088123561751,-2.97341871946276,0.0029450239467227,0.318883479022245,TRIM58,-0.594805358507324,0.300964822310253,0.690882388577131,759.768512642811,TRIM58,False,False,True,True,False,True
EHBP1L1,ENSG00000173442.13,protein_coding,99.1067596976793,-0.80031682077967,0.269297925079941,-2.97186404441139,0.0029599772596589,0.318883479022245,EHBP1L1,0.592218179425751,0.0604982789504155,0.408281112391196,322.239441968887,EHBP1L1,False,False,False,False,False,False
SLX4,ENSG00000188827.11,protein_coding,5.0304003033397,2.02583650123658,0.683048766014758,2.96587389075645,0.0030182422380696,0.318883479022245,SLX4,-0.401476861261816,0.517971858604415,0.822403019798244,45.6484316336509,SLX4,False,False,False,False,False,False
PUF60,ENSG00000179950.14,protein_coding,13.5525342898992,1.29801448644429,0.439463677096503,2.95363315352968,0.0031405709062039,0.318883479022245,PUF60,0.167625171983906,0.558293081617693,0.842654107763345,79.814845916643,PUF60,False,False,True,False,True,False
CNOT11,ENSG00000158435.8,protein_coding,7.44179774475493,1.48184284769226,0.50201453318206,2.95179272659593,0.0031593492773461,0.318883479022245,CNOT11,-0.0026314199206066,0.991352776926816,0.998164694729074,64.0670597324227,CNOT11,False,False,False,False,False,False
TBX21,ENSG00000073861.3,protein_coding,14.0050439642694,-1.52661145146725,0.518058071576546,-2.94679599686864,0.0032108495428341,0.318883479022245,TBX21,0.888586529985316,0.0051022860103013,0.205464344679885,68.3873004389719,TBX21,False,False,False,False,False,False
UNC13D,ENSG00000092929.12,protein_coding,17.7685021885791,1.18241092515541,0.402700130775885,2.93620695597304,0.0033225257635993,0.318883479022245,UNC13D,-0.0838205054696117,0.854743655801561,0.961882276111962,155.967506226152,UNC13D,False,False,False,False,False,False
RAB1A,ENSG00000138069.18,protein_coding,18.4356800888862,1.0402263440513,0.354576005449868,2.93371894336595,0.0033492734070521,0.318883479022245,RAB1A,-0.546066989600668,0.17109020340633,0.55953081198802,213.041653605529,RAB1A,False,False,False,False,False,False
GABARAPL2,ENSG00000034713.8,protein_coding,36.9796431818532,-0.916004371922645,0.312243992513073,-2.93361727971209,0.0033503705113031,0.318883479022245,GABARAPL2,-0.0970833903397994,0.844080392869957,0.957620783006275,317.229851745685,GABARAPL2,False,False,True,True,False,False
TRIO,ENSG00000038382.20,protein_coding,19.6503402986365,-1.32514386639278,0.454506814748369,-2.91556435105694,0.0035504587968528,0.32136153955253,TRIO,0.498308778357151,0.270443484660588,0.664153029804485,81.458637928557,TRIO,False,False,False,False,False,False
H2BC4,ENSG00000180596.7,protein_coding,63.7777512343885,0.829402007930076,0.284543662444129,2.91484969584565,0.0035585988199422,0.32136153955253,H2BC4,-0.619595318791973,0.0707011207196805,0.42550068694143,873.803707872247,H2BC4,False,False,False,False,False,False
NUDT4,ENSG00000173598.14,protein_coding,22.438118432789,-1.11670629492058,0.383362513426218,-2.91292511868275,0.0035806045188104,0.32136153955253,NUDT4,-0.0531581816930288,0.821489682595603,0.949978639720384,54.9345748374206,NUDT4,False,False,True,True,False,False
PPP1R15A,ENSG00000087074.8,protein_coding,17.9609342803594,-1.39983967421715,0.481673925206072,-2.90619774283665,0.0036585016630873,0.32136153955253,PPP1R15A,0.339243133655967,0.430386049380212,0.778878757980908,138.148145216331,PPP1R15A,False,False,False,False,False,False
AHCTF1,ENSG00000153207.16,protein_coding,13.8295869056057,1.04764585582559,0.360765395624977,2.9039532852387,0.003684831361104,0.32136153955253,AHCTF1,-0.573742233051575,0.14759972790359,0.537198719306461,93.2447116026222,AHCTF1,False,False,False,False,False,False
RFLNB,ENSG00000183688.4,protein_coding,28.2371930048705,-1.14092966162789,0.393498475474884,-2.89945128821906,0.0037381642499543,0.32136153955253,RFLNB,0.407051404357448,0.162374847029594,0.551535430611699,135.38773001432,RFLNB,False,False,False,False,False,False
SPTA1,ENSG00000163554.15,protein_coding,13.1601292003006,-1.53122574771935,0.531024588114219,-2.88353078556505,0.0039324420717238,0.332697083210922,SPTA1,-0.0736988078839624,0.870981892229173,0.966932621056457,31.2812759916466,SPTA1,False,False,True,True,False,False
RUBCNL,ENSG00000102445.20,protein_coding,6.23568763176967,1.84912725775063,0.644030079206607,2.87118151380228,0.0040894063211429,0.340570870182683,RUBCNL,0.341106942696354,0.301728389946667,0.691526986513196,28.9656560540012,RUBCNL,False,False,True,False,True,False
TNFAIP8L2,ENSG00000163154.6,protein_coding,6.46306967487818,1.542035646842,0.544249687366343,2.83332390010916,0.0046066682187176,0.377746793934846,TNFAIP8L2,0.0019834309837623,0.995560553852662,0.999383539435273,49.0624286705767,TNFAIP8L2,False,False,True,False,True,False
CENPB,ENSG00000125817.8,protein_coding,21.6429538368305,-1.0082091641351,0.361554814375875,-2.78853751643576,0.0052946614615248,0.427584024089813,CENPB,0.580431381738018,0.0544369268859943,0.401302093560699,91.9392891994796,CENPB,False,False,False,False,False,False
SELENBP1,ENSG00000143416.21,protein_coding,8.83545517824914,-1.82024687929795,0.654363194196012,-2.78170730787267,0.0054073783028174,0.427955963918066,SELENBP1,-1.85456310341688,0.003767312439466,0.186953475885739,116.229258150613,SELENBP1,False,False,True,True,False,True
SHARPIN,ENSG00000179526.17,protein_coding,9.08826435284451,1.36850274765393,0.492982064951639,2.77596863039668,0.0055037518444542,0.427955963918066,SHARPIN,-0.825842772535126,0.0433496725530113,0.380843823310594,75.0526695916372,SHARPIN,False,False,False,False,False,False
COX7C,ENSG00000127184.13,protein_coding,153.988002970192,0.50448995282316,0.182330124816694,2.76690400629271,0.0056591416046082,0.427955963918066,COX7C,0.107395284927079,0.69326860010912,0.903131642626237,1074.44380499038,COX7C,False,False,True,False,True,False
RNF5,ENSG00000204308.8,protein_coding,4.53272129013179,-2.42243050974379,0.875534403612909,-2.76680219503378,0.0056609091491279,0.427955963918066,RNF5,0.0319423909548406,0.92133810147508,0.981610664607054,36.0414183894059,RNF5,False,False,False,False,False,False
PITPNM1,ENSG00000110697.13,protein_coding,14.3061245357832,-1.26383628191576,0.457163628839852,-2.76451625236025,0.0057007267238616,0.427955963918066,PITPNM1,0.386068137013249,0.13197586337066,0.511550270415896,69.2938122828596,PITPNM1,False,False,False,False,False,False
BSG,ENSG00000172270.22,protein_coding,47.8963805119378,-0.866471372222725,0.315832675752785,-2.7434506900133,0.006079717844722,0.450068001560674,BSG,-0.621405631157708,0.0690229714328804,0.421890106303772,426.291372761385,BSG,False,False,True,True,False,True
PLSCR1,ENSG00000188313.13,protein_coding,4.45056665712008,1.78429296178509,0.651720769722622,2.73781816489369,0.0061848262084874,0.451577036866278,PLSCR1,0.007219430557935,0.983644442281355,0.99716241979394,34.8007780563402,PLSCR1,False,False,True,False,True,False
PALM2AKAP2,ENSG00000157654.19,protein_coding,32.5810534041265,-0.778491734193018,0.285140366396775,-2.73020528110615,0.0063294898824474,0.455894338830338,PALM2AKAP2,0.697535542456229,0.0496107953053874,0.393239086582703,155.128398728695,PALM2AKAP2,False,False,False,False,False,False
POMP,ENSG00000132963.8,protein_coding,14.4588579965044,0.946895243807298,0.348133548337973,2.71991954905776,0.0065297800928208,0.464049705263136,POMP,0.187066664962837,0.372399204110993,0.744661405632286,87.871077121562,POMP,False,False,True,False,True,False
DAP3,ENSG00000132676.16,protein_coding,13.4722380353,1.06689344735086,0.393185346622267,2.71346187368429,0.0066584229744322,0.466965716496367,DAP3,0.0079221938277186,0.971792909564438,0.993323709469578,107.354602872049,DAP3,False,False,True,False,True,False
MCTP1,ENSG00000175471.19,protein_coding,14.2644058608853,1.04215903950684,0.385277502686393,2.70495690052043,0.0068313252152741,0.472869654511832,MCTP1,-0.599072354273005,0.245594996580091,0.642300738317312,195.940616878187,MCTP1,False,False,False,False,False,False
Y_RNA,ENSG00000207292.1,misc_RNA,2.87702671166158,2.56501844524413,0.950030802259834,2.6999318749905,0.0069353675892367,0.47391678526451,Y_RNA,0.164671486939315,0.737796582155887,0.921280987456672,13.2745319001924,Y_RNA,False,False,True,False,True,False
SOGA1,ENSG00000149639.15,protein_coding,5.69045855655361,-2.54547443321003,0.944593325791451,-2.69478342023774,0.0070434396614188,0.475209283485603,SOGA1,0.322869241024327,0.391841400348992,0.756782194880423,28.2433709418814,SOGA1,False,False,False,False,False,False
TRIM25,ENSG00000121060.19,protein_coding,9.55209263757111,1.26581367643442,0.472309493768922,2.68005130774212,0.0073610876399535,0.484811658289311,TRIM25,0.139868430800015,0.635099285938944,0.876517957775511,60.6637509700993,TRIM25,False,False,True,False,True,False
MGLL,ENSG00000074416.15,protein_coding,9.11531840597028,-1.6420825902881,0.612774188123392,-2.67975156609801,0.0073676818614323,0.484811658289311,MGLL,-0.960290223458542,0.185337481263334,0.576010621984219,158.163726327391,MGLL,False,False,True,True,False,True
ACLY,ENSG00000131473.17,protein_coding,22.2816150418014,0.741830806506876,0.27761729620584,2.67213468557393,0.0075370390317082,0.489907537061038,ACLY,0.601866582409633,0.0029751349955581,0.168540557064753,95.5521132129875,ACLY,False,False,True,False,True,True
PSMD4,ENSG00000159352.16,protein_coding,26.8526686233581,0.860465570380784,0.323463892429593,2.66015957428101,0.0078103637688942,0.494749061686774,PSMD4,0.407966806900704,0.0920550682676075,0.455112184775457,161.225705820993,PSMD4,False,False,True,False,True,False
RASSF3,ENSG00000153179.13,protein_coding,63.8725376098023,-0.654072307774313,0.246112645404902,-2.65761357649153,0.0078696068670967,0.494749061686774,RASSF3,0.315218031349508,0.112317585970305,0.485434670053555,324.015615370657,RASSF3,False,False,False,False,False,False
LLNLF-96A1.1,ENSG00000283907.1,lncRNA,15.3038336847529,2.33260389899317,0.877994340812268,2.65674138267814,0.0078899944171436,0.494749061686774,LLNLF-96A1.1,-0.0313070583238521,0.944707693353771,0.988065509675422,127.432067815092,LLNLF-96A1.1,False,False,False,False,False,False
MSRB1,ENSG00000198736.12,protein_coding,8.0629860689223,-1.75497349081672,0.661829210507137,-2.65170147064368,0.0080087316900432,0.496355115208493,MSRB1,0.275349830357982,0.602794226535636,0.860578559487221,75.060250491626,MSRB1,False,False,False,False,False,False
ZSWIM9,ENSG00000185453.13,protein_coding,4.30936865961242,-2.38823287595663,0.907930745085026,-2.63041304514143,0.0085281183177821,0.520221928088411,ZSWIM9,0.339350673313985,0.452976505843769,0.793223091878357,17.6344214478245,ZSWIM9,False,False,False,False,False,False
LYPLA1,ENSG00000120992.18,protein_coding,6.14471283110743,1.33867682934135,0.509965253326379,2.62503537370337,0.0086639965649677,0.520221928088411,LYPLA1,0.345405686282501,0.142352410388495,0.529635480135598,47.5093817013765,LYPLA1,False,False,True,False,True,False
GSPT1,ENSG00000103342.13,protein_coding,70.7674780831915,-0.609623998273691,0.232313218491314,-2.62414684034212,0.0086866325703318,0.520221928088411,GSPT1,-0.0552135174457143,0.79385836828127,0.9421092432195,534.069985451323,GSPT1,False,False,True,True,False,False
RNA5SP259,ENSG00000202411.1,rRNA_pseudogene,9.16221776613808,3.73606882515846,1.42896412196081,2.61452948170027,0.00893504489628,0.52915321441303,RNA5SP259,-1.84825910546614,0.013683216441077,0.286061919209578,15.3478293503636,RNA5SP259,False,False,False,False,False,False
MADD,ENSG00000110514.19,protein_coding,17.2757980258832,-1.1176308102151,0.428481874036869,-2.60835026622137,0.009097980555732,0.530671743850057,MADD,-0.616096953658065,0.231581563592423,0.628028963399811,156.063243111893,MADD,False,False,True,True,False,True
MINK1,ENSG00000141503.17,protein_coding,31.1743261930102,-1.03689878293408,0.398348045792179,-2.60299703710619,0.0092412752346316,0.530671743850057,MINK1,-0.494959915444666,0.326211363912181,0.710606418845847,270.648148198583,MINK1,False,False,True,True,False,False
ORC4,ENSG00000115947.14,protein_coding,13.8976527694654,0.991361573906286,0.380952090231739,2.60232611744754,0.0092593756431623,0.530671743850057,ORC4,-0.770886842555084,0.0342322493087238,0.366802794380055,229.148773909181,ORC4,False,False,False,False,False,False
RNY3P1,ENSG00000201955.1,misc_RNA,5.91917576913753,1.6241140937147,0.629157206697627,2.58141220735512,0.0098397014844322,0.543513526632907,RNY3P1,-1.36231628238957,0.0547917840466213,0.402320515153326,12.3591939216348,RNY3P1,False,False,False,False,False,False
TNS2,ENSG00000111077.18,protein_coding,10.5672591419454,-1.50747861444344,0.585268680516897,-2.57570354373323,0.0100036374983521,0.543513526632907,TNS2,1.67087794511958,0.0568703182341475,0.404349552161057,22.2670325364895,TNS2,False,False,False,False,False,False
S100A10,ENSG00000197747.9,protein_coding,46.8014468659386,0.760610725727223,0.295445885667824,2.57445022125776,0.0100399532590126,0.543513526632907,S100A10,0.0916207854151379,0.822382047399496,0.95010762627361,436.472791752418,S100A10,False,False,True,False,True,False
WDR26,ENSG00000162923.17,protein_coding,37.0811732731912,-0.647478420616602,0.252004558830549,-2.56931233157562,0.0101900568825778,0.543513526632907,WDR26,-0.0389840835943503,0.913166810893281,0.979008579454092,286.725540253572,WDR26,False,False,True,True,False,False
ARHGEF11,ENSG00000132694.19,protein_coding,8.62064683430774,-1.44949440449184,0.565706424904404,-2.56227318743425,0.0103989485548142,0.543513526632907,ARHGEF11,0.494451383965041,0.0779724958674673,0.438233598151791,46.7320196246041,ARHGEF11,False,False,False,False,False,False
FADD,ENSG00000168040.5,protein_coding,4.0651240240163,1.92519240145732,0.751400533223471,2.56213872140646,0.0104029757516542,0.543513526632907,FADD,-0.146380221118015,0.58767719411408,0.853881933833051,43.2531925637709,FADD,False,False,False,False,False,False
CCNYL1,ENSG00000163249.13,protein_coding,10.4126203906974,1.21808031010057,0.476171038052257,2.55807307198488,0.0105253972677872,0.543513526632907,CCNYL1,-0.507097616849795,0.203476488117759,0.594208685143709,102.956159322025,CCNYL1,False,False,False,False,False,False
PSMD2,ENSG00000175166.17,protein_coding,11.6998581577593,-1.25163948968863,0.489439720986458,-2.55729037922376,0.0105491116359545,0.543513526632907,PSMD2,0.229056303404104,0.414429941356451,0.769107722002801,82.4111414056506,PSMD2,False,False,False,False,False,False
RNU5B-1,ENSG00000200156.1,snRNA,4.77535386810878,2.25055338708605,0.880937701239719,2.55472479372708,0.0106271784280506,0.543513526632907,RNU5B-1,-0.337619373904451,0.56361392259775,0.843892484472054,61.011759565579,RNU5B-1,False,False,False,False,False,False
FAM102B,ENSG00000162636.16,protein_coding,4.77979032689843,-2.13886258704912,0.839033050237085,-2.54919944624917,0.0107970532365208,0.543513526632907,FAM102B,0.135499089350391,0.615308869635075,0.867491660963586,27.9471975736288,FAM102B,False,False,False,False,False,False
KLF3,ENSG00000109787.13,protein_coding,24.928504482402,-0.827915364208822,0.324891166520597,-2.54828523987073,0.0108253917396918,0.543513526632907,KLF3,-0.0138844759244931,0.948838564834454,0.989187387148583,195.836361591945,KLF3,False,False,True,True,False,False
FBXW7,ENSG00000109670.16,protein_coding,31.6998333424795,0.624590145368674,0.245470173408809,2.5444645135296,0.0109445431812117,0.543513526632907,FBXW7,-0.529097673633057,0.0046178199059645,0.198254099025657,358.371881819118,FBXW7,False,False,False,False,False,False
