gene_name,gene_id,gene_type,baseMean,log2FoldChange_R1,lfcSE,stat,pvalue,padj_R1,log2FoldChange_R39,padj_R39
SIAH2,ENSG00000181788.4,protein_coding,16.7640279922141,-1.39687253028438,0.441452411328412,-3.16426526266089,0.0015547502185223,0.236101788310347,-0.605274151927907,0.922405531070794
SSBP1,ENSG00000106028.11,protein_coding,12.1224878082954,1.25833919337234,0.39767834557605,3.1642135091605,0.0015550267295081,0.236101788310347,1.03696584074288,0.293754490850378
CENPF,ENSG00000117724.13,protein_coding,20.6630337485013,-1.55827639697816,0.49361220541862,-3.15688384499453,0.0015946485415835,0.236101788310347,-0.606871825339561,0.942191637017041
XPO7,ENSG00000130227.17,protein_coding,23.61007363956,-1.17171056923919,0.371775796371703,-3.1516590931264,0.0016234569459442,0.236101788310347,-0.555580237020355,0.887570013070269
NES,ENSG00000132688.11,protein_coding,13.2139359667015,-1.78988936059748,0.568585475890279,-3.1479688393287,0.0016440921842768,0.236101788310347,-0.559359005346205,0.953507896005218
SYNPO,ENSG00000171992.13,protein_coding,102.451578186515,-0.715305223694975,0.227562441100262,-3.14333604542333,0.0016703395953489,0.236101788310347,-0.457305278942566,0.668581646012979
BUD13,ENSG00000137656.12,protein_coding,5.49288587715704,1.92670993328505,0.613391486082257,3.14107707231312,0.0016832772900174,0.236101788310347,1.36973552008655,0.531950202882959
RNY3,ENSG00000202354.1,misc_RNA,68.0500854674301,1.12765219813357,0.362376361511978,3.11182604027636,0.001859340294053,0.254109840187253,0.932852978879248,0.716631597947757
HBD,ENSG00000223609.11,protein_coding,8.70672365636163,-1.8420697039361,0.598042960294483,-3.08016284152738,0.0020688744595689,0.269091787165777,-0.641707438966324,0.95182832588077
SORBS3,ENSG00000120896.14,protein_coding,8.79363742986675,-2.50768055696236,0.81594787168639,-3.0733342704596,0.0021168122901266,0.269091787165777,-0.955314222650142,0.922405531070794
PDIA6,ENSG00000143870.13,protein_coding,5.05256792665927,-3.00302157422584,0.977283412939376,-3.0728256864543,0.0021204230883607,0.269091787165777,-1.66120367286836,0.668581646012979
DENND1B,ENSG00000213047.13,protein_coding,2.45564277881052,2.42372949310934,0.7922732916277,3.05920888501728,0.002219223547935,0.27251127146647,2.09232664617641,0.275423014060019
COTL1,ENSG00000103187.8,protein_coding,270.98479340831,0.441035898121949,0.144359089481366,3.055130783288,0.0022496240046012,0.27251127146647,0.162997106000639,0.983262496850266
H4C6,ENSG00000274618.2,protein_coding,11.3249524564051,1.13377414490193,0.372648410998236,3.04247679968585,0.002346399040228,0.277917930764783,0.701330099933598,0.870378725940802
RN7SL151P,ENSG00000244230.3,misc_RNA,17.4992052228184,1.15161242941168,0.381056936069368,3.02215317556124,0.002509835097155,0.290813501474709,0.836985459187966,0.784543500352545
NFE2L1,ENSG00000082641.16,protein_coding,13.7456053498439,-1.40858176713959,0.470071493540835,-2.99652666986756,0.0027307435024577,0.309677933363827,-0.802016602090817,0.784543500352545
TRIM58,ENSG00000162722.9,protein_coding,82.371370272356,-0.80011166378362,0.269088123561751,-2.97341871946276,0.0029450239467227,0.318883479022245,-0.058745053665834,0.998086042062166
EHBP1L1,ENSG00000173442.13,protein_coding,99.1067596976793,-0.80031682077967,0.269297925079941,-2.97186404441139,0.0029599772596589,0.318883479022245,-0.621157494475052,0.464086810406153
SLX4,ENSG00000188827.11,protein_coding,5.0304003033397,2.02583650123658,0.683048766014758,2.96587389075645,0.0030182422380696,0.318883479022245,1.21812984133227,0.908438905389404
PUF60,ENSG00000179950.14,protein_coding,13.5525342898992,1.29801448644429,0.439463677096503,2.95363315352968,0.0031405709062039,0.318883479022245,1.04102343312772,0.397406762611455
CNOT11,ENSG00000158435.8,protein_coding,7.44179774475493,1.48184284769226,0.50201453318206,2.95179272659593,0.0031593492773461,0.318883479022245,1.21816450191848,0.492304650125732
TBX21,ENSG00000073861.3,protein_coding,14.0050439642694,-1.52661145146725,0.518058071576546,-2.94679599686864,0.0032108495428341,0.318883479022245,-0.784504106243014,0.870378725940802
UNC13D,ENSG00000092929.12,protein_coding,17.7685021885791,1.18241092515541,0.402700130775885,2.93620695597304,0.0033225257635993,0.318883479022245,0.628413954022624,0.922405531070794
RAB1A,ENSG00000138069.18,protein_coding,18.4356800888862,1.0402263440513,0.354576005449868,2.93371894336595,0.0033492734070521,0.318883479022245,0.73279376258458,0.668581646012979
GABARAPL2,ENSG00000034713.8,protein_coding,36.9796431818532,-0.916004371922645,0.312243992513073,-2.93361727971209,0.0033503705113031,0.318883479022245,-0.433147959177128,0.922405531070794
TRIO,ENSG00000038382.20,protein_coding,19.6503402986365,-1.32514386639278,0.454506814748369,-2.91556435105694,0.0035504587968528,0.32136153955253,-0.929792557225426,0.483493776442193
H2BC4,ENSG00000180596.7,protein_coding,63.7777512343885,0.829402007930076,0.284543662444129,2.91484969584565,0.0035585988199422,0.32136153955253,0.484996968416258,0.870378725940802
NUDT4,ENSG00000173598.14,protein_coding,22.438118432789,-1.11670629492058,0.383362513426218,-2.91292511868275,0.0035806045188104,0.32136153955253,-0.757697473086209,0.535194134240098
PPP1R15A,ENSG00000087074.8,protein_coding,17.9609342803594,-1.39983967421715,0.481673925206072,-2.90619774283665,0.0036585016630873,0.32136153955253,-0.760430454103402,0.870378725940802
AHCTF1,ENSG00000153207.16,protein_coding,13.8295869056057,1.04764585582559,0.360765395624977,2.9039532852387,0.003684831361104,0.32136153955253,0.665860982559458,0.819845711858572
RFLNB,ENSG00000183688.4,protein_coding,28.2371930048705,-1.14092966162789,0.393498475474884,-2.89945128821906,0.0037381642499543,0.32136153955253,-0.681722280964115,0.793227009754725
SPTA1,ENSG00000163554.15,protein_coding,13.1601292003006,-1.53122574771935,0.531024588114219,-2.88353078556505,0.0039324420717238,0.332697083210922,-0.823148730521004,0.870378725940802
RUBCNL,ENSG00000102445.20,protein_coding,6.23568763176967,1.84912725775063,0.644030079206607,2.87118151380228,0.0040894063211429,0.340570870182683,0.958717666868854,0.947543342162046
TNFAIP8L2,ENSG00000163154.6,protein_coding,6.46306967487818,1.542035646842,0.544249687366343,2.83332390010916,0.0046066682187176,0.377746793934846,0.965274980706768,0.870378725940802
CENPB,ENSG00000125817.8,protein_coding,21.6429538368305,-1.0082091641351,0.361554814375875,-2.78853751643576,0.0052946614615248,0.427584024089813,-0.269728808775102,0.992587378328484
SELENBP1,ENSG00000143416.21,protein_coding,8.83545517824914,-1.82024687929795,0.654363194196012,-2.78170730787267,0.0054073783028174,0.427955963918066,-1.04456929467895,0.793227009754725
SHARPIN,ENSG00000179526.17,protein_coding,9.08826435284451,1.36850274765393,0.492982064951639,2.77596863039668,0.0055037518444542,0.427955963918066,0.526050897681194,0.992587378328484
COX7C,ENSG00000127184.13,protein_coding,153.988002970192,0.50448995282316,0.182330124816694,2.76690400629271,0.0056591416046082,0.427955963918066,0.310134616578558,0.870378725940802
RNF5,ENSG00000204308.8,protein_coding,4.53272129013179,-2.42243050974379,0.875534403612909,-2.76680219503378,0.0056609091491279,0.427955963918066,-0.74025048987742,0.983262496850266
PITPNM1,ENSG00000110697.13,protein_coding,14.3061245357832,-1.26383628191576,0.457163628839852,-2.76451625236025,0.0057007267238616,0.427955963918066,-1.00806589804627,0.667026324999398
BSG,ENSG00000172270.22,protein_coding,47.8963805119378,-0.866471372222725,0.315832675752785,-2.7434506900133,0.006079717844722,0.450068001560674,-0.346965279524386,0.953507896005218
PLSCR1,ENSG00000188313.13,protein_coding,4.45056665712008,1.78429296178509,0.651720769722622,2.73781816489369,0.0061848262084874,0.451577036866278,1.13040058786641,0.887570013070269
PALM2AKAP2,ENSG00000157654.19,protein_coding,32.5810534041265,-0.778491734193018,0.285140366396775,-2.73020528110615,0.0063294898824474,0.455894338830338,-0.421045150749068,0.908438905389404
POMP,ENSG00000132963.8,protein_coding,14.4588579965044,0.946895243807298,0.348133548337973,2.71991954905776,0.0065297800928208,0.464049705263136,0.713782216375136,0.668581646012979
DAP3,ENSG00000132676.16,protein_coding,13.4722380353,1.06689344735086,0.393185346622267,2.71346187368429,0.0066584229744322,0.466965716496367,0.56917392993163,0.944724988138741
MCTP1,ENSG00000175471.19,protein_coding,14.2644058608853,1.04215903950684,0.385277502686393,2.70495690052043,0.0068313252152741,0.472869654511832,0.462632602845449,0.979511700603372
Y_RNA,ENSG00000207292.1,misc_RNA,2.87702671166158,2.56501844524413,0.950030802259834,2.6999318749905,0.0069353675892367,0.47391678526451,2.16872381661356,0.483493776442193
SOGA1,ENSG00000149639.15,protein_coding,5.69045855655361,-2.54547443321003,0.944593325791451,-2.69478342023774,0.0070434396614188,0.475209283485603,-1.16304345378619,0.91628069731862
TRIM25,ENSG00000121060.19,protein_coding,9.55209263757111,1.26581367643442,0.472309493768922,2.68005130774212,0.0073610876399535,0.484811658289311,0.7935348282007,0.8732085726272
MGLL,ENSG00000074416.15,protein_coding,9.11531840597028,-1.6420825902881,0.612774188123392,-2.67975156609801,0.0073676818614323,0.484811658289311,-1.05166486832682,0.784543500352545
ACLY,ENSG00000131473.17,protein_coding,22.2816150418014,0.741830806506876,0.27761729620584,2.67213468557393,0.0075370390317082,0.489907537061038,0.414477892532358,0.943319012471727
PSMD4,ENSG00000159352.16,protein_coding,26.8526686233581,0.860465570380784,0.323463892429593,2.66015957428101,0.0078103637688942,0.494749061686774,0.602653106236422,0.784543500352545
RASSF3,ENSG00000153179.13,protein_coding,63.8725376098023,-0.654072307774313,0.246112645404902,-2.65761357649153,0.0078696068670967,0.494749061686774,-0.29793363857142,0.953507896005218
LLNLF-96A1.1,ENSG00000283907.1,lncRNA,15.3038336847529,2.33260389899317,0.877994340812268,2.65674138267814,0.0078899944171436,0.494749061686774,2.02923779392056,0.492304650125732
MSRB1,ENSG00000198736.12,protein_coding,8.0629860689223,-1.75497349081672,0.661829210507137,-2.65170147064368,0.0080087316900432,0.496355115208493,-0.719344328539467,0.95182832588077
ZSWIM9,ENSG00000185453.13,protein_coding,4.30936865961242,-2.38823287595663,0.907930745085026,-2.63041304514143,0.0085281183177821,0.520221928088411,-1.02743081664817,0.95182832588077
LYPLA1,ENSG00000120992.18,protein_coding,6.14471283110743,1.33867682934135,0.509965253326379,2.62503537370337,0.0086639965649677,0.520221928088411,0.547910977375646,0.983262496850266
GSPT1,ENSG00000103342.13,protein_coding,70.7674780831915,-0.609623998273691,0.232313218491314,-2.62414684034212,0.0086866325703318,0.520221928088411,-0.0224989479059562,0.998086042062166
RNA5SP259,ENSG00000202411.1,rRNA_pseudogene,9.16221776613808,3.73606882515846,1.42896412196081,2.61452948170027,0.00893504489628,0.52915321441303,2.26845803018518,0.870378725940802
MADD,ENSG00000110514.19,protein_coding,17.2757980258832,-1.1176308102151,0.428481874036869,-2.60835026622137,0.009097980555732,0.530671743850057,-0.404439333747481,0.983262496850266
MINK1,ENSG00000141503.17,protein_coding,31.1743261930102,-1.03689878293408,0.398348045792179,-2.60299703710619,0.0092412752346316,0.530671743850057,-0.552584320928378,0.91628069731862
ORC4,ENSG00000115947.14,protein_coding,13.8976527694654,0.991361573906286,0.380952090231739,2.60232611744754,0.0092593756431623,0.530671743850057,0.749143779575376,0.668581646012979
RNY3P1,ENSG00000201955.1,misc_RNA,5.91917576913753,1.6241140937147,0.629157206697627,2.58141220735512,0.0098397014844322,0.543513526632907,1.22594124925954,0.793227009754725
TNS2,ENSG00000111077.18,protein_coding,10.5672591419454,-1.50747861444344,0.585268680516897,-2.57570354373323,0.0100036374983521,0.543513526632907,-1.17841712932238,0.535194134240098
S100A10,ENSG00000197747.9,protein_coding,46.8014468659386,0.760610725727223,0.295445885667824,2.57445022125776,0.0100399532590126,0.543513526632907,0.422569820681049,0.922405531070794
WDR26,ENSG00000162923.17,protein_coding,37.0811732731912,-0.647478420616602,0.252004558830549,-2.56931233157562,0.0101900568825778,0.543513526632907,-0.168814696029852,0.992587378328484
ARHGEF11,ENSG00000132694.19,protein_coding,8.62064683430774,-1.44949440449184,0.565706424904404,-2.56227318743425,0.0103989485548142,0.543513526632907,-0.533548962563491,0.966185594498534
FADD,ENSG00000168040.5,protein_coding,4.0651240240163,1.92519240145732,0.751400533223471,2.56213872140646,0.0104029757516542,0.543513526632907,0.983617697228825,0.95182832588077
CCNYL1,ENSG00000163249.13,protein_coding,10.4126203906974,1.21808031010057,0.476171038052257,2.55807307198488,0.0105253972677872,0.543513526632907,0.845729505255696,0.870378725940802
PSMD2,ENSG00000175166.17,protein_coding,11.6998581577593,-1.25163948968863,0.489439720986458,-2.55729037922376,0.0105491116359545,0.543513526632907,-0.17241627476866,0.998086042062166
RNU5B-1,ENSG00000200156.1,snRNA,4.77535386810878,2.25055338708605,0.880937701239719,2.55472479372708,0.0106271784280506,0.543513526632907,1.79718926265353,0.784543500352545
FAM102B,ENSG00000162636.16,protein_coding,4.77979032689843,-2.13886258704912,0.839033050237085,-2.54919944624917,0.0107970532365208,0.543513526632907,-0.741127709875977,0.983262496850266
KLF3,ENSG00000109787.13,protein_coding,24.928504482402,-0.827915364208822,0.324891166520597,-2.54828523987073,0.0108253917396918,0.543513526632907,-0.282601425363711,0.983262496850266
FBXW7,ENSG00000109670.16,protein_coding,31.6998333424795,0.624590145368674,0.245470173408809,2.5444645135296,0.0109445431812117,0.543513526632907,0.142739793041189,0.995521320397187
THAP11,ENSG00000168286.3,protein_coding,4.50596689138406,-2.53801398170363,0.99811576834638,-2.5428052157802,0.010996651252809,0.543513526632907,0.317004594509499,0.998086042062166
CCND1,ENSG00000110092.4,protein_coding,21.2717388709402,-1.2588681660131,0.495147132560466,-2.54241231187858,0.0110090221173783,0.543513526632907,-0.787090196598586,0.870378725940802
SLC2A1,ENSG00000117394.24,protein_coding,22.8083107587556,-0.936651811520209,0.368429108969286,-2.54228503860778,0.0110130320593535,0.543513526632907,-0.924875747205811,0.275423014060019
SLC25A36,ENSG00000114120.14,protein_coding,6.12210729666067,1.63781931129795,0.64707522513564,2.53111114083316,0.0113701814313098,0.550408010086307,0.824042510451358,0.953507896005218
APBA2,ENSG00000034053.15,protein_coding,6.31324251030012,-2.07422848261343,0.819559288884864,-2.5309071726046,0.0113767953030382,0.550408010086307,-1.08039052212441,0.91628069731862
FBXO7,ENSG00000100225.18,protein_coding,122.301284720214,-0.653577910434113,0.25909588901017,-2.52253292374106,0.0116513042746926,0.550408010086307,-0.143187860065466,0.995521320397187
MIF,ENSG00000240972.2,protein_coding,14.5692875129555,1.16810052675672,0.463869779638432,2.51816474801873,0.0117968127771957,0.550408010086307,0.599323163973336,0.953507896005218
TFDP1,ENSG00000198176.13,protein_coding,21.9237177450758,-0.989507444665727,0.393619358063599,-2.51386885424941,0.0119414830803851,0.550408010086307,-0.219982622702928,0.995521320397187
UACA,ENSG00000137831.15,protein_coding,38.9368722734,-0.937006579617612,0.373001458613303,-2.51207215945239,0.0120024543650523,0.550408010086307,-0.537319072883743,0.908438905389404
SPSB3,ENSG00000162032.16,protein_coding,5.37990199403726,-2.70898307176395,1.07840544105234,-2.51202652419896,0.012004006596003,0.550408010086307,-1.00645519466047,0.953507896005218
NACA,ENSG00000196531.14,protein_coding,343.418081230069,0.359539271434658,0.143338029606533,2.50833133692157,0.0121302862656506,0.550408010086307,0.216191551591909,0.91628069731862
MIDEAS,ENSG00000156030.13,protein_coding,20.5688502342709,-0.94423441956203,0.376622008553995,-2.50711428996763,0.0121721347170719,0.550408010086307,-0.401698636237626,0.956045253899506
ZNF787,ENSG00000142409.6,protein_coding,8.08877141936935,1.50015395081158,0.598450675577156,2.50672948002742,0.0121853930938432,0.550408010086307,1.08167889783723,0.870378725940802
DDX59,ENSG00000118197.14,protein_coding,5.10516986003598,1.68700861319793,0.675014548231185,2.49921815406585,0.0124467663140471,0.55748961725942,1.08359065795103,0.911972164960405
DEFA3,ENSG00000239839.7,protein_coding,9.78412227921078,-2.22730804745591,0.893945965758573,-2.49154661777112,0.0127188275062165,0.56492792173445,-0.891021704634071,
PDLIM7,ENSG00000196923.14,protein_coding,5.7212296500946,1.91370976314478,0.772003414626066,2.47888769257805,0.0131792796136817,0.580541820999367,1.18247080595066,0.887570013070269
CHST15,ENSG00000182022.18,protein_coding,4.79109417870896,1.77127465976423,0.718978933329504,2.4635974402778,0.0137550501945677,0.600937848664312,1.0558906134147,0.953507896005218
SSR3,ENSG00000114850.7,protein_coding,6.2317014627149,-1.70414784703243,0.693871895009405,-2.45599779914609,0.0140494017859643,0.608572661070577,-0.258901231172608,0.998086042062166
SLC35A4,ENSG00000176087.16,protein_coding,6.69590463835998,-1.60819764567607,0.655884117207484,-2.45195394046617,0.0142082847599064,0.608572661070577,-0.22725306865676,0.998086042062166
BET1L,ENSG00000177951.17,protein_coding,5.77227477290647,-1.80525707677518,0.736942179270611,-2.44965904728365,0.0142991543214504,0.608572661070577,-1.37961128016265,0.668581646012979
CPSF1,ENSG00000071894.17,protein_coding,6.99042660854343,-1.46626876305097,0.600243974956754,-2.44278797326805,0.0145742968991435,0.608572661070577,-0.638767241686714,0.953507896005218
EIF5A,ENSG00000132507.18,protein_coding,29.9296002440917,0.692116014645376,0.284556735070814,2.43226017642189,0.0150049246443623,0.608572661070577,0.436147600803549,0.911972164960405
SPRYD3,ENSG00000167778.9,protein_coding,13.2447421471346,-1.1637442613138,0.479003404915566,-2.42951145935785,0.015119186960362,0.608572661070577,-0.750624614551344,0.91628069731862
PRAG1,ENSG00000275342.5,protein_coding,5.06428783994181,-2.04714586174818,0.843975010411174,-2.42560009063638,0.0152831007955268,0.608572661070577,-0.186939747412419,0.998086042062166
LDLRAP1,ENSG00000157978.12,protein_coding,10.3238579599063,-1.6028716651229,0.661409134961971,-2.42341930341658,0.0153751687720195,0.608572661070577,-0.553579747984039,0.983262496850266
RIOK3,ENSG00000101782.15,protein_coding,76.3760375850785,-0.621625482339492,0.257019094328371,-2.41859650141516,0.0155805122528083,0.608572661070577,-0.282327323557089,0.953507896005218
LILRA1,ENSG00000104974.12,protein_coding,13.5247773289486,1.01383031763436,0.419424023800385,2.4171965841348,0.0156405675420757,0.608572661070577,0.509245169366504,0.953507896005218
BRD8,ENSG00000112983.18,protein_coding,6.17683856060101,-1.71133423932131,0.708401571229056,-2.41576855391808,0.0157020385936692,0.608572661070577,-1.05845442316714,0.870378725940802
ICE1,ENSG00000164151.12,protein_coding,12.0395224968634,1.19164257000548,0.493392526342292,2.41520190595423,0.0157264893830244,0.608572661070577,0.601694521091333,0.953507896005218
ARPC3,ENSG00000111229.16,protein_coding,97.8964397875977,0.501691722611503,0.207774196945332,2.41460070589759,0.0157524677022324,0.608572661070577,0.31219045643586,0.922405531070794
EIF3A,ENSG00000107581.13,protein_coding,91.8533657747306,-0.468591213384704,0.194329443337039,-2.41132380836389,0.0158947296068777,0.608572661070577,-0.333875807005709,0.819845711858572
KIF15,ENSG00000163808.17,protein_coding,7.00622862508678,-1.91104991589147,0.79255337777264,-2.41125704525065,0.0158976397393933,0.608572661070577,-1.42444773964979,0.668581646012979
ALOX5,ENSG00000012779.11,protein_coding,24.7044251040848,0.793120849089504,0.328997093639205,2.41072296510705,0.0159209365906296,0.608572661070577,0.494322657798883,0.91628069731862
CTSW,ENSG00000172543.9,protein_coding,7.67018546289345,1.3250565883152,0.549972298917125,2.40931514355211,0.0159824904107144,0.608572661070577,0.476549044381116,0.992587378328484
DSTYK,ENSG00000133059.17,protein_coding,4.82650590636939,-2.00348773673744,0.831578975976894,-2.40925732205273,0.0159850229924729,0.608572661070577,-0.610654750482864,0.992587378328484
ADIPOR1,ENSG00000159346.13,protein_coding,104.635288623419,-0.547179576166104,0.227946537082595,-2.40047330031532,0.0163738852089339,0.617135307435311,-0.0922728189154862,0.998086042062166
DOK2,ENSG00000147443.13,protein_coding,17.006871256513,-0.889357276284497,0.370957173931331,-2.39746617341097,0.0165089052101827,0.617135307435311,-1.00331851811429,0.287578339479249
RIOK2,ENSG00000058729.11,protein_coding,7.27635406524739,1.81620408573636,0.758473797290825,2.39455086282956,0.0166407352552742,0.617135307435311,1.52540700346642,
ZC3H6,ENSG00000188177.14,protein_coding,48.9271212588154,0.634866394390652,0.265425160078302,2.39188475652934,0.0167621046419441,0.617135307435311,0.326348162994379,0.953507896005218
ZNF562,ENSG00000171466.10,protein_coding,4.93142858284179,1.49041140515706,0.623264260911264,2.39129932298373,0.0167888592079025,0.617135307435311,1.04067807779607,0.887570013070269
SPTAN1,ENSG00000197694.18,protein_coding,78.2103768805543,-0.60814183075864,0.254615675171754,-2.38846972146712,0.0169187023831853,0.617648518509437,-0.215449398076517,0.992587378328484
CIR1,ENSG00000138433.16,protein_coding,16.9680562814465,0.866255218068145,0.363698413266916,2.38179542848983,0.0172284652957851,0.624678367527446,0.518400292655135,0.95182832588077
MAP1S,ENSG00000130479.11,protein_coding,9.2236314571318,-1.6323539960682,0.686128730328308,-2.37907833313892,0.0173559872977358,0.625050083087378,-1.33444163031859,0.535194134240098
DEF8,ENSG00000140995.17,protein_coding,8.32957920274136,1.49663576626569,0.630754270066574,2.37277151704058,0.0176551815300004,0.629254643922691,0.819012536782496,0.942191637017041
PRR12,ENSG00000126464.14,protein_coding,15.8637479384605,-1.10004263457281,0.464048122779835,-2.37053568492663,0.0177623291979532,0.629254643922691,-0.261886713362909,0.995521320397187
LARP1,ENSG00000155506.18,protein_coding,35.718071505126,-0.813754679457708,0.343473256892972,-2.3691937090499,0.0178269139272657,0.629254643922691,-0.357315745031376,0.953507896005218
PTK2B,ENSG00000120899.18,protein_coding,29.7247383603975,-0.626484156001063,0.26518664170788,-2.3624272775066,0.0181557031550717,0.633174431645502,-0.13662334961499,0.995521320397187
MCM6,ENSG00000076003.5,protein_coding,3.96601331294119,-2.11606842849827,0.896132899050577,-2.36133326958555,0.018209358059803,0.633174431645502,-1.14026226496971,0.91628069731862
UTP18,ENSG00000011260.14,protein_coding,4.52208312741912,1.48045307656503,0.627415329808733,2.35960615915512,0.0182943456798137,0.633174431645502,1.00214565900495,0.91628069731862
